"contig_ID","av"
"Contig39952_107315",19.008
"Contig39952_107325",19.008
"Contig39952_107326",19.008
"Contig39952_107365",19.008
"Contig39952_107377",19.008
"Contig39952_107391",19.008
"Contig39952_107406",19.008
"Contig39952_107415",19.008
"Contig39952_107510",19.008
"Contig39952_107515",19.008
"Contig39952_107518",19.008
"Contig39952_107537",19.008
"Contig39952_107548",19.008
"Contig39952_107561",19.008
"Contig39952_107573",19.008
"Contig39952_107722",19.008
"Contig63655_73628",35.641
"Contig63655_73674",35.641
"Contig63655_74818",35.641
"Contig63655_74828",35.641
"Contig63655_74832",35.641
"Contig63655_74853",35.641
"Contig63655_74916",35.641
"Contig63655_74997",35.641
"Contig63655_75033",35.641
"Contig63655_75263",35.641
"Contig63655_75427",35.641
"Contig63655_75636",35.641
"Contig63655_75648",35.641
"Contig63655_75737",35.641
"Contig63655_75893",35.641
"Contig63655_75934",35.641
"Contig63655_75941",35.641
"Contig63655_77514",35.641
"Contig63655_77517",35.641
"Contig63655_77556",35.641
"Contig63655_77584",35.641
"Contig63655_77700",35.641
"Contig80192_6629",34.1835
"Contig80192_6766",34.1835
"Contig80192_7604",34.1835
"Contig80192_7610",34.1835
"Contig80192_7655",34.1835
"Contig80192_7670",34.1835
"Contig80192_7684",34.1835
"Contig80192_7811",34.1835
"Contig80192_7834",34.1835
"Contig80192_23051",34.1835
"Contig80192_23052",34.1835
"Contig80192_23076",34.1835
"Contig80192_23092",34.1835
"Contig80192_23137",34.1835
"Contig80192_60752",34.1835
"Contig80192_60797",34.1835
"Contig80192_60815",34.1835
"Contig80192_60817",34.1835
"Contig80192_60818",34.1835
"Contig80192_60826",34.1835
"Contig80192_104893",34.1835
"Contig80192_104905",34.1835
"Contig80192_104959",34.1835
"Contig80192_105094",34.1835
"Contig80192_108698",34.1835
"Contig80192_108742",34.1835
"Contig80192_117085",34.1835
"Contig130_16767",55.812
"Contig130_16893",55.812
"Contig130_16916",55.812
"Contig130_16933",55.812
"Contig130_16983",55.812
"Contig130_25262",55.812
"Contig130_25264",55.812
"Contig130_25304",55.812
"Contig130_25458",55.812
"Contig130_25578",55.812
"Contig130_25596",55.812
"Contig74139_15877",53.8045
"Contig74139_15931",53.8045
"Contig74139_15935",53.8045
"Contig74139_15976",53.8045
"Contig74139_16027",53.8045
"Contig74139_20757",53.8045
"Contig74139_20760",53.8045
"Contig74139_20765",53.8045
"Contig74139_20789",53.8045
"Contig74139_20813",53.8045
"Contig74139_20817",53.8045
"Contig74139_20823",53.8045
"Contig74139_20839",53.8045
"Contig74139_20857",53.8045
"Contig74139_20867",53.8045
"Contig74139_20873",53.8045
"Contig74139_20875",53.8045
"Contig74139_20888",53.8045
"Contig74139_20901",53.8045
"Contig74139_20903",53.8045
"Contig74139_20927",53.8045
"Contig74139_21821",53.8045
"Contig74139_21889",53.8045
"Contig74139_21892",53.8045
"Contig74139_21896",53.8045
"Contig74139_21908",53.8045
"Contig74139_21915",53.8045
"Contig74139_21939",53.8045
"Contig74139_21951",53.8045
"Contig74139_22015",53.8045
"Contig74139_22027",53.8045
"Contig74139_22055",53.8045
"Contig74139_22074",53.8045
"Contig74139_22087",53.8045
"Contig74139_22138",53.8045
"Contig74139_22148",53.8045
"Contig74139_22154",53.8045
"Contig74139_22164",53.8045
"Contig74139_22173",53.8045
"Contig74139_22272",53.8045
"Contig74139_22298",53.8045
"Contig74139_41615",53.8045
"Contig74139_41639",53.8045
"Contig74139_41640",53.8045
"Contig74139_41642",53.8045
"Contig74139_41646",53.8045
"Contig74139_41663",53.8045
"Contig74139_41665",53.8045
"Contig74139_41673",53.8045
"Contig74139_41684",53.8045
"Contig74139_41686",53.8045
"Contig74139_41692",53.8045
"Contig74139_41703",53.8045
"Contig74139_41709",53.8045
"Contig74139_41719",53.8045
"Contig74139_41738",53.8045
"Contig74139_41806",53.8045
"Contig74139_41864",53.8045
"Contig74139_41868",53.8045
"Contig74139_41903",53.8045
"Contig74139_59073",53.8045
"Contig74139_59083",53.8045
"Contig74139_59104",53.8045
"Contig74139_59147",53.8045
"Contig74139_59149",53.8045
"Contig74139_106490",53.8045
"Contig74139_106560",53.8045
"Contig74139_106562",53.8045
"Contig74139_106570",53.8045
"Contig74139_106664",53.8045
"Contig74139_106694",53.8045
"Contig74139_106711",53.8045
"Contig82546_6550",34.1835
"Contig82546_6555",34.1835
"Contig82546_6566",34.1835
"Contig82546_6586",34.1835
"Contig82546_6618",34.1835
"Contig82546_6627",34.1835
"Contig82546_6634",34.1835
"Contig82546_6646",34.1835
"Contig82546_6672",34.1835
"Contig82546_6713",34.1835
"Contig82546_6737",34.1835
"Contig82546_6759",34.1835
"Contig82546_6764",34.1835
"Contig82546_6774",34.1835
"Contig82546_6807",34.1835
"Contig82546_6886",34.1835
"Contig82546_6911",34.1835
"Contig82546_6947",34.1835
"Contig82546_6962",34.1835
"Contig82546_6965",34.1835
"Contig82546_7015",34.1835
"Contig82546_7018",34.1835
"Contig82546_7029",34.1835
"Contig82546_7040",34.1835
"Contig82546_7049",34.1835
"Contig82546_7054",34.1835
"Contig82546_7059",34.1835
"Contig82546_7062",34.1835
"Contig82546_7077",34.1835
"Contig82546_7096",34.1835
"Contig82546_7100",34.1835
"Contig82546_7114",34.1835
"Contig82546_7137",34.1835
"Contig82546_7167",34.1835
"Contig82546_7168",34.1835
"Contig82546_7189",34.1835
"Contig82546_7198",34.1835
"Contig82546_7209",34.1835
"Contig82546_7218",34.1835
"Contig82546_7231",34.1835
"Contig82546_7234",34.1835
"Contig82546_7296",34.1835
"Contig82546_7301",34.1835
"Contig82546_7356",34.1835
"Contig82546_7420",34.1835
"Contig82546_7506",34.1835
"Contig82546_7535",34.1835
"Contig82546_7586",34.1835
"Contig82546_7944",34.1835
"Contig82546_7977",34.1835
"Contig82546_8030",34.1835
"Contig82546_8112",34.1835
"Contig82546_8193",34.1835
"Contig82546_8224",34.1835
"Contig82546_8485",34.1835
"Contig82546_8505",34.1835
"Contig82546_8648",34.1835
"Contig82546_8729",34.1835
"Contig82546_8761",34.1835
"Contig82546_8861",34.1835
"Contig82546_8894",34.1835
"Contig82546_8895",34.1835
"Contig82546_8945",34.1835
"Contig82546_8999",34.1835
"Contig82546_9097",34.1835
"Contig82546_9104",34.1835
"Contig82546_9176",34.1835
"Contig82546_9183",34.1835
"Contig82546_9189",34.1835
"Contig82546_9217",34.1835
"Contig82546_9222",34.1835
"Contig82546_9240",34.1835
"Contig82546_9274",34.1835
"Contig82546_9275",34.1835
"Contig82546_9282",34.1835
"Contig82546_33771",34.1835
"Contig82546_33783",34.1835
"Contig82546_33786",34.1835
"Contig82546_33810",34.1835
"Contig82546_33869",34.1835
"Contig82546_33870",34.1835
"Contig82546_33888",34.1835
"Contig82546_33961",34.1835
"Contig82546_33966",34.1835
"Contig647_51386",38.94
"Contig647_51389",38.94
"Contig647_51422",38.94
"Contig647_63943",38.94
"Contig647_63966",38.94
"Contig647_63996",38.94
"Contig647_64104",38.94
"Contig647_64122",38.94
"Contig647_64128",38.94
"Contig647_64146",38.94
"Contig647_87696",38.94
"Contig647_87769",38.94
"Contig647_87808",38.94
"Contig647_97810",38.94
"Contig647_97993",38.94
"Contig647_147388",38.94
"Contig647_147389",38.94
"Contig52579_19266",46.1125
"Contig52579_19294",46.1125
"Contig52579_19384",46.1125
"Contig52579_19404",46.1125
"Contig52579_19431",46.1125
"Contig52579_19568",46.1125
"Contig52579_22430",46.1125
"Contig52579_22500",46.1125
"Contig52579_22524",46.1125
"Contig52579_22569",46.1125
"Contig52579_22605",46.1125
"Contig52579_25336",46.1125
"Contig52579_25348",46.1125
"Contig52579_25363",46.1125
"Contig52579_25378",46.1125
"Contig52579_25502",46.1125
"Contig52579_59226",46.1125
"Contig52579_59231",46.1125
"Contig52579_59238",46.1125
"Contig52579_59283",46.1125
"Contig52579_59341",46.1125
"Contig60403_14276",42.646
"Contig60403_30217",42.646
"Contig61951_13677",46.1125
"Contig61951_13691",46.1125
"Contig61951_13789",46.1125
"Contig61951_13790",46.1125
"Contig61951_13853",46.1125
"Contig61951_13856",46.1125
"Contig61951_13859",46.1125
"Contig61951_22770",46.1125
"Contig61951_22811",46.1125
"Contig61951_22836",46.1125
"Contig61951_22846",46.1125
"Contig61951_23053",46.1125
"Contig61951_25746",46.1125
"Contig61951_25836",46.1125
"Contig61951_25865",46.1125
"Contig61951_31855",46.1125
"Contig61951_31873",46.1125
"Contig61951_70475",46.1125
"Contig61951_70476",46.1125
"Contig61951_70491",46.1125
"Contig61951_70507",46.1125
"Contig61951_70511",46.1125
"Contig61951_70516",46.1125
"Contig61951_70547",46.1125
"Contig61951_70615",46.1125
"Contig61951_70635",46.1125
"Contig61951_70659",46.1125
"Contig61951_70660",46.1125
"Contig61951_70699",46.1125
"Contig61951_95140",46.1125
"Contig61951_95163",46.1125
"Contig61951_95210",46.1125
"Contig61951_95218",46.1125
"Contig61951_95224",46.1125
"Contig61951_95246",46.1125
"Contig61951_95272",46.1125
"Contig61951_95274",46.1125
"Contig61951_95309",46.1125
"Contig63994_17544",28.202
"Contig63994_17611",28.202
"Contig63994_17629",28.202
"Contig63994_17632",28.202
"Contig63994_17660",28.202
"Contig63994_17661",28.202
"Contig63994_17689",28.202
"Contig63994_44653",28.202
"Contig63994_66392",28.202
"Contig63994_66411",28.202
"Contig63994_66417",28.202
"Contig63994_66434",28.202
"Contig63994_66459",28.202
"Contig63994_66478",28.202
"Contig63994_66517",28.202
"Contig63994_66534",28.202
"Contig63994_66589",28.202
"Contig63994_70316",28.202
"Contig63994_70335",28.202
"Contig63994_70336",28.202
"Contig63994_70354",28.202
"Contig63994_70355",28.202
"Contig63994_70378",28.202
"Contig63994_70385",28.202
"Contig63994_70387",28.202
"Contig63994_70477",28.202
"Contig63994_73156",28.202
"Contig63994_73178",28.202
"Contig63994_73185",28.202
"Contig63994_73221",28.202
"Contig63994_89666",28.202
"Contig63994_89718",28.202
"Contig63994_89760",28.202
"Contig63994_89796",28.202
"Contig63994_112896",28.202
"Contig63994_112912",28.202
"Contig63994_112925",28.202
"Contig63994_112942",28.202
"Contig63994_112952",28.202
"Contig63994_112997",28.202
"Contig63994_113000",28.202
"Contig5081_5484",42.646
"Contig5081_5538",42.646
"Contig5081_5543",42.646
"Contig5081_5569",42.646
"Contig5081_5635",42.646
"Contig5081_5757",42.646
"Contig5081_5812",42.646
"Contig5081_5854",42.646
"Contig5081_5855",42.646
"Contig5081_5894",42.646
"Contig5081_5906",42.646
"Contig5081_5962",42.646
"Contig5081_5969",42.646
"Contig5081_6000",42.646
"Contig5081_6025",42.646
"Contig5081_6047",42.646
"Contig5081_6048",42.646
"Contig5081_6087",42.646
"Contig5081_6142",42.646
"Contig5081_6207",42.646
"Contig5081_6283",42.646
"Contig5081_6323",42.646
"Contig5081_6396",42.646
"Contig5081_6459",42.646
"Contig5081_6469",42.646
"Contig5081_6504",42.646
"Contig5081_6544",42.646
"Contig5081_6554",42.646
"Contig5081_6562",42.646
"Contig5081_6578",42.646
"Contig5081_6603",42.646
"Contig5081_6691",42.646
"Contig5081_6719",42.646
"Contig5081_6750",42.646
"Contig5081_7015",42.646
"Contig5081_42924",42.646
"Contig5081_42975",42.646
"Contig5081_42978",42.646
"Contig5081_43009",42.646
"Contig5081_43120",42.646
"Contig5081_43165",42.646
"Contig5081_43205",42.646
"Contig5081_43210",42.646
"Contig5081_43211",42.646
"Contig5081_43223",42.646
"Contig5081_43257",42.646
"Contig5081_43287",42.646
"Contig5081_43309",42.646
"Contig5081_43352",42.646
"Contig5081_43386",42.646
"Contig5081_43448",42.646
"Contig5081_47065",42.646
"Contig5081_47077",42.646
"Contig5081_47106",42.646
"Contig5081_47108",42.646
"Contig5081_47111",42.646
"Contig5081_47218",42.646
"Contig5081_47281",42.646
"Contig5081_47320",42.646
"Contig5081_47338",42.646
"Contig5081_47413",42.646
"Contig5081_47450",42.646
"Contig5081_47454",42.646
"Contig5081_47536",42.646
"Contig5081_47537",42.646
"Contig5081_47538",42.646
"Contig5081_47542",42.646
"Contig5081_47565",42.646
"Contig5081_47594",42.646
"Contig42548_30769",32.785
"Contig42548_30818",32.785
"Contig42548_30928",32.785
"Contig42548_42262",32.785
"Contig42548_42284",32.785
"Contig42548_42355",32.785
"Contig43713_26140",52.961
"Contig43713_26172",52.961
"Contig43713_28232",52.961
"Contig43713_28243",52.961
"Contig43713_28295",52.961
"Contig43713_28321",52.961
"Contig43713_28328",52.961
"Contig43713_84266",52.961
"Contig43713_84291",52.961
"Contig43713_84377",52.961
"Contig43713_102872",52.961
"Contig43713_102873",52.961
"Contig43713_102911",52.961
"Contig43713_102921",52.961
"Contig43713_103064",52.961
"Contig43713_121086",52.961
"Contig43713_121094",52.961
"Contig43713_121098",52.961
"Contig43713_121202",52.961
"Contig50271_20751",52.961
"Contig50271_39939",52.961
"Contig50271_80060",52.961
"Contig50271_80078",52.961
"Contig50271_80144",52.961
"Contig50271_80154",52.961
"Contig50271_80180",52.961
"Contig50271_80213",52.961
"Contig50271_80220",52.961
"Contig50271_80227",52.961
"Contig50271_87989",52.961
"Contig50271_88025",52.961
"Contig50271_88026",52.961
"Contig50271_88029",52.961
"Contig50271_88051",52.961
"Contig50271_88093",52.961
"Contig50271_88113",52.961
"Contig50271_88122",52.961
"Contig50271_88162",52.961
"Contig50271_88167",52.961
"Contig50271_88204",52.961
"Contig50271_90537",52.961
"Contig50271_90544",52.961
"Contig50271_90579",52.961
"Contig50271_90603",52.961
"Contig50271_90605",52.961
"Contig50271_97001",52.961
"Contig50271_113810",52.961
"Contig50271_113890",52.961
"Contig50271_113988",52.961
"Contig50271_113993",52.961
"Contig50271_114026",52.961
"Contig50271_114051",52.961
"Contig50271_114052",52.961
"Contig50271_114062",52.961
"Contig50271_114063",52.961
"Contig50271_114095",52.961
"Contig50271_114104",52.961
"Contig50271_114133",52.961
"Contig50271_148721",52.961
"Contig50271_148822",52.961
"Contig3300_42182",33.904
"Contig3300_42370",33.904
"Contig3300_42620",33.904
"Contig3300_42658",33.904
"Contig3300_42666",33.904
"Contig3300_42717",33.904
"Contig3300_42847",33.904
"Contig3300_42853",33.904
"Contig3300_42855",33.904
"Contig3300_42857",33.904
"Contig3300_42858",33.904
"Contig3300_42859",33.904
"Contig3300_42895",33.904
"Contig3300_42910",33.904
"Contig3300_42936",33.904
"Contig3300_43301",33.904
"Contig3300_43333",33.904
"Contig3300_43424",33.904
"Contig3300_43484",33.904
"Contig3300_43495",33.904
"Contig3300_43548",33.904
"Contig3300_43550",33.904
"Contig3300_43575",33.904
"Contig3300_43624",33.904
"Contig3300_43688",33.904
"Contig3300_43802",33.904
"Contig3300_43808",33.904
"Contig3300_43862",33.904
"Contig3300_43871",33.904
"Contig3300_43901",33.904
"Contig3300_43910",33.904
"Contig3300_43911",33.904
"Contig3300_43946",33.904
"Contig3300_44104",33.904
"Contig3300_44125",33.904
"Contig3300_44142",33.904
"Contig3300_44153",33.904
"Contig3300_44154",33.904
"Contig3300_44172",33.904
"Contig3300_44211",33.904
"Contig3300_44340",33.904
"Contig3300_44402",33.904
"Contig3300_44403",33.904
"Contig3300_44404",33.904
"Contig3300_44406",33.904
"Contig3300_44623",33.904
"Contig3300_44640",33.904
"Contig3300_44641",33.904
"Contig3300_44642",33.904
"Contig3300_44645",33.904
"Contig3300_44646",33.904
"Contig3300_44647",33.904
"Contig3300_44715",33.904
"Contig3300_44816",33.904
"Contig3300_44944",33.904
"Contig3300_44946",33.904
"Contig3300_44971",33.904
"Contig3300_45072",33.904
"Contig3300_45086",33.904
"Contig3300_45114",33.904
"Contig3300_45141",33.904
"Contig3300_45146",33.904
"Contig3300_45212",33.904
"Contig3617_33835",46.1125
"Contig3617_33866",46.1125
"Contig3617_33889",46.1125
"Contig3617_33900",46.1125
"Contig3617_33915",46.1125
"Contig3617_66856",46.1125
"Contig3617_66969",46.1125
"Contig38433_27302",55.2365
"Contig38433_27390",55.2365
"Contig38433_27392",55.2365
"Contig38433_27453",55.2365
"Contig38433_27534",55.2365
"Contig38433_44844",55.2365
"Contig38433_44952",55.2365
"Contig38433_44959",55.2365
"Contig38433_44980",55.2365
"Contig38433_44994",55.2365
"Contig38433_45004",55.2365
"Contig38433_45015",55.2365
"Contig38433_45022",55.2365
"Contig38433_45024",55.2365
"Contig38433_45047",55.2365
"Contig38433_46727",55.2365
"Contig38433_46741",55.2365
"Contig38433_46792",55.2365
"Contig38433_46845",55.2365
"Contig38433_46890",55.2365
"Contig38433_54700",55.2365
"Contig38433_54731",55.2365
"Contig38433_54737",55.2365
"Contig38433_54740",55.2365
"Contig38433_54751",55.2365
"Contig38433_54767",55.2365
"Contig38433_54772",55.2365
"Contig38433_54791",55.2365
"Contig38433_54809",55.2365
"Contig38433_54824",55.2365
"Contig38433_54825",55.2365
"Contig38433_54864",55.2365
"Contig38433_54882",55.2365
"Contig38433_78039",55.2365
"Contig38433_78054",55.2365
"Contig38433_78056",55.2365
"Contig38433_78085",55.2365
"Contig38433_78105",55.2365
"Contig38433_78107",55.2365
"Contig38433_78181",55.2365
"Contig38433_78189",55.2365
"Contig38433_78194",55.2365
"Contig38433_78195",55.2365
"Contig38433_78227",55.2365
"Contig38433_78238",55.2365
"Contig38433_78248",55.2365
"Contig38433_78849",55.2365
"Contig38433_78884",55.2365
"Contig38433_78911",55.2365
"Contig38433_78953",55.2365
"Contig38433_78992",55.2365
"Contig38433_90279",55.2365
"Contig38433_90284",55.2365
"Contig38433_90292",55.2365
"Contig38433_90297",55.2365
"Contig38433_90302",55.2365
"Contig38433_90303",55.2365
"Contig38433_90309",55.2365
"Contig38433_90317",55.2365
"Contig38433_90356",55.2365
"Contig38433_90432",55.2365
"Contig38433_114554",55.2365
"Contig38433_114610",55.2365
"Contig38433_114670",55.2365
"Contig38433_114675",55.2365
"Contig38433_114696",55.2365
"Contig38433_114697",55.2365
"Contig38433_114706",55.2365
"Contig38433_114748",55.2365
"Contig38433_114752",55.2365
"Contig38433_114781",55.2365
"Contig38433_114829",55.2365
"Contig38433_114836",55.2365
"Contig38433_114838",55.2365
"Contig38433_114883",55.2365
"Contig39061_42949",52.961
"Contig39061_42957",52.961
"Contig39061_42978",52.961
"Contig39061_43006",52.961
"Contig39061_119865",52.961
"Contig39061_119901",52.961
"Contig39061_119916",52.961
"Contig39061_119918",52.961
"Contig39061_119921",52.961
"Contig39061_119928",52.961
"Contig39061_119951",52.961
"Contig39061_144357",52.961
"Contig39061_154999",52.961
"Contig39061_155001",52.961
"Contig39061_155004",52.961
"Contig39061_155007",52.961
"Contig39061_155065",52.961
"Contig39061_155077",52.961
"Contig39061_155140",52.961
"Contig39061_155217",52.961
"Contig39061_159809",52.961
"Contig39061_163271",52.961
"Contig39061_175955",52.961
"Contig39061_182975",52.961
"Contig39061_182977",52.961
"Contig39061_183008",52.961
"Contig39061_183111",52.961
"Contig39679_15054",34.1835
"Contig39679_15272",34.1835
"Contig39679_41750",34.1835
"Contig39679_41790",34.1835
"Contig39679_41802",34.1835
"Contig39679_41839",34.1835
"Contig39679_51121",34.1835
"Contig39679_64207",34.1835
"Contig39679_64209",34.1835
"Contig39679_64227",34.1835
"Contig39679_64229",34.1835
"Contig39679_64251",34.1835
"Contig39679_64252",34.1835
"Contig39679_64279",34.1835
"Contig39679_64280",34.1835
"Contig39679_100814",34.1835
"Contig288427_341",52.961
"Contig288427_367",52.961
"Contig288427_491",52.961
"Contig962_66636",33.904
"Contig962_66668",33.904
"Contig1437_44147",34.8625
"Contig1437_44169",34.8625
"Contig1437_44205",34.8625
"Contig1437_44274",34.8625
"Contig1437_44334",34.8625
"Contig1437_44359",34.8625
"Contig1437_44362",34.8625
"Contig1437_44377",34.8625
"Contig1437_44381",34.8625
"Contig1437_44394",34.8625
"Contig1437_62321",34.8625
"Contig1437_62322",34.8625
"Contig1437_69713",34.8625
"Contig1437_69746",34.8625
"Contig1437_69757",34.8625
"Contig1437_69800",34.8625
"Contig1437_69806",34.8625
"Contig1437_69808",34.8625
"Contig1437_91372",34.8625
"Contig1437_91384",34.8625
"Contig1437_91391",34.8625
"Contig1437_91443",34.8625
"Contig1437_91471",34.8625
"Contig1437_91568",34.8625
"Contig1437_91583",34.8625
"Contig1437_91593",34.8625
"Contig1437_91647",34.8625
"Contig1437_91674",34.8625
"Contig1437_123042",34.8625
"Contig1437_123047",34.8625
"Contig1437_123135",34.8625
"Contig1437_123153",34.8625
"Contig1437_123203",34.8625
"Contig1437_123281",34.8625
"Contig1437_123305",34.8625
"Contig9583_18213",33.904
"Contig9583_18214",33.904
"Contig9583_18243",33.904
"Contig9583_26699",33.904
"Contig9583_26740",33.904
"Contig9583_26773",33.904
"Contig9583_26778",33.904
"Contig9583_26779",33.904
"Contig9583_26781",33.904
"Contig9583_27866",33.904
"Contig9583_27882",33.904
"Contig9583_28014",33.904
"Contig99935_22890",48.1345
"Contig99935_23056",48.1345
"Contig99935_23117",48.1345
"Contig99935_30889",48.1345
"Contig99935_30935",48.1345
"Contig99935_30954",48.1345
"Contig99935_31009",48.1345
"Contig99935_31113",48.1345
"Contig99935_36654",48.1345
"Contig99935_36668",48.1345
"Contig8160_18669",41.491
"Contig8160_18751",41.491
"Contig8160_18808",41.491
"Contig8160_18814",41.491
"Contig8160_18851",41.491
"Contig8160_18905",41.491
"Contig8160_19028",41.491
"Contig8160_19146",41.491
"Contig8160_23802",41.491
"Contig8160_23889",41.491
"Contig8160_23982",41.491
"Contig8160_24048",41.491
"Contig8160_24108",41.491
"Contig8160_24163",41.491
"Contig8160_24167",41.491
"Contig8160_24198",41.491
"Contig8160_24224",41.491
"Contig8160_24226",41.491
"Contig8160_24231",41.491
"Contig8160_24308",41.491
"Contig8160_24342",41.491
"Contig8160_24363",41.491
"Contig8160_24411",41.491
"Contig8160_24477",41.491
"Contig8160_24645",41.491
"Contig8160_24667",41.491
"Contig8160_24670",41.491
"Contig8160_24676",41.491
"Contig8160_24731",41.491
"Contig8160_24795",41.491
"Contig8160_25014",41.491
"Contig8160_25066",41.491
"Contig8160_25108",41.491
