#java OrderMarkers2 map=Litt_map_LOD18_JS.txt data=- chromosome=1 numThreads=10 outputPhasedData=0 families=fam83_1 informativeMask=2 randSeed=-2348534245329721127
#*** LG = 1 likelihood = -665.014
#marker_number	male_position	female_position	( 0.0 )[	phased data]
Contig2900	5433	0.000	28.150	( 0 )
Contig11035	40830	0.000	28.150	( 0 )
Contig47106	169737	0.000	28.150	( 0 )
Contig2900	5204	0.000	28.150	( 0 )
Contig1084	24639	0.000	28.150	( 0 )
Contig48118	5737	0.000	28.150	( 0 )
Contig47106	169794	0.000	28.150	( 0 )
Contig39952	11204	0.000	28.150	( 0 )
Contig43885	40937	0.000	28.150	( 0 )
Contig57232	8084	0.000	28.150	( 0 )
Contig5509	35822	0.000	28.150	( 0 )
Contig47106	169626	0.000	28.150	( 0 )
Contig39952	107850	0.000	28.150	( 0 )
Contig708	102230	0.000	28.150	( 0 )
Contig50304	46671	0.000	28.150	( 0 )
Contig68114	33310	0.000	28.150	( 0 )
Contig40643	10817	0.000	28.150	( 0 )
Contig38683	69674	0.000	28.150	( 0 )
Contig38683	43113	0.000	28.150	( 0 )
Contig5509	32936	0.000	28.150	( 0 )
Contig5509	35791	0.000	28.150	( 0 )
Contig62391	14455	0.000	28.150	( 0 )
Contig39952	106971	0.000	28.150	( 0 )
Contig39952	107893	0.000	28.150	( 0 )
Contig7214	20661	0.000	28.150	( 0 )
Contig39952	13020	0.000	28.150	( 0 )
Contig80054	54428	0.000	28.150	( 0 )
Contig51893	222361	0.000	28.150	( 0 )
Contig49637	8776	0.000	28.150	( 0 )
Contig48335	90134	0.000	28.150	( 0 )
Contig40643	11033	0.000	28.150	( 0 )
Contig575	182257	0.000	28.150	( 0 )
Contig49637	8675	0.000	28.150	( 0 )
Contig47106	169346	0.000	28.150	( 0 )
Contig62391	14451	0.000	28.150	( 0 )
Contig727	12000	0.000	28.150	( 0 )
Contig41974	116095	0.000	28.150	( 0 )
Contig40643	10201	0.000	28.150	( 0 )
Contig62391	14448	0.000	28.150	( 0 )
Contig39952	106884	0.000	28.150	( 0 )
Contig48118	5450	0.000	28.150	( 0 )
Contig64501	48837	0.000	28.150	( 0 )
Contig39405	60600	0.000	28.150	( 0 )
Contig2900	4792	0.000	28.150	( 0 )
Contig39952	9188	0.000	28.150	( 0 )
Contig62391	14469	0.000	28.150	( 0 )
Contig11349	29571	0.000	28.150	( 0 )
Contig38683	70030	0.000	28.150	( 0 )
Contig39952	11968	0.000	28.150	( 0 )
Contig48118	5172	0.000	28.150	( 0 )
Contig39952	107510	0.000	28.150	( 0 )
Contig64854	4815	0.000	28.150	( 0 )
Contig2900	4447	0.000	28.150	( 0 )
Contig39952	107548	0.000	28.150	( 0 )
Contig5755	79192	0.000	28.150	( 0 )
Contig44682	69750	0.000	28.150	( 0 )
Contig42285	29250	0.000	28.150	( 0 )
Contig39952	11658	0.000	28.150	( 0 )
Contig575	40997	0.000	28.150	( 0 )
Contig7214	3612	0.000	28.150	( 0 )
Contig57232	7948	0.000	28.150	( 0 )
Contig39952	107237	0.000	28.150	( 0 )
Contig38683	43149	0.000	28.150	( 0 )
Contig43701	10425	0.000	28.150	( 0 )
Contig39952	70586	0.000	28.150	( 0 )
Contig57232	7855	0.000	28.150	( 0 )
Contig38683	69843	0.000	28.150	( 0 )
Contig2900	5067	0.000	28.150	( 0 )
Contig7214	20879	0.000	28.150	( 0 )
Contig727	12100	0.000	28.150	( 0 )
Contig7214	20812	0.000	28.150	( 0 )
Contig39952	9316	0.000	28.150	( 0 )
Contig39952	106438	0.000	28.150	( 0 )
Contig47300	40174	0.000	28.150	( 0 )
Contig39952	107377	0.000	28.150	( 0 )
Contig73485	24057	0.000	28.150	( 0 )
Contig39952	9746	0.000	28.150	( 0 )
Contig57232	8089	0.000	28.150	( 0 )
Contig39952	106861	0.000	28.150	( 0 )
Contig43701	52409	0.000	28.150	( 0 )
Contig40643	80312	0.000	28.150	( 0 )
Contig39952	9400	0.000	28.150	( 0 )
Contig1084	24604	0.000	28.150	( 0 )
Contig2900	5700	0.000	28.150	( 0 )
Contig39952	12560	0.000	28.150	( 0 )
Contig39405	60781	0.000	28.150	( 0 )
Contig46464	18943	0.000	28.150	( 0 )
Contig42285	29279	0.000	28.150	( 0 )
Contig49637	8936	0.000	28.150	( 0 )
Contig39952	11530	0.000	28.150	( 0 )
Contig2299	1342	0.000	28.150	( 0 )
Contig2900	5263	0.000	28.150	( 0 )
Contig38683	69713	0.000	28.150	( 0 )
Contig49459	2079	0.000	28.150	( 0 )
Contig43885	41000	0.000	28.150	( 0 )
Contig38683	69858	0.000	28.150	( 0 )
Contig80054	54694	0.000	28.150	( 0 )
Contig50047	5571	0.000	28.150	( 0 )
Contig40643	9925	0.000	28.150	( 0 )
Contig39405	83597	0.000	28.150	( 0 )
Contig42285	35150	0.000	28.150	( 0 )
Contig39952	107515	0.000	28.150	( 0 )
Contig2900	4785	0.000	28.150	( 0 )
Contig79081	7161	0.000	28.150	( 0 )
Contig727	12206	0.000	28.150	( 0 )
Contig40305	110716	0.000	28.150	( 0 )
Contig48335	90112	0.000	28.150	( 0 )
Contig2900	5258	0.000	28.150	( 0 )
Contig2900	5153	0.000	28.150	( 0 )
Contig47106	169770	0.000	28.150	( 0 )
Contig49637	8826	0.000	28.150	( 0 )
Contig727	12001	0.000	28.150	( 0 )
Contig68114	33370	0.000	28.150	( 0 )
Contig47106	169603	0.000	28.150	( 0 )
Contig5509	35876	0.000	28.150	( 0 )
Contig7214	3714	0.000	28.150	( 0 )
Contig39952	107018	0.000	28.150	( 0 )
Contig73388	6794	0.000	28.150	( 0 )
Contig47106	169284	0.000	28.150	( 0 )
Contig39952	10135	0.000	28.150	( 0 )
Contig84748	87188	0.000	28.150	( 0 )
Contig2900	4860	0.000	28.150	( 0 )
Contig7214	20655	0.000	28.150	( 0 )
Contig1084	24704	0.000	28.150	( 0 )
Contig39952	106613	0.000	28.150	( 0 )
Contig42285	10004	0.000	28.150	( 0 )
Contig39405	60438	0.000	28.150	( 0 )
Contig47152	74740	0.000	30.531	( 0 )
Contig786	2971	0.000	32.913	( 0 )
Contig786	2930	0.000	32.913	( 0 )
Contig56789	56889	0.000	35.294	( 0 )
Contig48271	8345	0.000	35.294	( 0 )
Contig52793	84927	0.000	35.294	( 0 )
Contig6485	1274	0.000	35.294	( 0 )
Contig52793	85101	0.000	35.294	( 0 )
Contig6485	1397	0.000	35.294	( 0 )
Contig1514	45262	0.000	35.294	( 0 )
Contig56789	56968	0.000	35.294	( 0 )
Contig56789	57037	0.000	35.294	( 0 )
Contig1514	45276	0.000	35.294	( 0 )
Contig43552	12332	0.000	35.294	( 0 )
Contig56789	57031	0.000	35.294	( 0 )
Contig54868	2837	0.000	35.294	( 0 )
Contig52793	84904	0.000	35.294	( 0 )
Contig215797	25316	0.000	35.294	( 0 )
Contig215797	25308	0.000	35.294	( 0 )
Contig48271	8393	0.000	35.294	( 0 )
Contig54868	2888	0.000	35.294	( 0 )
Contig52793	84997	0.000	35.294	( 0 )
Contig52793	85158	0.000	35.294	( 0 )
Contig52793	85086	0.000	35.294	( 0 )
Contig56789	56840	0.000	35.294	( 0 )
Contig6485	1301	0.000	35.294	( 0 )
Contig52793	84906	0.000	35.294	( 0 )
Contig52793	85037	0.000	35.294	( 0 )
Contig43552	12629	0.000	35.294	( 0 )
Contig5081	6396	0.000	40.176	( 0 )
Contig45396	77449	0.000	40.176	( 0 )
Contig5081	6047	0.000	40.176	( 0 )
Contig5081	5757	0.000	40.176	( 0 )
Contig4777	65766	0.000	40.176	( 0 )
Contig5081	5855	0.000	40.176	( 0 )
Contig45396	77438	0.000	40.176	( 0 )
Contig5081	6025	0.000	40.176	( 0 )
Contig5081	5569	0.000	40.176	( 0 )
Contig4777	66132	0.000	40.176	( 0 )
Contig5081	6750	0.000	40.176	( 0 )
Contig5081	5969	0.000	40.176	( 0 )
Contig5081	5792	0.000	40.176	( 0 )
Contig5081	5538	0.000	40.176	( 0 )
Contig4777	37172	0.000	40.176	( 0 )
Contig5081	5812	0.000	40.176	( 0 )
Contig5081	5962	0.000	40.176	( 0 )
Contig5081	5894	0.000	40.176	( 0 )
Contig4777	66343	0.000	40.176	( 0 )
Contig4777	37537	0.000	40.176	( 0 )
Contig5081	6469	0.000	40.176	( 0 )
Contig5081	5906	0.000	40.176	( 0 )
Contig2570	77538	0.000	45.058	( 0 )
Contig10585	38214	0.000	45.058	( 0 )
Contig10585	37178	0.000	45.058	( 0 )
Contig2742	9396	0.000	45.058	( 0 )
Contig6148	7665	0.000	45.058	( 0 )
Contig10585	38517	0.000	45.058	( 0 )
Contig10585	38958	0.000	45.058	( 0 )
Contig10585	38376	0.000	45.058	( 0 )
Contig10585	36807	0.000	45.058	( 0 )
Contig2570	23859	0.000	45.058	( 0 )
Contig10585	38206	0.000	45.058	( 0 )
Contig38819	71115	0.000	47.440	( 0 )
Contig178746	392	0.000	47.440	( 0 )
Contig39066	23152	0.000	47.440	( 0 )
Contig7138	24774	0.000	47.440	( 0 )
Contig1439	36186	0.000	47.440	( 0 )
Contig7138	24561	0.000	47.440	( 0 )
Contig1439	36116	0.000	47.440	( 0 )
Contig7138	24684	0.000	47.440	( 0 )
Contig38819	71176	0.000	47.440	( 0 )
Contig7138	24714	0.000	47.440	( 0 )
Contig1439	929	0.000	47.440	( 0 )
Contig153320	11271	0.000	47.440	( 0 )
Contig7138	24786	0.000	47.440	( 0 )
Contig1439	950	0.000	47.440	( 0 )
Contig153320	11277	0.000	47.440	( 0 )
Contig153320	11275	0.000	47.440	( 0 )
Contig44845	4984	0.000	49.821	( 0 )
Contig54432	12467	0.000	49.821	( 0 )
Contig44552	16274	0.000	49.821	( 0 )
Contig51815	25705	0.000	49.821	( 0 )
Contig1201	39935	0.000	49.821	( 0 )
Contig38975	13420	0.000	49.821	( 0 )
Contig64133	7675	0.000	49.821	( 0 )
Contig43094	32904	0.000	49.821	( 0 )
Contig44845	4808	0.000	49.821	( 0 )
Contig51815	25739	0.000	49.821	( 0 )
Contig64133	7733	0.000	49.821	( 0 )
Contig51815	25646	0.000	49.821	( 0 )
Contig44845	4923	0.000	49.821	( 0 )
Contig51815	25740	0.000	49.821	( 0 )
Contig44845	4793	0.000	49.821	( 0 )
Contig51815	25721	0.000	49.821	( 0 )
Contig44845	4901	0.000	49.821	( 0 )
Contig64133	7694	0.000	49.821	( 0 )
Contig1736	69667	0.000	49.821	( 0 )
Contig54432	12608	0.000	49.821	( 0 )
Contig44845	4817	0.000	49.821	( 0 )
Contig51815	25719	0.000	49.821	( 0 )
Contig38975	13746	0.000	49.821	( 0 )
Contig1736	69617	0.000	49.821	( 0 )
Contig44845	4835	0.000	49.821	( 0 )
Contig54432	12648	0.000	49.821	( 0 )
Contig64133	7680	0.000	49.821	( 0 )
Contig8354	16569	0.000	52.202	( 0 )
Contig8354	16544	0.000	52.202	( 0 )
Contig647	64128	0.000	52.202	( 0 )
Contig94691	51698	0.000	52.202	( 0 )
Contig8354	16573	0.000	52.202	( 0 )
Contig44361	66948	0.000	52.202	( 0 )
Contig52721	25268	0.000	52.202	( 0 )
Contig94691	51539	0.000	52.202	( 0 )
Contig94691	71946	0.000	52.202	( 0 )
Contig94691	51845	0.000	52.202	( 0 )
Contig165	69601	0.000	52.202	( 0 )
Contig94691	71947	0.000	52.202	( 0 )
Contig44361	66903	0.000	52.202	( 0 )
Contig647	63966	0.000	52.202	( 0 )
Contig50637	25808	0.000	52.202	( 0 )
Contig8354	16621	0.000	52.202	( 0 )
Contig50637	25816	0.000	52.202	( 0 )
Contig94691	71950	0.000	52.202	( 0 )
Contig647	64122	0.000	52.202	( 0 )
Contig94691	71926	0.000	52.202	( 0 )
Contig121582	6896	0.000	57.084	( 0 )
Contig114241	2547	0.000	57.084	( 0 )
Contig5899	88910	0.000	57.084	( 0 )
Contig3300	43808	0.000	57.084	( 0 )
Contig43592	62177	0.000	57.084	( 0 )
Contig3300	44125	0.000	57.084	( 0 )
Contig114241	2569	0.000	57.084	( 0 )
Contig39222	85069	0.000	57.084	( 0 )
Contig39222	85104	0.000	57.084	( 0 )
Contig49747	20158	0.000	57.084	( 0 )
Contig49747	19880	0.000	57.084	( 0 )
Contig3300	44211	0.000	57.084	( 0 )
Contig63655	74621	0.000	57.084	( 0 )
Contig42085	12879	0.000	57.084	( 0 )
Contig69252	4452	0.000	57.084	( 0 )
Contig1437	44381	0.000	57.084	( 0 )
Contig5899	89033	0.000	57.084	( 0 )
Contig49747	20113	0.000	57.084	( 0 )
Contig1437	44334	0.000	57.084	( 0 )
Contig3300	42579	0.000	57.084	( 0 )
Contig8136	22708	0.000	57.084	( 0 )
Contig5899	89016	0.000	57.084	( 0 )
Contig3300	43819	0.000	57.084	( 0 )
Contig25335	12039	0.000	57.084	( 0 )
Contig46643	5826	0.000	57.084	( 0 )
Contig39222	192984	0.000	57.084	( 0 )
Contig3300	44154	0.000	57.084	( 0 )
Contig3300	44641	0.000	57.084	( 0 )
Contig3300	43056	0.000	57.084	( 0 )
Contig141918	4801	0.000	57.084	( 0 )
Contig46643	95264	0.000	57.084	( 0 )
Contig3300	42620	0.000	57.084	( 0 )
Contig62849	1041	0.000	57.084	( 0 )
Contig5899	89024	0.000	57.084	( 0 )
Contig3300	42963	0.000	57.084	( 0 )
Contig46643	95184	0.000	57.084	( 0 )
Contig3300	44172	0.000	57.084	( 0 )
Contig3300	43112	0.000	57.084	( 0 )
Contig3300	43815	0.000	57.084	( 0 )
Contig121582	6887	0.000	57.084	( 0 )
Contig3300	44153	0.000	57.084	( 0 )
Contig3300	43927	0.000	57.084	( 0 )
Contig5899	89100	0.000	57.084	( 0 )
Contig3300	44623	0.000	57.084	( 0 )
Contig25335	11949	0.000	57.084	( 0 )
Contig42085	4166	0.000	57.084	( 0 )
Contig100627	5380	0.000	57.084	( 0 )
Contig62849	1170	0.000	57.084	( 0 )
Contig46643	95130	0.000	57.084	( 0 )
Contig3300	42658	0.000	57.084	( 0 )
Contig42085	12883	0.000	57.084	( 0 )
Contig3300	43817	0.000	57.084	( 0 )
Contig100627	5554	0.000	57.084	( 0 )
Contig3300	44234	0.000	57.084	( 0 )
Contig3300	44640	0.000	57.084	( 0 )
Contig53469	42767	0.000	57.084	( 0 )
Contig38549	32467	0.000	59.466	( 0 )
Contig84294	1162	0.000	59.466	( 0 )
Contig87026	29954	0.000	59.466	( 0 )
Contig59460	3669	0.000	59.466	( 0 )
Contig59460	3662	0.000	59.466	( 0 )
Contig38297	25545	0.000	59.466	( 0 )
Contig44378	7300	0.000	59.466	( 0 )
Contig47007	79102	0.000	59.466	( 0 )
Contig16127	17555	0.000	59.466	( 0 )
Contig49423	7131	0.000	59.466	( 0 )
Contig59128	59743	0.000	59.466	( 0 )
Contig41463	36420	0.000	59.466	( 0 )
Contig73966	71277	0.000	59.466	( 0 )
Contig60345	45376	0.000	59.466	( 0 )
Contig69156	160153	0.000	59.466	( 0 )
Contig41949	8872	0.000	59.466	( 0 )
Contig55632	21306	0.000	59.466	( 0 )
Contig6134	61766	0.000	59.466	( 0 )
Contig49576	73836	0.000	59.466	( 0 )
Contig44209	42614	0.000	59.466	( 0 )
Contig41949	8852	0.000	59.466	( 0 )
Contig44378	7165	0.000	59.466	( 0 )
Contig1079	35069	0.000	59.466	( 0 )
Contig47949	205161	0.000	59.466	( 0 )
Contig73966	71165	0.000	59.466	( 0 )
Contig100589	5122	0.000	59.466	( 0 )
Contig75515	10594	0.000	59.466	( 0 )
Contig69156	160143	0.000	59.466	( 0 )
Contig44209	65058	0.000	59.466	( 0 )
Contig51711	13148	0.000	59.466	( 0 )
Contig61951	95210	0.000	59.466	( 0 )
Contig69611	13303	0.000	59.466	( 0 )
Contig2620	39272	0.000	59.466	( 0 )
Contig100589	5153	0.000	59.466	( 0 )
Contig45386	25166	0.000	59.466	( 0 )
Contig56066	9660	0.000	59.466	( 0 )
Contig922	31507	0.000	59.466	( 0 )
Contig2620	39318	0.000	59.466	( 0 )
Contig40216	60846	0.000	59.466	( 0 )
Contig41463	36525	0.000	59.466	( 0 )
Contig84369	28486	0.000	59.466	( 0 )
Contig69156	160089	0.000	59.466	( 0 )
Contig60614	13327	0.000	59.466	( 0 )
Contig48638	8498	0.000	59.466	( 0 )
Contig4501	2585	0.000	59.466	( 0 )
Contig4847	95296	0.000	59.466	( 0 )
Contig41463	36556	0.000	59.466	( 0 )
Contig84294	1336	0.000	59.466	( 0 )
Contig59460	3526	0.000	59.466	( 0 )
Contig47949	205118	0.000	59.466	( 0 )
Contig44209	42819	0.000	59.466	( 0 )
Contig6134	61883	0.000	59.466	( 0 )
Contig60345	45363	0.000	59.466	( 0 )
Contig69156	160125	0.000	59.466	( 0 )
Contig40241	32144	0.000	59.466	( 0 )
Contig1079	35081	0.000	59.466	( 0 )
Contig59460	3490	0.000	59.466	( 0 )
Contig132184	11450	0.000	59.466	( 0 )
Contig41463	20738	0.000	59.466	( 0 )
Contig41949	8854	0.000	59.466	( 0 )
Contig41579	57829	0.000	59.466	( 0 )
Contig74069	20151	0.000	59.466	( 0 )
Contig6134	61844	0.000	59.466	( 0 )
Contig41579	58146	0.000	59.466	( 0 )
Contig43955	22553	0.000	59.466	( 0 )
Contig87026	29788	0.000	59.466	( 0 )
Contig69611	13308	0.000	59.466	( 0 )
Contig39615	22394	0.000	59.466	( 0 )
Contig60345	45256	0.000	59.466	( 0 )
Contig100589	4804	0.000	59.466	( 0 )
Contig58471	21118	0.000	59.466	( 0 )
Contig60614	13331	0.000	59.466	( 0 )
Contig3617	35062	0.000	59.466	( 0 )
Contig2620	39255	0.000	59.466	( 0 )
Contig61951	95272	0.000	59.466	( 0 )
Contig84369	28498	0.000	59.466	( 0 )
Contig2620	39185	0.000	59.466	( 0 )
Contig6897	6415	0.000	59.466	( 0 )
Contig42423	40339	0.000	59.466	( 0 )
Contig1079	35209	0.000	59.466	( 0 )
Contig40216	60842	0.000	59.466	( 0 )
Contig2620	39254	0.000	59.466	( 0 )
Contig1079	35122	0.000	59.466	( 0 )
Contig4847	102094	0.000	59.466	( 0 )
Contig100573	7416	0.000	59.466	( 0 )
Contig200935	181	0.000	59.466	( 0 )
Contig39476	7027	0.000	59.466	( 0 )
Contig1079	35232	0.000	59.466	( 0 )
Contig48638	8538	0.000	59.466	( 0 )
Contig100573	7420	0.000	59.466	( 0 )
Contig922	31674	0.000	59.466	( 0 )
Contig44525	7628	0.000	59.466	( 0 )
Contig74069	20175	0.000	59.466	( 0 )
Contig77521	71242	0.000	59.466	( 0 )
Contig75515	10649	0.000	59.466	( 0 )
Contig60345	45201	0.000	59.466	( 0 )
Contig42423	40313	0.000	59.466	( 0 )
Contig922	31508	0.000	59.466	( 0 )
Contig41949	8996	0.000	59.466	( 0 )
Contig41463	20712	0.000	59.466	( 0 )
Contig40216	60878	0.000	59.466	( 0 )
Contig3617	35052	0.000	59.466	( 0 )
Contig59460	3551	0.000	59.466	( 0 )
Contig39476	6881	0.000	59.466	( 0 )
Contig51711	12863	0.000	59.466	( 0 )
Contig3617	35020	0.000	59.466	( 0 )
Contig49999	70248	0.000	59.466	( 0 )
Contig59685	3204	0.000	59.466	( 0 )
Contig6897	6411	0.000	59.466	( 0 )
Contig84357	38673	0.000	59.466	( 0 )
Contig60614	13330	0.000	59.466	( 0 )
Contig2620	39186	0.000	59.466	( 0 )
Contig66299	15892	0.000	59.466	( 0 )
Contig73460	49775	0.000	59.466	( 0 )
Contig3617	35112	0.000	59.466	( 0 )
Contig38243	13380	0.000	59.466	( 0 )
Contig41579	49107	0.000	59.466	( 0 )
Contig3617	35110	0.000	59.466	( 0 )
Contig7013	582	0.000	59.466	( 0 )
Contig4501	2407	0.000	59.466	( 0 )
Contig3617	35118	0.000	59.466	( 0 )
Contig71409	28599	0.000	59.466	( 0 )
Contig133413	2245	0.000	59.466	( 0 )
Contig51827	38558	0.000	59.466	( 0 )
Contig3617	35107	0.000	59.466	( 0 )
Contig40216	60826	0.000	59.466	( 0 )
Contig74069	19999	0.000	59.466	( 0 )
Contig2620	39471	0.000	59.466	( 0 )
Contig61951	95086	0.000	59.466	( 0 )
Contig47502	87964	0.000	61.847	( 0 )
Contig39132	165467	0.000	64.228	( 0 )
Contig39132	165306	0.000	64.228	( 0 )
Contig39132	165455	0.000	64.228	( 0 )
Contig58145	38027	0.000	77.463	( 0 )
Contig58145	37944	0.000	77.463	( 0 )
Contig74139	20789	0.000	84.977	( 0 )
Contig60235	7786	0.000	84.977	( 0 )
Contig1948	10848	0.000	87.359	( 0 )
Contig9017	21608	0.000	87.359	( 0 )
Contig9017	21355	0.000	87.359	( 0 )
Contig85865	12481	0.000	87.359	( 0 )
Contig1948	10730	0.000	87.359	( 0 )
Contig126660	7671	0.000	103.719	( 0 )
Contig126660	7739	0.000	103.719	( 0 )
