#java OrderMarkers2 map=Litt_map_LOD18_JS.txt data=- chromosome=1 numThreads=10 outputPhasedData=0 families=fam83_1 informativeMask=1 randSeed=-7409505745118864838
#*** LG = 1 likelihood = -627.7295
#marker_number	male_position	female_position	( 0.0 )[	phased data]
Contig45347	7645	2.381	0.000	( 0 )
Contig71409	28663	2.381	0.000	( 0 )
Contig41579	49036	2.381	0.000	( 0 )
Contig73110	21474	2.381	0.000	( 0 )
Contig57351	20118	2.381	0.000	( 0 )
Contig1186	46284	2.381	0.000	( 0 )
Contig73388	7319	2.381	0.000	( 0 )
Contig45347	7655	2.381	0.000	( 0 )
Contig50464	40267	2.381	0.000	( 0 )
Contig56970	56726	2.381	0.000	( 0 )
Contig52327	138823	2.381	0.000	( 0 )
Contig70941	2224	2.381	0.000	( 0 )
Contig11174	60058	2.381	0.000	( 0 )
Contig60345	45282	2.381	0.000	( 0 )
Contig39476	6908	2.381	0.000	( 0 )
Contig92848	23577	2.381	0.000	( 0 )
Contig7013	574	2.381	0.000	( 0 )
Contig45386	25198	2.381	0.000	( 0 )
Contig130	25533	2.381	0.000	( 0 )
Contig6897	6459	2.381	0.000	( 0 )
Contig49608	27793	2.381	0.000	( 0 )
Contig60235	7802	2.381	0.000	( 0 )
Contig85865	12455	2.381	0.000	( 0 )
Contig177460	8196	2.381	0.000	( 0 )
Contig39282	6802	2.381	0.000	( 0 )
Contig45386	25217	2.381	0.000	( 0 )
Contig52698	84242	2.381	0.000	( 0 )
Contig66299	16085	2.381	0.000	( 0 )
Contig45386	25159	2.381	0.000	( 0 )
Contig41623	89203	2.381	0.000	( 0 )
Contig55699	19661	2.381	0.000	( 0 )
Contig6386	2421	2.381	0.000	( 0 )
Contig39544	25112	2.381	0.000	( 0 )
Contig53942	29401	2.381	0.000	( 0 )
Contig39132	72238	2.381	0.000	( 0 )
Contig4847	95148	2.381	0.000	( 0 )
Contig73388	5066	2.381	0.000	( 0 )
Contig60046	1625	2.381	0.000	( 0 )
Contig44209	65097	2.381	0.000	( 0 )
Contig48803	7205	2.381	0.000	( 0 )
Contig16127	17565	2.381	0.000	( 0 )
Contig50464	40237	2.381	0.000	( 0 )
Contig39544	24805	2.381	0.000	( 0 )
Contig51549	54456	2.381	0.000	( 0 )
Contig49576	73888	2.381	0.000	( 0 )
Contig1186	46256	2.381	0.000	( 0 )
Contig57351	20119	2.381	0.000	( 0 )
Contig50369	6533	2.381	0.000	( 0 )
Contig47563	3812	2.381	0.000	( 0 )
Contig240640	12218	2.381	0.000	( 0 )
Contig74139	20757	2.381	0.000	( 0 )
Contig41383	19297	2.381	0.000	( 0 )
Contig56970	51479	2.381	0.000	( 0 )
Contig5081	43210	4.763	0.000	( 0 )
Contig5081	6960	4.763	0.000	( 0 )
Contig7209	4969	4.763	0.000	( 0 )
Contig1514	45476	4.763	0.000	( 0 )
Contig54868	2914	4.763	0.000	( 0 )
Contig2900	4523	4.763	0.000	( 0 )
Contig56789	56837	4.763	0.000	( 0 )
Contig55639	59058	4.763	0.000	( 0 )
Contig2765	6542	4.763	0.000	( 0 )
Contig10303	9087	4.763	0.000	( 0 )
Contig2900	5476	4.763	0.000	( 0 )
Contig10303	8831	4.763	0.000	( 0 )
Contig2900	5001	4.763	0.000	( 0 )
Contig2900	5461	4.763	0.000	( 0 )
Contig6485	1431	4.763	0.000	( 0 )
Contig56789	56939	4.763	0.000	( 0 )
Contig2900	5473	4.763	0.000	( 0 )
Contig2900	4186	4.763	0.000	( 0 )
Contig74712	2341	4.763	0.000	( 0 )
Contig65923	36905	4.763	0.000	( 0 )
Contig5081	6691	4.763	0.000	( 0 )
Contig4777	36631	4.763	0.000	( 0 )
Contig4777	37551	4.763	0.000	( 0 )
Contig5081	6578	4.763	0.000	( 0 )
Contig51196	33645	4.763	0.000	( 0 )
Contig75515	10611	4.763	0.000	( 0 )
Contig45396	77460	4.763	0.000	( 0 )
Contig19380	3487	4.763	0.000	( 0 )
Contig51196	33588	4.763	0.000	( 0 )
Contig4777	37498	4.763	0.000	( 0 )
Contig55639	59043	4.763	0.000	( 0 )
Contig2900	4546	4.763	0.000	( 0 )
Contig56789	56865	4.763	0.000	( 0 )
Contig75515	10612	4.763	0.000	( 0 )
Contig5081	6554	4.763	0.000	( 0 )
Contig5081	6459	4.763	0.000	( 0 )
Contig1514	45347	4.763	0.000	( 0 )
Contig4777	37048	4.763	0.000	( 0 )
Contig10303	8827	4.763	0.000	( 0 )
Contig2900	5482	4.763	0.000	( 0 )
Contig56789	56977	4.763	0.000	( 0 )
Contig2900	5313	4.763	0.000	( 0 )
Contig6485	1295	4.763	0.000	( 0 )
Contig6485	1378	4.763	0.000	( 0 )
Contig4777	37530	4.763	0.000	( 0 )
Contig4777	66197	4.763	0.000	( 0 )
Contig4777	36613	4.763	0.000	( 0 )
Contig52793	85137	4.763	0.000	( 0 )
Contig56789	56976	4.763	0.000	( 0 )
Contig4777	37367	4.763	0.000	( 0 )
Contig5081	6087	4.763	0.000	( 0 )
Contig2900	4269	4.763	0.000	( 0 )
Contig51196	33605	4.763	0.000	( 0 )
Contig65923	36874	4.763	0.000	( 0 )
Contig5081	5484	4.763	0.000	( 0 )
Contig4777	37079	4.763	0.000	( 0 )
Contig103420	59139	4.763	0.000	( 0 )
Contig7209	4968	4.763	0.000	( 0 )
Contig2900	5471	4.763	0.000	( 0 )
Contig5081	5776	4.763	0.000	( 0 )
Contig4777	37408	4.763	0.000	( 0 )
Contig75515	10478	4.763	0.000	( 0 )
Contig51196	33583	4.763	0.000	( 0 )
Contig48271	8296	4.763	0.000	( 0 )
Contig2900	4242	4.763	0.000	( 0 )
Contig43552	12457	4.763	0.000	( 0 )
Contig51196	33471	4.763	0.000	( 0 )
Contig56789	56907	4.763	0.000	( 0 )
Contig4777	37410	4.763	0.000	( 0 )
Contig10303	9030	4.763	0.000	( 0 )
Contig54868	2767	4.763	0.000	( 0 )
Contig4777	37604	4.763	0.000	( 0 )
Contig7209	5048	4.763	0.000	( 0 )
Contig4777	37571	4.763	0.000	( 0 )
Contig40237	6969	4.763	0.000	( 0 )
Contig3131	37989	7.144	0.000	( 0 )
Contig38499	18657	7.144	0.000	( 0 )
Contig518	116394	7.144	0.000	( 0 )
Contig3852	13800	7.144	0.000	( 0 )
Contig8160	24670	7.144	0.000	( 0 )
Contig3852	13950	7.144	0.000	( 0 )
Contig518	116446	7.144	0.000	( 0 )
Contig3852	14020	7.144	0.000	( 0 )
Contig1439	1061	7.144	0.000	( 0 )
Contig518	116218	7.144	0.000	( 0 )
Contig3852	13813	7.144	0.000	( 0 )
Contig62005	49947	7.144	0.000	( 0 )
Contig38499	18669	7.144	0.000	( 0 )
Contig48088	42663	7.144	0.000	( 0 )
Contig8160	24667	7.144	0.000	( 0 )
Contig3852	13956	7.144	0.000	( 0 )
Contig38499	12965	7.144	0.000	( 0 )
Contig3852	14028	7.144	0.000	( 0 )
Contig41386	11685	7.144	0.000	( 0 )
Contig3852	14145	7.144	0.000	( 0 )
Contig38499	12970	7.144	0.000	( 0 )
Contig1439	86369	7.144	0.000	( 0 )
Contig3852	13600	7.144	0.000	( 0 )
Contig48088	42707	7.144	0.000	( 0 )
Contig39066	22107	9.526	0.000	( 0 )
Contig64133	7695	9.526	0.000	( 0 )
Contig39066	23090	9.526	0.000	( 0 )
Contig38975	13708	9.526	0.000	( 0 )
Contig39066	23143	9.526	0.000	( 0 )
Contig178746	206	9.526	0.000	( 0 )
Contig39066	23121	9.526	0.000	( 0 )
Contig52071	136381	9.526	0.000	( 0 )
Contig38975	13524	9.526	0.000	( 0 )
Contig64133	7683	9.526	0.000	( 0 )
Contig178746	326	9.526	0.000	( 0 )
Contig39066	23114	9.526	0.000	( 0 )
Contig1201	40039	9.526	0.000	( 0 )
Contig1201	40024	9.526	0.000	( 0 )
Contig51502	147364	9.526	0.000	( 0 )
Contig94691	72038	11.907	0.000	( 0 )
Contig165	217963	11.907	0.000	( 0 )
Contig44845	4927	11.907	0.000	( 0 )
Contig111566	7044	11.907	0.000	( 0 )
Contig40053	21574	11.907	0.000	( 0 )
Contig165	217973	11.907	0.000	( 0 )
Contig41901	78731	11.907	0.000	( 0 )
Contig41901	78730	11.907	0.000	( 0 )
Contig41901	78720	11.907	0.000	( 0 )
Contig50637	25590	11.907	0.000	( 0 )
Contig40229	33082	11.907	0.000	( 0 )
Contig44552	17520	11.907	0.000	( 0 )
Contig44552	16271	11.907	0.000	( 0 )
Contig41901	78788	11.907	0.000	( 0 )
Contig40053	21698	11.907	0.000	( 0 )
Contig58020	19020	11.907	0.000	( 0 )
Contig190	8884	11.907	0.000	( 0 )
Contig54432	12555	11.907	0.000	( 0 )
Contig190	14729	11.907	0.000	( 0 )
Contig40053	21728	11.907	0.000	( 0 )
Contig40218	52935	11.907	0.000	( 0 )
Contig111566	6790	11.907	0.000	( 0 )
Contig111566	6099	11.907	0.000	( 0 )
Contig58020	19060	11.907	0.000	( 0 )
Contig165	217987	11.907	0.000	( 0 )
Contig2430	12637	11.907	0.000	( 0 )
Contig51815	25647	11.907	0.000	( 0 )
Contig51815	25928	11.907	0.000	( 0 )
Contig41901	78621	11.907	0.000	( 0 )
Contig40229	33164	11.907	0.000	( 0 )
Contig50637	25717	11.907	0.000	( 0 )
Contig40053	21697	11.907	0.000	( 0 )
Contig58020	19189	11.907	0.000	( 0 )
Contig51355	180786	11.907	0.000	( 0 )
Contig3868	83366	11.907	0.000	( 0 )
Contig86430	35185	11.907	0.000	( 0 )
Contig58020	19106	11.907	0.000	( 0 )
Contig165	185912	11.907	0.000	( 0 )
Contig190	9346	11.907	0.000	( 0 )
Contig8354	16605	11.907	0.000	( 0 )
Contig8354	16600	11.907	0.000	( 0 )
Contig58020	19054	11.907	0.000	( 0 )
Contig40053	21596	11.907	0.000	( 0 )
Contig52721	25196	11.907	0.000	( 0 )
Contig111566	6080	11.907	0.000	( 0 )
Contig41901	78762	11.907	0.000	( 0 )
Contig40218	52903	11.907	0.000	( 0 )
Contig40218	52909	11.907	0.000	( 0 )
Contig51355	180751	11.907	0.000	( 0 )
Contig111566	6823	11.907	0.000	( 0 )
Contig40229	33059	11.907	0.000	( 0 )
Contig40229	87836	11.907	0.000	( 0 )
Contig3868	83408	11.907	0.000	( 0 )
Contig111566	6907	11.907	0.000	( 0 )
Contig40218	52742	11.907	0.000	( 0 )
Contig3868	83306	11.907	0.000	( 0 )
Contig51815	25767	11.907	0.000	( 0 )
Contig40053	21576	11.907	0.000	( 0 )
Contig165	185895	11.907	0.000	( 0 )
Contig111566	6791	11.907	0.000	( 0 )
Contig40053	21779	11.907	0.000	( 0 )
Contig94691	71999	11.907	0.000	( 0 )
Contig190	8928	11.907	0.000	( 0 )
Contig41901	78640	11.907	0.000	( 0 )
Contig47052	61182	11.907	0.000	( 0 )
Contig40229	99212	11.907	0.000	( 0 )
Contig111566	6980	11.907	0.000	( 0 )
Contig190	14793	11.907	0.000	( 0 )
Contig2430	12603	14.288	0.000	( 0 )
Contig2430	12659	14.288	0.000	( 0 )
Contig46987	14652	16.670	0.000	( 0 )
Contig1698	104621	16.670	0.000	( 0 )
Contig1698	104628	16.670	0.000	( 0 )
Contig46987	14774	16.670	0.000	( 0 )
Contig45253	19070	16.670	0.000	( 0 )
Contig56662	7792	16.670	0.000	( 0 )
Contig63655	77700	16.670	0.000	( 0 )
Contig1698	104650	16.670	0.000	( 0 )
Contig45253	19231	16.670	0.000	( 0 )
Contig46987	14705	16.670	0.000	( 0 )
Contig1698	104698	16.670	0.000	( 0 )
Contig1437	91593	16.670	0.000	( 0 )
Contig47557	18418	16.670	0.000	( 0 )
Contig45253	19057	16.670	0.000	( 0 )
Contig47515	115762	16.670	0.000	( 0 )
Contig46987	14776	16.670	0.000	( 0 )
Contig47515	115822	16.670	0.000	( 0 )
Contig1698	104683	16.670	0.000	( 0 )
Contig56662	7754	16.670	0.000	( 0 )
Contig46987	14666	16.670	0.000	( 0 )
Contig1698	104608	16.670	0.000	( 0 )
Contig63655	77584	16.670	0.000	( 0 )
Contig46987	14660	16.670	0.000	( 0 )
Contig1698	104567	16.670	0.000	( 0 )
Contig46987	14681	16.670	0.000	( 0 )
Contig121582	6916	19.051	0.000	( 0 )
Contig121582	6824	19.051	0.000	( 0 )
Contig39222	84981	19.051	0.000	( 0 )
Contig25335	10908	19.051	0.000	( 0 )
Contig46134	10961	19.051	0.000	( 0 )
Contig121582	6918	19.051	0.000	( 0 )
Contig121582	39175	19.051	0.000	( 0 )
Contig121582	6915	19.051	0.000	( 0 )
Contig25335	12124	19.051	0.000	( 0 )
Contig46134	10920	19.051	0.000	( 0 )
Contig39222	85027	19.051	0.000	( 0 )
Contig25335	10672	19.051	0.000	( 0 )
Contig25335	12056	19.051	0.000	( 0 )
Contig46643	5726	19.051	0.000	( 0 )
Contig121582	6841	19.051	0.000	( 0 )
Contig25335	12088	19.051	0.000	( 0 )
Contig46643	5886	19.051	0.000	( 0 )
Contig121582	6878	19.051	0.000	( 0 )
Contig46134	10921	19.051	0.000	( 0 )
Contig46134	10911	19.051	0.000	( 0 )
Contig82546	9282	21.433	0.000	( 0 )
Contig65887	54389	21.433	0.000	( 0 )
Contig114241	2508	21.433	0.000	( 0 )
Contig42548	6518	21.433	0.000	( 0 )
Contig82546	7167	21.433	0.000	( 0 )
Contig3300	44647	21.433	0.000	( 0 )
Contig82546	7168	21.433	0.000	( 0 )
Contig40643	10004	21.433	0.000	( 0 )
Contig7172	8684	21.433	0.000	( 0 )
Contig3300	43324	21.433	0.000	( 0 )
Contig3300	42895	21.433	0.000	( 0 )
Contig82546	7301	21.433	0.000	( 0 )
Contig11035	40876	21.433	0.000	( 0 )
Contig65373	4402	21.433	0.000	( 0 )
Contig82546	8112	21.433	0.000	( 0 )
Contig3300	43946	21.433	0.000	( 0 )
Contig40643	80348	21.433	0.000	( 0 )
Contig87116	53338	21.433	0.000	( 0 )
Contig46464	36327	21.433	0.000	( 0 )
Contig41196	799	21.433	0.000	( 0 )
Contig5008	25167	21.433	0.000	( 0 )
Contig3300	42970	21.433	0.000	( 0 )
Contig82546	6965	21.433	0.000	( 0 )
Contig82546	8485	21.433	0.000	( 0 )
Contig41196	739	21.433	0.000	( 0 )
Contig82546	7029	21.433	0.000	( 0 )
Contig82546	7040	21.433	0.000	( 0 )
Contig7172	8698	21.433	0.000	( 0 )
Contig82546	7114	21.433	0.000	( 0 )
Contig42085	4128	21.433	0.000	( 0 )
Contig82546	7420	21.433	0.000	( 0 )
Contig82546	7296	21.433	0.000	( 0 )
Contig82546	6807	21.433	0.000	( 0 )
Contig82546	7977	21.433	0.000	( 0 )
Contig65887	54373	21.433	0.000	( 0 )
Contig7172	8928	21.433	0.000	( 0 )
Contig3300	42398	21.433	0.000	( 0 )
Contig69252	4522	21.433	0.000	( 0 )
Contig46586	13347	21.433	0.000	( 0 )
Contig3300	43129	21.433	0.000	( 0 )
Contig3300	43638	21.433	0.000	( 0 )
Contig141918	4806	21.433	0.000	( 0 )
Contig3300	43802	21.433	0.000	( 0 )
Contig40643	80281	21.433	0.000	( 0 )
Contig42085	4269	21.433	0.000	( 0 )
Contig82546	6759	21.433	0.000	( 0 )
Contig5008	25373	21.433	0.000	( 0 )
Contig5008	25182	21.433	0.000	( 0 )
Contig70171	19128	21.433	0.000	( 0 )
Contig11035	40893	21.433	0.000	( 0 )
Contig41196	644	21.433	0.000	( 0 )
Contig3300	44816	21.433	0.000	( 0 )
Contig64501	48715	21.433	0.000	( 0 )
Contig3300	44406	21.433	0.000	( 0 )
Contig39326	22465	21.433	0.000	( 0 )
Contig40643	9928	21.433	0.000	( 0 )
Contig65373	4297	21.433	0.000	( 0 )
Contig46464	36473	21.433	0.000	( 0 )
Contig70171	19144	21.433	0.000	( 0 )
Contig82546	9097	21.433	0.000	( 0 )
Contig3300	43333	21.433	0.000	( 0 )
Contig3300	43624	21.433	0.000	( 0 )
Contig82546	6886	21.433	0.000	( 0 )
Contig3300	42857	21.433	0.000	( 0 )
Contig46464	36490	21.433	0.000	( 0 )
Contig64501	48676	21.433	0.000	( 0 )
Contig3300	44104	21.433	0.000	( 0 )
Contig114241	2525	21.433	0.000	( 0 )
Contig7172	8505	21.433	0.000	( 0 )
Contig40643	80302	21.433	0.000	( 0 )
Contig5008	25256	21.433	0.000	( 0 )
Contig7172	8431	21.433	0.000	( 0 )
Contig5509	35776	21.433	0.000	( 0 )
Contig7172	8902	21.433	0.000	( 0 )
Contig69498	3246	21.433	0.000	( 0 )
Contig42548	42111	21.433	0.000	( 0 )
Contig46464	36276	21.433	0.000	( 0 )
Contig70171	19167	21.433	0.000	( 0 )
Contig7172	8577	21.433	0.000	( 0 )
Contig3300	44646	21.433	0.000	( 0 )
Contig3300	43911	21.433	0.000	( 0 )
Contig69252	4432	21.433	0.000	( 0 )
Contig64501	48830	21.433	0.000	( 0 )
Contig11035	40788	21.433	0.000	( 0 )
Contig82546	8193	21.433	0.000	( 0 )
Contig82546	6764	21.433	0.000	( 0 )
Contig7172	8921	21.433	0.000	( 0 )
Contig46464	36425	21.433	0.000	( 0 )
Contig82546	8030	21.433	0.000	( 0 )
Contig41196	632	21.433	0.000	( 0 )
Contig40643	80373	21.433	0.000	( 0 )
Contig141918	4900	21.433	0.000	( 0 )
Contig3300	42855	21.433	0.000	( 0 )
Contig3300	43550	21.433	0.000	( 0 )
Contig82546	7535	21.433	0.000	( 0 )
Contig82546	7944	21.433	0.000	( 0 )
Contig3300	43163	21.433	0.000	( 0 )
Contig70171	19259	21.433	0.000	( 0 )
Contig82546	8177	21.433	0.000	( 0 )
Contig82546	8179	21.433	0.000	( 0 )
Contig7172	8655	21.433	0.000	( 0 )
Contig82546	7231	21.433	0.000	( 0 )
Contig114241	2600	21.433	0.000	( 0 )
Contig82546	7100	21.433	0.000	( 0 )
