#java OrderMarkers2 map=Litt_map_LOD18_JS.txt data=- chromosome=1 numThreads=10 outputPhasedData=0 families=fam82_1 informativeMask=2 randSeed=-7137481226237751561
#*** LG = 1 likelihood = -570.4552
#marker_number	male_position	female_position	( 0.0 )[	phased data]
Contig62391	14469	0.000	18.323	( 0 )
Contig4777	66310	0.000	18.323	( 0 )
Contig39952	107365	0.000	18.323	( 0 )
Contig7214	20895	0.000	18.323	( 0 )
Contig95948	4396	0.000	18.323	( 0 )
Contig47106	169365	0.000	18.323	( 0 )
Contig39952	106769	0.000	18.323	( 0 )
Contig5081	43009	0.000	18.323	( 0 )
Contig94691	71950	0.000	18.323	( 0 )
Contig1882	18157	0.000	18.323	( 0 )
Contig64854	4922	0.000	18.323	( 0 )
Contig11349	29520	0.000	18.323	( 0 )
Contig647	64146	0.000	18.323	( 0 )
Contig39952	106884	0.000	18.323	( 0 )
Contig1201	39935	0.000	18.323	( 0 )
Contig110558	18681	0.000	18.323	( 0 )
Contig49747	19880	0.000	18.323	( 0 )
Contig94691	51845	0.000	18.323	( 0 )
Contig94691	51539	0.000	18.323	( 0 )
Contig48118	5314	0.000	18.323	( 0 )
Contig50304	46513	0.000	18.323	( 0 )
Contig80054	54520	0.000	18.323	( 0 )
Contig727	12169	0.000	18.323	( 0 )
Contig43885	41014	0.000	18.323	( 0 )
Contig647	64128	0.000	18.323	( 0 )
Contig153320	11271	0.000	18.323	( 0 )
Contig10585	37680	0.000	18.323	( 0 )
Contig1736	69568	0.000	18.323	( 0 )
Contig40305	180997	0.000	18.323	( 0 )
Contig94691	71946	0.000	18.323	( 0 )
Contig40643	9925	0.000	18.323	( 0 )
Contig5899	89090	0.000	18.323	( 0 )
Contig727	12100	0.000	18.323	( 0 )
Contig1882	18918	0.000	18.323	( 0 )
Contig146	91132	0.000	18.323	( 0 )
Contig100627	5649	0.000	18.323	( 0 )
Contig40643	80312	0.000	18.323	( 0 )
Contig10585	38958	0.000	18.323	( 0 )
Contig5899	88864	0.000	18.323	( 0 )
Contig64133	7694	0.000	18.323	( 0 )
Contig180066	6732	0.000	18.323	( 0 )
Contig8354	16621	0.000	18.323	( 0 )
Contig44682	69648	0.000	18.323	( 0 )
Contig38275	18166	0.000	18.323	( 0 )
Contig727	12201	0.000	18.323	( 0 )
Contig51724	86917	0.000	18.323	( 0 )
Contig39952	9800	0.000	18.323	( 0 )
Contig44682	69693	0.000	18.323	( 0 )
Contig39952	70566	0.000	18.323	( 0 )
Contig82546	6646	0.000	18.323	( 0 )
Contig39952	106438	0.000	18.323	( 0 )
Contig39952	11968	0.000	18.323	( 0 )
Contig62849	1287	0.000	18.323	( 0 )
Contig40643	11033	0.000	18.323	( 0 )
Contig10585	37093	0.000	18.323	( 0 )
Contig39405	60438	0.000	18.323	( 0 )
Contig47300	40159	0.000	18.323	( 0 )
Contig575	40998	0.000	18.323	( 0 )
Contig5509	35791	0.000	18.323	( 0 )
Contig63655	75033	0.000	18.323	( 0 )
Contig63655	74621	0.000	18.323	( 0 )
Contig25335	12039	0.000	18.323	( 0 )
Contig47106	169685	0.000	18.323	( 0 )
Contig575	40997	0.000	18.323	( 0 )
Contig73388	6940	0.000	18.323	( 0 )
Contig80054	54649	0.000	18.323	( 0 )
Contig1084	58460	0.000	18.323	( 0 )
Contig39952	107515	0.000	18.323	( 0 )
Contig42085	12883	0.000	18.323	( 0 )
Contig5081	6047	0.000	18.323	( 0 )
Contig1882	18926	0.000	18.323	( 0 )
Contig63655	74828	0.000	18.323	( 0 )
Contig153320	11234	0.000	18.323	( 0 )
Contig7214	20661	0.000	18.323	( 0 )
Contig48271	8499	0.000	18.323	( 0 )
Contig10585	38517	0.000	18.323	( 0 )
Contig46586	13307	0.000	18.323	( 0 )
Contig80054	54648	0.000	18.323	( 0 )
Contig48118	5450	0.000	18.323	( 0 )
Contig51893	222361	0.000	18.323	( 0 )
Contig708	102250	0.000	18.323	( 0 )
Contig5899	88910	0.000	18.323	( 0 )
Contig69252	4452	0.000	18.323	( 0 )
Contig2765	6646	0.000	18.323	( 0 )
Contig67294	1263	0.000	18.323	( 0 )
Contig47052	61247	0.000	18.323	( 0 )
Contig73485	24098	0.000	18.323	( 0 )
Contig51815	25705	0.000	18.323	( 0 )
Contig39952	107573	0.000	18.323	( 0 )
Contig5081	6887	0.000	18.323	( 0 )
Contig47300	40274	0.000	18.323	( 0 )
Contig39952	106998	0.000	18.323	( 0 )
Contig43885	40932	0.000	18.323	( 0 )
Contig39952	107092	0.000	18.323	( 0 )
Contig47557	18491	0.000	18.323	( 0 )
Contig7214	20812	0.000	18.323	( 0 )
Contig5081	43386	0.000	18.323	( 0 )
Contig39405	83597	0.000	18.323	( 0 )
Contig11035	40967	0.000	18.323	( 0 )
Contig75515	10649	0.000	18.323	( 0 )
Contig44682	69795	0.000	18.323	( 0 )
Contig1882	18496	0.000	18.323	( 0 )
Contig2570	77538	0.000	18.323	( 0 )
Contig43592	62177	0.000	18.323	( 0 )
Contig51724	86783	0.000	18.323	( 0 )
Contig163991	1815	0.000	18.323	( 0 )
Contig39952	106971	0.000	18.323	( 0 )
Contig73388	5438	0.000	18.323	( 0 )
Contig39952	107548	0.000	18.323	( 0 )
Contig5081	5855	0.000	18.323	( 0 )
Contig100627	5673	0.000	18.323	( 0 )
Contig49459	2079	0.000	18.323	( 0 )
Contig63655	74853	0.000	18.323	( 0 )
Contig73388	6130	0.000	18.323	( 0 )
Contig55997	21872	0.000	18.323	( 0 )
Contig73388	5917	0.000	18.323	( 0 )
Contig5081	5906	0.000	18.323	( 0 )
Contig50304	46455	0.000	18.323	( 0 )
Contig38683	43149	0.000	18.323	( 0 )
Contig73485	24057	0.000	18.323	( 0 )
Contig3868	83441	0.000	18.323	( 0 )
Contig43885	41000	0.000	18.323	( 0 )
Contig59685	3204	0.000	18.323	( 0 )
Contig111566	6806	0.000	18.323	( 0 )
Contig73388	5690	0.000	18.323	( 0 )
Contig82546	8999	0.000	18.323	( 0 )
Contig3300	44623	0.000	18.323	( 0 )
Contig2900	5602	0.000	18.323	( 0 )
Contig60652	8904	0.000	18.323	( 0 )
Contig1084	24679	0.000	18.323	( 0 )
Contig727	12206	0.000	18.323	( 0 )
Contig100627	5426	0.000	18.323	( 0 )
Contig40643	9878	0.000	18.323	( 0 )
Contig43885	40930	0.000	18.323	( 0 )
Contig40237	6937	0.000	18.323	( 0 )
Contig44845	4923	0.000	18.323	( 0 )
Contig6454	87801	0.000	18.323	( 0 )
Contig73388	5610	0.000	18.323	( 0 )
Contig47515	115932	0.000	18.323	( 0 )
Contig51724	86716	0.000	18.323	( 0 )
Contig40229	32965	0.000	18.323	( 0 )
Contig647	63943	0.000	18.323	( 0 )
Contig4777	65766	0.000	18.323	( 0 )
Contig2765	6618	0.000	18.323	( 0 )
Contig64501	48687	0.000	18.323	( 0 )
Contig73388	6224	0.000	18.323	( 0 )
Contig40643	10249	0.000	18.323	( 0 )
Contig48335	90170	0.000	18.323	( 0 )
Contig5755	79192	0.000	18.323	( 0 )
Contig43885	40937	0.000	18.323	( 0 )
Contig4777	66260	0.000	18.323	( 0 )
Contig40643	10201	0.000	18.323	( 0 )
Contig64133	7675	0.000	18.323	( 0 )
Contig5899	89033	0.000	18.323	( 0 )
Contig2900	4304	0.000	18.323	( 0 )
Contig39952	70586	0.000	18.323	( 0 )
Contig7214	20645	0.000	18.323	( 0 )
Contig6548	71371	0.000	18.323	( 0 )
Contig5509	35804	0.000	18.323	( 0 )
Contig1084	58651	0.000	18.323	( 0 )
Contig18559	3822	0.000	18.323	( 0 )
Contig63655	75427	0.000	18.323	( 0 )
Contig49637	8936	0.000	18.323	( 0 )
Contig39952	106999	0.000	18.323	( 0 )
Contig2299	1342	0.000	18.323	( 0 )
Contig3300	44172	0.000	18.323	( 0 )
Contig77521	71242	0.000	20.823	( 0 )
Contig92848	23562	0.000	20.823	( 0 )
Contig4501	2450	0.000	20.823	( 0 )
Contig4501	2407	0.000	20.823	( 0 )
Contig39615	22394	0.000	23.324	( 0 )
Contig69156	160153	0.000	25.824	( 0 )
Contig69156	160089	0.000	25.824	( 0 )
Contig41579	49011	0.000	25.824	( 0 )
Contig69156	160088	0.000	25.824	( 0 )
Contig69156	160125	0.000	25.824	( 0 )
Contig69156	160154	0.000	25.824	( 0 )
Contig4847	101924	0.000	25.824	( 0 )
Contig48638	8498	0.000	28.325	( 0 )
Contig40241	32144	0.000	30.826	( 0 )
Contig7013	575	0.000	33.326	( 0 )
Contig7013	507	0.000	33.326	( 0 )
Contig7013	526	0.000	33.326	( 0 )
Contig7013	609	0.000	33.326	( 0 )
Contig44378	6953	0.000	33.326	( 0 )
Contig7013	596	0.000	33.326	( 0 )
Contig1079	35106	0.000	33.326	( 0 )
Contig7013	747	0.000	33.326	( 0 )
Contig71409	28724	0.000	33.326	( 0 )
Contig7013	546	0.000	33.326	( 0 )
Contig11174	60058	0.000	33.326	( 0 )
Contig44378	7300	0.000	33.326	( 0 )
Contig41684	79181	0.000	33.326	( 0 )
Contig7013	574	0.000	33.326	( 0 )
Contig1079	47627	0.000	33.326	( 0 )
Contig7013	740	0.000	33.326	( 0 )
Contig11174	59847	0.000	33.326	( 0 )
Contig11174	59912	0.000	33.326	( 0 )
Contig56066	9693	0.000	33.326	( 0 )
Contig7013	648	0.000	33.326	( 0 )
Contig58471	21118	0.000	33.326	( 0 )
Contig7013	582	0.000	33.326	( 0 )
Contig71409	28555	0.000	33.326	( 0 )
Contig7013	666	0.000	33.326	( 0 )
Contig44378	7165	0.000	33.326	( 0 )
Contig2620	39471	0.000	35.827	( 0 )
Contig44525	7680	0.000	35.827	( 0 )
Contig47007	79036	0.000	35.827	( 0 )
Contig44525	15138	0.000	35.827	( 0 )
Contig47007	79102	0.000	35.827	( 0 )
Contig47007	79026	0.000	35.827	( 0 )
Contig3617	35118	0.000	38.327	( 0 )
Contig3617	35062	0.000	38.327	( 0 )
Contig38549	32530	0.000	38.327	( 0 )
Contig49576	73981	0.000	38.327	( 0 )
Contig41949	8977	0.000	38.327	( 0 )
Contig3617	35110	0.000	38.327	( 0 )
Contig49576	73995	0.000	38.327	( 0 )
Contig49576	73834	0.000	38.327	( 0 )
Contig49576	74020	0.000	38.327	( 0 )
Contig49576	73836	0.000	38.327	( 0 )
Contig41949	8996	0.000	38.327	( 0 )
Contig49576	73842	0.000	38.327	( 0 )
Contig38243	13601	0.000	38.327	( 0 )
Contig3617	35107	0.000	38.327	( 0 )
Contig41949	8852	0.000	38.327	( 0 )
Contig41949	8854	0.000	38.327	( 0 )
Contig1975	44050	0.000	43.460	( 0 )
Contig1975	44005	0.000	43.460	( 0 )
Contig1975	44051	0.000	43.460	( 0 )
Contig56096	33795	0.000	43.460	( 0 )
Contig59460	3666	0.000	43.460	( 0 )
Contig1818	26179	0.000	43.460	( 0 )
Contig728	26775	0.000	43.460	( 0 )
Contig56096	33645	0.000	43.460	( 0 )
Contig56096	33766	0.000	43.460	( 0 )
Contig112312	16032	0.000	43.460	( 0 )
Contig56096	33550	0.000	43.460	( 0 )
Contig56096	33722	0.000	43.460	( 0 )
Contig80298	55391	0.000	43.460	( 0 )
Contig63837	21565	0.000	43.460	( 0 )
Contig56096	33678	0.000	43.460	( 0 )
Contig45347	7645	0.000	48.593	( 0 )
Contig39282	6950	0.000	48.593	( 0 )
Contig45347	7710	0.000	48.593	( 0 )
Contig45347	7615	0.000	48.593	( 0 )
Contig45347	7611	0.000	48.593	( 0 )
Contig57351	20204	0.000	48.593	( 0 )
Contig39282	6990	0.000	48.593	( 0 )
Contig41025	57317	0.000	56.504	( 0 )
Contig41025	57530	0.000	56.504	( 0 )
Contig1948	10794	0.000	56.504	( 0 )
Contig49608	27849	0.000	81.239	( 0 )
Contig130	25596	0.000	86.371	( 0 )
Contig2969	107814	0.000	86.371	( 0 )
Contig2969	107745	0.000	86.371	( 0 )
Contig2969	107789	0.000	86.371	( 0 )
Contig130	25533	0.000	86.371	( 0 )
Contig2969	107783	0.000	86.371	( 0 )
Contig51549	54480	0.000	86.371	( 0 )
Contig2969	107983	0.000	86.371	( 0 )
Contig2969	107923	0.000	86.371	( 0 )
Contig101497	8498	0.000	94.282	( 0 )
Contig135738	9480	0.000	94.282	( 0 )
Contig56970	56661	0.000	94.282	( 0 )
Contig135738	9479	0.000	94.282	( 0 )
Contig135738	9524	0.000	94.282	( 0 )
Contig135738	9299	0.000	94.282	( 0 )
