#java OrderMarkers2 map=Litt_map_LOD18_JS.txt data=- chromosome=1 numThreads=10 outputPhasedData=0 families=fam91_2 informativeMask=2 randSeed=-5765376880161659016
#*** LG = 1 likelihood = -181.4704
#marker_number	male_position	female_position	( 0.0 )[	phased data]
Contig44644	31179	0.000	92.497	( 0 )
Contig69156	160143	0.000	92.497	( 0 )
Contig39476	7027	0.000	92.497	( 0 )
Contig60345	45256	0.000	92.497	( 0 )
Contig49999	70248	0.000	92.497	( 0 )
Contig52698	84242	0.000	92.497	( 0 )
Contig60345	45376	0.000	92.497	( 0 )
Contig59881	7845	0.000	92.497	( 0 )
Contig100573	7420	0.000	92.497	( 0 )
Contig74139	20823	0.000	92.497	( 0 )
Contig41623	89365	0.000	92.497	( 0 )
Contig2620	39255	0.000	92.497	( 0 )
Contig56970	56841	0.000	92.497	( 0 )
Contig1975	44030	0.000	92.497	( 0 )
Contig130	16983	0.000	92.497	( 0 )
Contig53942	29363	0.000	92.497	( 0 )
Contig7013	747	0.000	92.497	( 0 )
Contig39132	61466	0.000	92.497	( 0 )
Contig60614	13327	0.000	92.497	( 0 )
Contig41579	49107	0.000	92.497	( 0 )
Contig40216	60878	0.000	92.497	( 0 )
Contig57351	20017	0.000	92.497	( 0 )
Contig92848	23764	0.000	92.497	( 0 )
Contig38243	13380	0.000	92.497	( 0 )
Contig59460	3551	0.000	92.497	( 0 )
Contig130	25264	0.000	92.497	( 0 )
Contig48638	8538	0.000	92.497	( 0 )
Contig59881	7703	0.000	92.497	( 0 )
Contig6897	6415	0.000	92.497	( 0 )
Contig6134	61883	0.000	92.497	( 0 )
Contig43955	53111	0.000	92.497	( 0 )
Contig59685	3204	0.000	92.497	( 0 )
Contig70941	2224	0.000	92.497	( 0 )
Contig41579	57829	0.000	92.497	( 0 )
Contig4847	95296	0.000	92.497	( 0 )
Contig47949	205118	0.000	92.497	( 0 )
Contig55632	21306	0.000	92.497	( 0 )
Contig45347	7652	0.000	92.497	( 0 )
Contig44644	31224	0.000	92.497	( 0 )
Contig45386	25166	0.000	92.497	( 0 )
Contig39657	1350	0.000	92.497	( 0 )
Contig59460	3669	0.000	92.497	( 0 )
Contig41579	58146	0.000	92.497	( 0 )
Contig6897	6428	0.000	92.497	( 0 )
Contig39132	72113	0.000	92.497	( 0 )
Contig48803	129492	0.000	92.497	( 0 )
Contig52698	84316	0.000	92.497	( 0 )
Contig70941	2411	0.000	92.497	( 0 )
Contig45347	7596	0.000	92.497	( 0 )
Contig39282	6800	0.000	92.497	( 0 )
Contig60614	13330	0.000	92.497	( 0 )
Contig2969	93979	0.000	92.497	( 0 )
Contig39132	165467	0.000	92.497	( 0 )
Contig3617	35112	0.000	92.497	( 0 )
Contig52327	138823	0.000	92.497	( 0 )
Contig126660	7705	0.000	92.497	( 0 )
Contig2620	39318	0.000	92.497	( 0 )
Contig69611	13303	0.000	92.497	( 0 )
Contig86618	2503	0.000	92.497	( 0 )
Contig67097	10164	0.000	92.497	( 0 )
Contig51711	13148	0.000	92.497	( 0 )
Contig2969	93849	0.000	92.497	( 0 )
Contig86618	2598	0.000	92.497	( 0 )
Contig63826	20567	0.000	92.497	( 0 )
Contig53942	29181	0.000	92.497	( 0 )
Contig63837	38676	0.000	92.497	( 0 )
Contig49608	27793	0.000	92.497	( 0 )
Contig4501	2407	0.000	92.497	( 0 )
Contig39132	165306	0.000	92.497	( 0 )
Contig52698	84418	0.000	92.497	( 0 )
Contig43301	15330	0.000	92.497	( 0 )
Contig60614	13331	0.000	92.497	( 0 )
Contig84357	38673	0.000	92.497	( 0 )
Contig16127	17555	0.000	92.497	( 0 )
Contig1722	10575	0.000	92.497	( 0 )
Contig2969	107991	0.000	92.497	( 0 )
Contig42423	40339	0.000	92.497	( 0 )
Contig102	25382	0.000	92.497	( 0 )
Contig47949	205161	0.000	92.497	( 0 )
Contig56970	56661	0.000	92.497	( 0 )
Contig6897	6411	0.000	92.497	( 0 )
Contig43955	53011	0.000	92.497	( 0 )
Contig43955	22553	0.000	92.497	( 0 )
Contig45347	7684	0.000	92.497	( 0 )
Contig45347	7655	0.000	92.497	( 0 )
Contig52698	84385	0.000	92.497	( 0 )
Contig56970	56806	0.000	92.497	( 0 )
Contig74069	19999	0.000	92.497	( 0 )
Contig3617	35020	0.000	92.497	( 0 )
Contig2620	39453	0.000	92.497	( 0 )
Contig1186	46284	0.000	92.497	( 0 )
Contig1948	10955	0.000	92.497	( 0 )
Contig51711	12863	0.000	92.497	( 0 )
Contig133413	2245	0.000	92.497	( 0 )
Contig56970	56976	0.000	92.497	( 0 )
Contig240640	12218	0.000	92.497	( 0 )
Contig39544	24805	0.000	92.497	( 0 )
Contig39657	1286	0.000	92.497	( 0 )
Contig44525	7628	0.000	92.497	( 0 )
Contig39478	7942	0.000	92.497	( 0 )
Contig47563	3812	0.000	92.497	( 0 )
Contig56970	56726	0.000	92.497	( 0 )
Contig61295	10211	0.000	92.497	( 0 )
Contig49629	13117	0.000	92.497	( 0 )
Contig50369	6458	0.000	92.497	( 0 )
Contig38549	32467	0.000	92.497	( 0 )
Contig60235	7787	0.000	92.497	( 0 )
Contig39544	25112	0.000	92.497	( 0 )
Contig47007	79102	0.000	92.497	( 0 )
Contig52327	138810	0.000	92.497	( 0 )
Contig3617	35052	0.000	92.497	( 0 )
Contig39657	17549	0.000	92.497	( 0 )
Contig41623	89203	0.000	92.497	( 0 )
Contig59460	3526	0.000	92.497	( 0 )
Contig100573	7416	0.000	92.497	( 0 )
Contig4847	102094	0.000	92.497	( 0 )
Contig41579	57921	0.000	92.497	( 0 )
Contig74139	20901	0.000	92.497	( 0 )
Contig4501	2585	0.000	92.497	( 0 )
Contig84294	1336	0.000	92.497	( 0 )
Contig45347	7675	0.000	92.497	( 0 )
Contig1948	10807	0.000	92.497	( 0 )
Contig86618	2577	0.000	92.497	( 0 )
Contig53896	10990	0.000	92.497	( 0 )
Contig40216	60826	0.000	97.045	( 0 )
Contig44644	31329	0.000	97.045	( 0 )
Contig40216	60846	0.000	97.045	( 0 )
Contig4501	2639	0.000	97.045	( 0 )
Contig40216	60842	0.000	97.045	( 0 )
