#java OrderMarkers2 map=Litt_map_LOD18_JS.txt data=- chromosome=1 numThreads=10 outputPhasedData=0 families=fam93 informativeMask=1 randSeed=-5767141283041197282
#*** LG = 1 likelihood = -1148.7054
#marker_number	male_position	female_position	( 0.0 )[	phased data]
Contig46987	14774	4.816	0.000	( 0 )
Contig3300	44104	4.816	0.000	( 0 )
Contig6485	1397	4.816	0.000	( 0 )
Contig3300	44816	4.816	0.000	( 0 )
Contig48335	133212	4.816	0.000	( 0 )
Contig43885	40760	4.816	0.000	( 0 )
Contig6485	1295	4.816	0.000	( 0 )
Contig44361	66903	4.816	0.000	( 0 )
Contig82546	6646	4.816	0.000	( 0 )
Contig4777	37604	4.816	0.000	( 0 )
Contig56789	56977	4.816	0.000	( 0 )
Contig69920	12380	4.816	0.000	( 0 )
Contig56662	7754	4.816	0.000	( 0 )
Contig73388	5438	4.816	0.000	( 0 )
Contig4777	37048	4.816	0.000	( 0 )
Contig44845	4797	4.816	0.000	( 0 )
Contig73388	6726	4.816	0.000	( 0 )
Contig100627	5689	4.816	0.000	( 0 )
Contig82546	7100	4.816	0.000	( 0 )
Contig11349	29572	4.816	0.000	( 0 )
Contig39952	11650	4.816	0.000	( 0 )
Contig40053	21596	4.816	0.000	( 0 )
Contig69252	4419	4.816	0.000	( 0 )
Contig10585	37002	4.816	0.000	( 0 )
Contig82546	6634	4.816	0.000	( 0 )
Contig52793	84904	4.816	0.000	( 0 )
Contig62005	49947	4.816	0.000	( 0 )
Contig1437	91384	4.816	0.000	( 0 )
Contig73388	5781	4.816	0.000	( 0 )
Contig5899	88983	4.816	0.000	( 0 )
Contig552	115227	4.816	0.000	( 0 )
Contig10585	38517	4.816	0.000	( 0 )
Contig52071	136439	4.816	0.000	( 0 )
Contig3300	44715	4.816	0.000	( 0 )
Contig3300	44172	4.816	0.000	( 0 )
Contig7214	20812	4.816	0.000	( 0 )
Contig65373	4361	4.816	0.000	( 0 )
Contig49637	8776	4.816	0.000	( 0 )
Contig111566	6970	4.816	0.000	( 0 )
Contig39222	85069	4.816	0.000	( 0 )
Contig44845	4984	4.816	0.000	( 0 )
Contig48335	90227	4.816	0.000	( 0 )
Contig4777	66260	4.816	0.000	( 0 )
Contig82546	7977	4.816	0.000	( 0 )
Contig41386	94457	4.816	0.000	( 0 )
Contig39222	192984	4.816	0.000	( 0 )
Contig8160	19028	4.816	0.000	( 0 )
Contig40305	181046	4.816	0.000	( 0 )
Contig46464	36327	4.816	0.000	( 0 )
Contig3300	43911	4.816	0.000	( 0 )
Contig73388	5052	4.816	0.000	( 0 )
Contig1882	18804	4.816	0.000	( 0 )
Contig40237	6937	4.816	0.000	( 0 )
Contig2765	6542	4.816	0.000	( 0 )
Contig73388	6185	4.816	0.000	( 0 )
Contig58020	19186	4.816	0.000	( 0 )
Contig2900	5204	4.816	0.000	( 0 )
Contig10585	37594	4.816	0.000	( 0 )
Contig3300	43817	4.816	0.000	( 0 )
Contig6485	1301	4.816	0.000	( 0 )
Contig2742	9383	4.816	0.000	( 0 )
Contig3852	13813	4.816	0.000	( 0 )
Contig2900	4243	4.816	0.000	( 0 )
Contig73388	6940	4.816	0.000	( 0 )
Contig7172	8503	4.816	0.000	( 0 )
Contig3300	42895	4.816	0.000	( 0 )
Contig69252	4368	4.816	0.000	( 0 )
Contig5509	35876	4.816	0.000	( 0 )
Contig82546	8030	4.816	0.000	( 0 )
Contig43701	52448	4.816	0.000	( 0 )
Contig82546	9282	4.816	0.000	( 0 )
Contig2900	4242	4.816	0.000	( 0 )
Contig39952	12041	4.816	0.000	( 0 )
Contig43701	52161	4.816	0.000	( 0 )
Contig58020	19147	4.816	0.000	( 0 )
Contig552	115425	4.816	0.000	( 0 )
Contig100627	5649	4.816	0.000	( 0 )
Contig647	63996	4.816	0.000	( 0 )
Contig48335	90112	4.816	0.000	( 0 )
Contig39952	13028	4.816	0.000	( 0 )
Contig75515	10611	4.816	0.000	( 0 )
Contig73388	7322	4.816	0.000	( 0 )
Contig52071	136381	4.816	0.000	( 0 )
Contig58020	19020	4.816	0.000	( 0 )
Contig4777	66197	4.816	0.000	( 0 )
Contig82546	7944	4.816	0.000	( 0 )
Contig48335	90170	4.816	0.000	( 0 )
Contig39405	83661	4.816	0.000	( 0 )
Contig2900	4447	4.816	0.000	( 0 )
Contig54868	2767	4.816	0.000	( 0 )
Contig121582	6950	4.816	0.000	( 0 )
Contig6485	1431	4.816	0.000	( 0 )
Contig133413	2212	4.816	0.000	( 0 )
Contig708	102257	4.816	0.000	( 0 )
Contig100589	5153	4.816	0.000	( 0 )
Contig73388	6607	4.816	0.000	( 0 )
Contig145795	14227	4.816	0.000	( 0 )
Contig50304	46436	4.816	0.000	( 0 )
Contig3868	83367	4.816	0.000	( 0 )
Contig38297	25484	4.816	0.000	( 0 )
Contig39952	70428	4.816	0.000	( 0 )
Contig82546	6627	4.816	0.000	( 0 )
Contig41844	68976	4.816	0.000	( 0 )
Contig100589	4804	4.816	0.000	( 0 )
Contig73388	4955	4.816	0.000	( 0 )
Contig4777	37498	4.816	0.000	( 0 )
Contig5509	35822	4.816	0.000	( 0 )
Contig55997	21765	4.816	0.000	( 0 )
Contig2900	4236	4.816	0.000	( 0 )
Contig50304	46671	4.816	0.000	( 0 )
Contig3300	43819	4.816	0.000	( 0 )
Contig55997	21900	4.816	0.000	( 0 )
Contig39222	85104	4.816	0.000	( 0 )
Contig647	64104	4.816	0.000	( 0 )
Contig40305	180997	4.816	0.000	( 0 )
Contig82546	7535	4.816	0.000	( 0 )
Contig50047	5571	4.816	0.000	( 0 )
Contig647	64146	4.816	0.000	( 0 )
Contig69252	4427	4.816	0.000	( 0 )
Contig82546	8999	4.816	0.000	( 0 )
Contig73388	6707	4.816	0.000	( 0 )
Contig2900	4523	4.816	0.000	( 0 )
Contig6134	61844	4.816	0.000	( 0 )
Contig44361	66948	4.816	0.000	( 0 )
Contig82546	7420	4.816	0.000	( 0 )
Contig111566	6080	4.816	0.000	( 0 )
Contig54432	12648	4.816	0.000	( 0 )
Contig38836	39348	4.816	0.000	( 0 )
Contig4777	66132	4.816	0.000	( 0 )
Contig1882	18752	4.816	0.000	( 0 )
Contig1201	40039	4.816	0.000	( 0 )
Contig14610	36649	4.816	0.000	( 0 )
Contig39952	10156	4.816	0.000	( 0 )
Contig56789	56939	4.816	0.000	( 0 )
Contig56789	56837	4.816	0.000	( 0 )
Contig39405	60781	4.816	0.000	( 0 )
Contig42295	10805	4.816	0.000	( 0 )
Contig39952	9416	4.816	0.000	( 0 )
Contig55997	21875	4.816	0.000	( 0 )
Contig647	63966	4.816	0.000	( 0 )
Contig40053	21643	4.816	0.000	( 0 )
Contig64133	7683	4.816	0.000	( 0 )
Contig552	115388	4.816	0.000	( 0 )
Contig3300	43550	4.816	0.000	( 0 )
Contig3300	43056	4.816	0.000	( 0 )
Contig7214	3714	4.816	0.000	( 0 )
Contig7172	8698	4.816	0.000	( 0 )
Contig5081	43386	4.816	0.000	( 0 )
Contig1882	18918	4.816	0.000	( 0 )
Contig69252	4546	4.816	0.000	( 0 )
Contig64133	7695	4.816	0.000	( 0 )
Contig4777	66249	4.816	0.000	( 0 )
Contig55997	21784	4.816	0.000	( 0 )
Contig5081	43309	4.816	0.000	( 0 )
Contig3300	43575	4.816	0.000	( 0 )
Contig3131	37989	4.816	0.000	( 0 )
Contig100169	2518	4.816	0.000	( 0 )
Contig4777	37154	4.816	0.000	( 0 )
Contig5081	43009	4.816	0.000	( 0 )
Contig58020	19150	4.816	0.000	( 0 )
Contig1882	18766	4.816	0.000	( 0 )
Contig75515	10478	4.816	0.000	( 0 )
Contig4777	66194	4.816	0.000	( 0 )
Contig73388	6164	4.816	0.000	( 0 )
Contig47106	169626	4.816	0.000	( 0 )
Contig47106	169633	4.816	0.000	( 0 )
Contig56789	56968	4.816	0.000	( 0 )
Contig1698	104650	4.816	0.000	( 0 )
Contig44845	4927	4.816	0.000	( 0 )
Contig44552	16274	4.816	0.000	( 0 )
Contig100627	5673	4.816	0.000	( 0 )
Contig95948	4396	4.816	0.000	( 0 )
Contig5081	43223	4.816	0.000	( 0 )
Contig50304	46439	4.816	0.000	( 0 )
Contig10585	38232	4.816	0.000	( 0 )
Contig552	115098	4.816	0.000	( 0 )
Contig46464	36425	4.816	0.000	( 0 )
Contig2570	77538	4.816	0.000	( 0 )
Contig5509	35804	4.816	0.000	( 0 )
Contig86430	35045	4.816	0.000	( 0 )
Contig73388	5823	4.816	0.000	( 0 )
Contig73388	6702	4.816	0.000	( 0 )
Contig73388	5690	4.816	0.000	( 0 )
Contig73388	5610	4.816	0.000	( 0 )
Contig5081	43205	4.816	0.000	( 0 )
Contig62849	1287	4.816	0.000	( 0 )
Contig73388	5357	4.816	0.000	( 0 )
Contig141918	4909	4.816	0.000	( 0 )
Contig41383	19336	4.816	0.000	( 0 )
Contig38836	39185	4.816	0.000	( 0 )
Contig56662	7773	4.816	0.000	( 0 )
Contig100627	5380	4.816	0.000	( 0 )
Contig5081	6087	4.816	0.000	( 0 )
Contig52721	25196	4.816	0.000	( 0 )
Contig73388	5558	4.816	0.000	( 0 )
Contig4777	37079	4.816	0.000	( 0 )
Contig1437	91593	4.816	0.000	( 0 )
Contig38499	18657	4.816	0.000	( 0 )
Contig51502	147297	4.816	0.000	( 0 )
Contig111566	7016	4.816	0.000	( 0 )
Contig4777	37537	4.816	0.000	( 0 )
Contig62849	1170	4.816	0.000	( 0 )
Contig114241	2569	4.816	0.000	( 0 )
Contig51724	86914	4.816	0.000	( 0 )
Contig73388	5917	4.816	0.000	( 0 )
Contig145795	14228	4.816	0.000	( 0 )
Contig43592	62259	4.816	0.000	( 0 )
Contig3300	43802	4.816	0.000	( 0 )
Contig47106	169737	4.816	0.000	( 0 )
Contig41844	68988	4.816	0.000	( 0 )
Contig38297	25733	4.816	0.000	( 0 )
Contig39952	12336	4.816	0.000	( 0 )
Contig75515	10612	4.816	0.000	( 0 )
Contig25335	12124	4.816	0.000	( 0 )
Contig4777	66343	4.816	0.000	( 0 )
Contig5081	6691	4.816	0.000	( 0 )
Contig3868	83375	4.816	0.000	( 0 )
Contig82546	9104	4.816	0.000	( 0 )
Contig80054	54428	4.816	0.000	( 0 )
Contig73388	5651	4.816	0.000	( 0 )
Contig51815	25705	4.816	0.000	( 0 )
Contig73388	6130	4.816	0.000	( 0 )
Contig51724	86716	4.816	0.000	( 0 )
Contig8160	18669	4.816	0.000	( 0 )
Contig10585	37443	4.816	0.000	( 0 )
Contig7138	24755	4.816	0.000	( 0 )
Contig10585	38441	4.816	0.000	( 0 )
Contig7172	8505	4.816	0.000	( 0 )
Contig48335	90023	4.816	0.000	( 0 )
Contig48335	90157	4.816	0.000	( 0 )
Contig11349	29571	4.816	0.000	( 0 )
Contig7214	20895	4.816	0.000	( 0 )
Contig145795	14271	4.816	0.000	( 0 )
Contig47515	115932	4.816	0.000	( 0 )
Contig42295	10813	4.816	0.000	( 0 )
Contig1439	36186	4.816	0.000	( 0 )
Contig100627	5426	4.816	0.000	( 0 )
Contig3300	44125	4.816	0.000	( 0 )
Contig4777	37367	4.816	0.000	( 0 )
Contig56662	7763	4.816	0.000	( 0 )
Contig73388	6224	4.816	0.000	( 0 )
Contig111566	6099	4.816	0.000	( 0 )
Contig46464	36490	4.816	0.000	( 0 )
Contig48335	90134	4.816	0.000	( 0 )
Contig41383	19523	4.816	0.000	( 0 )
Contig5509	35791	4.816	0.000	( 0 )
Contig3852	13600	4.816	0.000	( 0 )
Contig44845	4923	4.816	0.000	( 0 )
Contig2742	9396	4.816	0.000	( 0 )
Contig46987	14660	4.816	0.000	( 0 )
Contig53469	42727	4.816	0.000	( 0 )
Contig39952	9898	4.816	0.000	( 0 )
Contig7214	20879	4.816	0.000	( 0 )
Contig41844	68955	4.816	0.000	( 0 )
Contig62282	77012	4.816	0.000	( 0 )
Contig50304	46447	4.816	0.000	( 0 )
Contig647	64122	4.816	0.000	( 0 )
Contig1027	25327	4.816	0.000	( 0 )
Contig48335	90038	4.816	0.000	( 0 )
Contig4777	37530	4.816	0.000	( 0 )
Contig5081	42978	5.597	0.000	( 0 )
Contig38819	71121	5.597	0.000	( 0 )
Contig67294	1263	5.597	0.000	( 0 )
Contig51815	25646	5.597	0.000	( 0 )
Contig3300	42859	5.597	0.000	( 0 )
Contig73388	6032	5.597	0.000	( 0 )
Contig38499	12970	5.597	0.000	( 0 )
Contig58020	19106	5.597	0.000	( 0 )
Contig39326	22465	5.597	0.000	( 0 )
Contig65887	54557	5.597	0.000	( 0 )
Contig50637	25453	5.597	0.000	( 0 )
Contig51815	25647	5.597	0.000	( 0 )
Contig39952	12215	5.597	0.000	( 0 )
Contig40237	85387	5.597	0.000	( 0 )
Contig48335	89989	5.597	0.000	( 0 )
Contig38499	12965	5.597	0.000	( 0 )
Contig50637	25454	5.597	0.000	( 0 )
Contig48335	89990	5.597	0.000	( 0 )
Contig51724	87082	5.597	0.000	( 0 )
Contig7214	3303	6.378	0.000	( 0 )
Contig92848	23577	6.378	0.000	( 0 )
Contig77521	71100	6.378	0.000	( 0 )
Contig82875	30187	6.378	0.000	( 0 )
Contig87116	53338	6.378	0.000	( 0 )
Contig39615	22394	6.378	0.000	( 0 )
Contig82875	30276	6.378	0.000	( 0 )
Contig200935	181	6.378	0.000	( 0 )
Contig82875	30183	6.378	0.000	( 0 )
Contig42423	40313	6.378	0.000	( 0 )
Contig4847	95148	7.160	0.000	( 0 )
Contig4847	102130	7.160	0.000	( 0 )
Contig4847	102186	7.160	0.000	( 0 )
Contig4638	83998	7.160	0.000	( 0 )
Contig4847	95147	7.160	0.000	( 0 )
Contig69156	160088	7.941	0.000	( 0 )
Contig69156	160089	7.941	0.000	( 0 )
Contig69156	160153	7.941	0.000	( 0 )
Contig39476	6908	7.941	0.000	( 0 )
Contig39476	6909	7.941	0.000	( 0 )
Contig41684	79181	7.941	0.000	( 0 )
Contig41463	36338	7.941	0.000	( 0 )
Contig52579	22605	7.941	0.000	( 0 )
Contig45654	44076	7.941	0.000	( 0 )
Contig45654	43939	7.941	0.000	( 0 )
Contig45654	44013	7.941	0.000	( 0 )
Contig52579	22430	7.941	0.000	( 0 )
Contig69156	160125	7.941	0.000	( 0 )
Contig44378	7221	8.722	0.000	( 0 )
Contig61951	95272	8.722	0.000	( 0 )
Contig55632	21400	8.722	0.000	( 0 )
Contig49576	73906	8.722	0.000	( 0 )
Contig1079	35117	8.722	0.000	( 0 )
Contig2620	39272	8.722	0.000	( 0 )
Contig44378	7140	8.722	0.000	( 0 )
Contig49065	65691	8.722	0.000	( 0 )
Contig7873	37137	8.722	0.000	( 0 )
Contig44378	7017	8.722	0.000	( 0 )
Contig72249	28924	8.722	0.000	( 0 )
Contig49065	65567	8.722	0.000	( 0 )
Contig47949	205132	8.722	0.000	( 0 )
Contig55632	21399	8.722	0.000	( 0 )
Contig56066	9693	8.722	0.000	( 0 )
Contig55699	19675	8.722	0.000	( 0 )
Contig2620	39372	8.722	0.000	( 0 )
Contig60345	45200	8.722	0.000	( 0 )
Contig61951	95210	8.722	0.000	( 0 )
Contig7013	507	8.722	0.000	( 0 )
Contig60345	45334	8.722	0.000	( 0 )
Contig61951	95086	8.722	0.000	( 0 )
Contig45386	25159	8.722	0.000	( 0 )
Contig45386	25198	8.722	0.000	( 0 )
Contig1079	35054	8.722	0.000	( 0 )
Contig55699	19676	8.722	0.000	( 0 )
Contig86782	27770	9.503	0.000	( 0 )
Contig51827	38558	9.503	0.000	( 0 )
Contig38836	123749	10.285	0.000	( 0 )
Contig38836	123823	10.285	0.000	( 0 )
Contig50238	6935	10.285	0.000	( 0 )
Contig112312	16032	14.319	0.000	( 0 )
Contig1975	43972	14.319	0.000	( 0 )
Contig1975	44066	14.319	0.000	( 0 )
Contig1975	44005	14.319	0.000	( 0 )
Contig1818	26355	16.700	0.000	( 0 )
Contig1818	26179	16.700	0.000	( 0 )
Contig177460	8280	17.482	0.000	( 0 )
Contig56096	33795	17.482	0.000	( 0 )
Contig63837	21565	17.482	0.000	( 0 )
Contig56096	33766	17.482	0.000	( 0 )
Contig177460	8176	17.482	0.000	( 0 )
Contig57351	20204	17.482	0.000	( 0 )
Contig177460	8278	17.482	0.000	( 0 )
Contig177460	8255	17.482	0.000	( 0 )
Contig177460	8248	17.482	0.000	( 0 )
Contig63826	19784	19.863	0.000	( 0 )
Contig50369	6535	21.438	0.000	( 0 )
Contig50217	13084	21.438	0.000	( 0 )
Contig39281	42074	26.320	0.000	( 0 )
Contig39282	6890	26.320	0.000	( 0 )
Contig86618	2592	29.521	0.000	( 0 )
Contig45347	7646	29.521	0.000	( 0 )
Contig45347	7698	29.521	0.000	( 0 )
Contig86618	2512	29.521	0.000	( 0 )
Contig39544	24883	31.096	0.000	( 0 )
Contig39544	24915	31.096	0.000	( 0 )
Contig109341	2228	31.877	0.000	( 0 )
Contig42711	11941	31.877	0.000	( 0 )
Contig85865	12452	31.877	0.000	( 0 )
Contig85865	12451	31.877	0.000	( 0 )
Contig1948	10794	31.877	0.000	( 0 )
Contig74139	20797	31.877	0.000	( 0 )
Contig1948	10689	31.877	0.000	( 0 )
Contig1186	46139	31.877	0.000	( 0 )
Contig74139	20796	31.877	0.000	( 0 )
Contig42711	11995	31.877	0.000	( 0 )
Contig74139	20794	31.877	0.000	( 0 )
Contig74139	20903	31.877	0.000	( 0 )
Contig52698	84396	33.452	0.000	( 0 )
Contig50946	17226	34.233	0.000	( 0 )
Contig50946	17256	34.233	0.000	( 0 )
Contig50946	17255	34.233	0.000	( 0 )
Contig43298	13941	34.233	0.000	( 0 )
Contig171892	6952	38.268	0.000	( 0 )
Contig2969	107983	43.150	0.000	( 0 )
Contig67097	10156	43.150	0.000	( 0 )
Contig67097	10224	43.150	0.000	( 0 )
Contig53821	44805	43.150	0.000	( 0 )
Contig67097	10166	43.150	0.000	( 0 )
Contig2969	107789	43.150	0.000	( 0 )
Contig53821	44813	43.150	0.000	( 0 )
Contig2969	107783	43.150	0.000	( 0 )
Contig2969	107923	43.150	0.000	( 0 )
Contig2969	107745	43.150	0.000	( 0 )
Contig49608	27849	43.150	0.000	( 0 )
Contig39132	72268	48.894	0.000	( 0 )
Contig130	16893	48.894	0.000	( 0 )
Contig56970	57017	48.894	0.000	( 0 )
Contig135738	9480	48.894	0.000	( 0 )
Contig51549	54396	48.894	0.000	( 0 )
Contig135738	9441	48.894	0.000	( 0 )
Contig51549	54415	48.894	0.000	( 0 )
Contig135738	9524	48.894	0.000	( 0 )
Contig39132	72322	48.894	0.000	( 0 )
Contig56970	56805	48.894	0.000	( 0 )
Contig135738	9479	48.894	0.000	( 0 )
Contig51549	54393	48.894	0.000	( 0 )
Contig51549	54480	48.894	0.000	( 0 )
Contig51549	54262	48.894	0.000	( 0 )
Contig51549	54456	48.894	0.000	( 0 )
Contig101497	8696	50.469	0.000	( 0 )
Contig71852	2530	51.250	0.000	( 0 )
Contig50464	40388	51.250	0.000	( 0 )
Contig71852	2315	51.250	0.000	( 0 )
Contig71852	2331	51.250	0.000	( 0 )
Contig71852	2476	51.250	0.000	( 0 )
