#java OrderMarkers2 map=Litt_map_LOD18_JS.txt data=- chromosome=1 numThreads=10 outputPhasedData=0 families=fam91_2 informativeMask=1 randSeed=879932843951755465
#*** LG = 1 likelihood = -291.6564
#marker_number	male_position	female_position	( 0.0 )[	phased data]
Contig54868	2837	85.400	0.000	( 0 )
Contig25335	12056	85.400	0.000	( 0 )
Contig4777	66249	85.400	0.000	( 0 )
Contig552	115388	85.400	0.000	( 0 )
Contig44845	4923	85.400	0.000	( 0 )
Contig41386	94298	85.400	0.000	( 0 )
Contig7214	20895	85.400	0.000	( 0 )
Contig56789	56939	85.400	0.000	( 0 )
Contig95948	4396	85.400	0.000	( 0 )
Contig3300	43575	85.400	0.000	( 0 )
Contig3300	43927	85.400	0.000	( 0 )
Contig4777	36980	85.400	0.000	( 0 )
Contig82546	7535	85.400	0.000	( 0 )
Contig41383	19336	85.400	0.000	( 0 )
Contig73388	5610	85.400	0.000	( 0 )
Contig58020	19147	85.400	0.000	( 0 )
Contig100169	2518	85.400	0.000	( 0 )
Contig56662	7763	85.400	0.000	( 0 )
Contig44361	66903	85.400	0.000	( 0 )
Contig110558	18681	85.400	0.000	( 0 )
Contig62005	49947	85.400	0.000	( 0 )
Contig73388	7351	85.400	0.000	( 0 )
Contig52071	136395	85.400	0.000	( 0 )
Contig2900	5067	85.400	0.000	( 0 )
Contig46987	128975	85.400	0.000	( 0 )
Contig82546	7420	85.400	0.000	( 0 )
Contig2900	5670	85.400	0.000	( 0 )
Contig3300	43815	85.400	0.000	( 0 )
Contig4777	66260	85.400	0.000	( 0 )
Contig45253	19077	85.400	0.000	( 0 )
Contig39405	83661	85.400	0.000	( 0 )
Contig43552	12629	85.400	0.000	( 0 )
Contig48335	89990	85.400	0.000	( 0 )
Contig552	115227	85.400	0.000	( 0 )
Contig73388	5052	85.400	0.000	( 0 )
Contig3300	44154	85.400	0.000	( 0 )
Contig47106	169176	85.400	0.000	( 0 )
Contig7172	8507	85.400	0.000	( 0 )
Contig50165	66643	85.400	0.000	( 0 )
Contig75515	10478	85.400	0.000	( 0 )
Contig38297	25484	85.400	0.000	( 0 )
Contig100627	5673	85.400	0.000	( 0 )
Contig4777	37604	85.400	0.000	( 0 )
Contig38836	39185	85.400	0.000	( 0 )
Contig80054	54428	85.400	0.000	( 0 )
Contig45253	19231	85.400	0.000	( 0 )
Contig40053	21596	85.400	0.000	( 0 )
Contig73388	4723	85.400	0.000	( 0 )
Contig3300	43550	85.400	0.000	( 0 )
Contig43592	62259	85.400	0.000	( 0 )
Contig7214	20645	85.400	0.000	( 0 )
Contig552	115067	85.400	0.000	( 0 )
Contig50047	5571	85.400	0.000	( 0 )
Contig50304	46439	85.400	0.000	( 0 )
Contig4847	102186	85.400	0.000	( 0 )
Contig41383	19523	85.400	0.000	( 0 )
Contig3300	43802	85.400	0.000	( 0 )
Contig40053	21779	85.400	0.000	( 0 )
Contig647	63966	85.400	0.000	( 0 )
Contig647	64146	85.400	0.000	( 0 )
Contig58020	19021	85.400	0.000	( 0 )
Contig3300	42859	85.400	0.000	( 0 )
Contig82546	6965	85.400	0.000	( 0 )
Contig6485	1431	85.400	0.000	( 0 )
Contig64133	7695	85.400	0.000	( 0 )
Contig4777	66132	85.400	0.000	( 0 )
Contig44361	66948	85.400	0.000	( 0 )
Contig5081	42978	85.400	0.000	( 0 )
Contig73966	71159	85.400	0.000	( 0 )
Contig2570	77512	85.400	0.000	( 0 )
Contig111566	7016	85.400	0.000	( 0 )
Contig42085	4266	85.400	0.000	( 0 )
Contig46134	10901	85.400	0.000	( 0 )
Contig145795	14227	85.400	0.000	( 0 )
Contig58020	19150	85.400	0.000	( 0 )
Contig69252	4397	85.400	0.000	( 0 )
Contig47052	82171	85.400	0.000	( 0 )
Contig786	2971	85.400	0.000	( 0 )
Contig75515	10611	85.400	0.000	( 0 )
Contig55997	21875	85.400	0.000	( 0 )
Contig82875	30187	85.400	0.000	( 0 )
Contig73388	5917	85.400	0.000	( 0 )
Contig51815	25647	85.400	0.000	( 0 )
Contig38499	18657	85.400	0.000	( 0 )
Contig69252	4419	85.400	0.000	( 0 )
Contig47106	169737	85.400	0.000	( 0 )
Contig42435	42241	85.400	0.000	( 0 )
Contig1882	18075	85.400	0.000	( 0 )
Contig42423	40313	85.400	0.000	( 0 )
Contig4777	66194	85.400	0.000	( 0 )
Contig73966	71175	85.400	0.000	( 0 )
Contig48335	90157	85.400	0.000	( 0 )
Contig1698	104650	85.400	0.000	( 0 )
Contig73388	6726	85.400	0.000	( 0 )
Contig10585	37094	85.400	0.000	( 0 )
Contig100589	4804	85.400	0.000	( 0 )
Contig73388	6058	85.400	0.000	( 0 )
Contig43094	32904	85.400	0.000	( 0 )
Contig41844	68955	85.400	0.000	( 0 )
Contig19380	3487	85.400	0.000	( 0 )
Contig48118	5249	85.400	0.000	( 0 )
Contig8160	19028	85.400	0.000	( 0 )
Contig190	14727	85.400	0.000	( 0 )
Contig48271	8309	85.400	0.000	( 0 )
Contig73388	5651	85.400	0.000	( 0 )
Contig62849	1133	85.400	0.000	( 0 )
Contig100169	2489	85.400	0.000	( 0 )
Contig56789	56977	85.400	0.000	( 0 )
Contig42295	10813	85.400	0.000	( 0 )
Contig48088	42663	85.400	0.000	( 0 )
Contig73388	6642	85.400	0.000	( 0 )
Contig73388	5823	85.400	0.000	( 0 )
Contig40237	6988	85.400	0.000	( 0 )
Contig100627	5380	85.400	0.000	( 0 )
Contig3300	43817	85.400	0.000	( 0 )
Contig6485	1301	85.400	0.000	( 0 )
Contig55997	21765	85.400	0.000	( 0 )
Contig39222	85069	85.400	0.000	( 0 )
Contig55997	21796	85.400	0.000	( 0 )
Contig8769	26287	85.400	0.000	( 0 )
Contig4777	37498	85.400	0.000	( 0 )
Contig10585	38895	85.400	0.000	( 0 )
Contig73388	6707	85.400	0.000	( 0 )
Contig47515	115932	85.400	0.000	( 0 )
Contig47106	169626	85.400	0.000	( 0 )
Contig5899	89100	85.400	0.000	( 0 )
Contig54868	2767	85.400	0.000	( 0 )
Contig69252	4427	85.400	0.000	( 0 )
Contig3300	44172	85.400	0.000	( 0 )
Contig46987	14774	85.400	0.000	( 0 )
Contig40643	10796	85.400	0.000	( 0 )
Contig42435	42275	85.400	0.000	( 0 )
Contig73388	7322	85.400	0.000	( 0 )
Contig2900	5204	85.400	0.000	( 0 )
Contig73388	6634	85.400	0.000	( 0 )
Contig82875	30183	85.400	0.000	( 0 )
Contig43726	22575	85.400	0.000	( 0 )
Contig46643	5886	85.400	0.000	( 0 )
Contig64854	4963	85.400	0.000	( 0 )
Contig121582	6950	85.400	0.000	( 0 )
Contig5081	6087	85.400	0.000	( 0 )
Contig62849	1287	85.400	0.000	( 0 )
Contig41386	94457	85.400	0.000	( 0 )
Contig50304	46447	85.400	0.000	( 0 )
Contig100589	5123	85.400	0.000	( 0 )
Contig7214	20879	85.400	0.000	( 0 )
Contig40237	85387	85.400	0.000	( 0 )
Contig73388	6224	85.400	0.000	( 0 )
Contig2742	9383	85.400	0.000	( 0 )
Contig42435	42419	85.400	0.000	( 0 )
Contig70171	19128	85.400	0.000	( 0 )
Contig11349	29520	85.400	0.000	( 0 )
Contig5509	35804	85.400	0.000	( 0 )
Contig39405	60781	85.400	0.000	( 0 )
Contig64133	7683	85.400	0.000	( 0 )
Contig39405	60600	85.400	0.000	( 0 )
Contig3868	83375	85.400	0.000	( 0 )
Contig2900	4447	85.400	0.000	( 0 )
Contig47106	169633	85.400	0.000	( 0 )
Contig41352	46515	85.400	0.000	( 0 )
Contig10585	38958	85.400	0.000	( 0 )
Contig82976	37155	85.400	0.000	( 0 )
Contig39405	60543	85.400	0.000	( 0 )
Contig82546	7234	85.400	0.000	( 0 )
Contig145795	14271	85.400	0.000	( 0 )
Contig55997	21784	85.400	0.000	( 0 )
Contig43726	22545	85.400	0.000	( 0 )
Contig2900	4236	85.400	0.000	( 0 )
Contig100589	5153	85.400	0.000	( 0 )
Contig54432	12648	85.400	0.000	( 0 )
Contig7214	3714	85.400	0.000	( 0 )
Contig10585	37594	85.400	0.000	( 0 )
Contig42295	10802	85.400	0.000	( 0 )
Contig73388	5357	85.400	0.000	( 0 )
Contig42085	12879	85.400	0.000	( 0 )
Contig56662	7773	85.400	0.000	( 0 )
Contig25335	12124	85.400	0.000	( 0 )
Contig38819	71121	85.400	0.000	( 0 )
Contig4777	37367	85.400	0.000	( 0 )
Contig4777	37530	85.400	0.000	( 0 )
Contig87216	4792	85.400	0.000	( 0 )
Contig708	102257	85.400	0.000	( 0 )
Contig647	64104	85.400	0.000	( 0 )
Contig200935	181	85.400	0.000	( 0 )
Contig100627	5689	85.400	0.000	( 0 )
Contig69252	4546	85.400	0.000	( 0 )
Contig552	115091	85.400	0.000	( 0 )
Contig39615	22394	85.400	0.000	( 0 )
Contig5509	35876	85.400	0.000	( 0 )
Contig47106	169426	85.400	0.000	( 0 )
Contig92848	23577	85.400	0.000	( 0 )
Contig73388	6130	85.400	0.000	( 0 )
Contig2900	4243	85.400	0.000	( 0 )
Contig39952	70428	85.400	0.000	( 0 )
Contig62282	76954	85.400	0.000	( 0 )
Contig133413	2212	85.400	0.000	( 0 )
Contig4777	37408	85.400	0.000	( 0 )
Contig3300	44623	85.400	0.000	( 0 )
Contig42295	10805	85.400	0.000	( 0 )
Contig56789	56976	85.400	0.000	( 0 )
Contig3300	44816	85.400	0.000	( 0 )
Contig82875	30276	85.400	0.000	( 0 )
Contig552	115425	85.400	0.000	( 0 )
Contig73388	5781	85.400	0.000	( 0 )
Contig82546	6646	85.400	0.000	( 0 )
Contig73388	6032	85.400	0.000	( 0 )
Contig39405	60701	85.400	0.000	( 0 )
Contig10585	37443	85.400	0.000	( 0 )
Contig647	63996	85.400	0.000	( 0 )
Contig56662	7754	85.400	0.000	( 0 )
Contig48335	90220	85.400	0.000	( 0 )
Contig57232	8084	85.400	0.000	( 0 )
Contig82546	7977	85.400	0.000	( 0 )
Contig5509	35822	85.400	0.000	( 0 )
Contig48335	133212	85.400	0.000	( 0 )
Contig46464	36490	85.400	0.000	( 0 )
Contig58020	19186	85.400	0.000	( 0 )
Contig190	8884	85.400	0.000	( 0 )
Contig39066	23152	85.400	0.000	( 0 )
Contig41901	78788	85.400	0.000	( 0 )
Contig65887	54557	85.400	0.000	( 0 )
Contig56662	7792	85.400	0.000	( 0 )
Contig44845	4927	85.400	0.000	( 0 )
Contig5081	43205	85.400	0.000	( 0 )
Contig42285	29247	85.400	0.000	( 0 )
Contig2765	6542	85.400	0.000	( 0 )
Contig39326	22465	85.400	0.000	( 0 )
Contig43552	12509	85.400	0.000	( 0 )
Contig52793	84906	85.400	0.000	( 0 )
Contig1201	40039	85.400	0.000	( 0 )
Contig50304	46509	85.400	0.000	( 0 )
Contig58020	19106	85.400	0.000	( 0 )
Contig3300	43819	85.400	0.000	( 0 )
Contig47106	169284	85.400	0.000	( 0 )
Contig38499	12965	85.400	0.000	( 0 )
Contig4777	37048	85.400	0.000	( 0 )
Contig1882	18752	85.400	0.000	( 0 )
Contig82546	9282	85.400	0.000	( 0 )
Contig4777	37079	85.400	0.000	( 0 )
Contig1301	8679	85.400	0.000	( 0 )
Contig56789	56837	85.400	0.000	( 0 )
Contig10585	38232	85.400	0.000	( 0 )
Contig51815	25705	85.400	0.000	( 0 )
Contig6485	1397	85.400	0.000	( 0 )
Contig52793	84904	85.400	0.000	( 0 )
Contig51502	147297	85.400	0.000	( 0 )
Contig51724	86783	85.400	0.000	( 0 )
Contig165	69427	85.400	0.000	( 0 )
Contig2570	77538	85.400	0.000	( 0 )
Contig69920	12380	85.400	0.000	( 0 )
Contig56789	56907	85.400	0.000	( 0 )
Contig57017	12666	85.400	0.000	( 0 )
Contig2900	4242	85.400	0.000	( 0 )
Contig7172	8503	85.400	0.000	( 0 )
Contig3852	13800	85.400	0.000	( 0 )
Contig1882	18157	85.400	0.000	( 0 )
Contig46464	36425	85.400	0.000	( 0 )
Contig48335	90023	85.400	0.000	( 0 )
Contig1882	18918	85.400	0.000	( 0 )
Contig165	69678	85.400	0.000	( 0 )
Contig3300	44104	85.400	0.000	( 0 )
Contig4777	66343	85.400	0.000	( 0 )
Contig3300	43911	85.400	0.000	( 0 )
Contig647	63943	85.400	0.000	( 0 )
Contig4777	37154	85.400	0.000	( 0 )
Contig10585	38517	85.400	0.000	( 0 )
Contig44552	16274	85.400	0.000	( 0 )
Contig518	116394	85.400	0.000	( 0 )
Contig50637	25454	85.400	0.000	( 0 )
Contig51724	87082	85.400	0.000	( 0 )
Contig38499	12970	85.400	0.000	( 0 )
Contig111566	6970	85.400	0.000	( 0 )
Contig55997	21886	85.400	0.000	( 0 )
Contig75515	10612	85.400	0.000	( 0 )
Contig7214	3601	85.400	0.000	( 0 )
Contig3300	42895	85.400	0.000	( 0 )
Contig3852	13600	85.400	0.000	( 0 )
Contig11349	29571	85.400	0.000	( 0 )
Contig7172	8505	85.400	0.000	( 0 )
Contig47152	74740	85.400	0.000	( 0 )
Contig190	14793	85.400	0.000	( 0 )
Contig1437	91593	85.400	0.000	( 0 )
Contig41844	68988	85.400	0.000	( 0 )
Contig4777	37537	85.400	0.000	( 0 )
Contig40237	6937	85.400	0.000	( 0 )
Contig60652	8886	85.400	0.000	( 0 )
Contig65373	4421	85.400	0.000	( 0 )
Contig44845	4984	85.400	0.000	( 0 )
Contig49637	8936	85.400	0.000	( 0 )
Contig39222	192984	85.400	0.000	( 0 )
Contig111566	6080	85.400	0.000	( 0 )
Contig40053	21643	85.400	0.000	( 0 )
Contig38297	25733	85.400	0.000	( 0 )
Contig2900	5263	85.400	0.000	( 0 )
Contig165	185912	85.400	0.000	( 0 )
Contig48271	8290	85.400	0.000	( 0 )
Contig51724	86914	85.400	0.000	( 0 )
Contig52721	25196	85.400	0.000	( 0 )
Contig141918	4806	85.400	0.000	( 0 )
Contig51815	25646	85.400	0.000	( 0 )
Contig73388	6607	85.400	0.000	( 0 )
Contig82546	7100	85.400	0.000	( 0 )
Contig87216	4894	85.400	0.000	( 0 )
Contig190	8928	85.400	0.000	( 0 )
Contig114241	2547	85.400	0.000	( 0 )
Contig53469	42727	85.400	0.000	( 0 )
Contig4777	37571	85.400	0.000	( 0 )
Contig58020	19152	85.400	0.000	( 0 )
Contig2742	9396	85.400	0.000	( 0 )
Contig10585	39097	85.400	0.000	( 0 )
Contig1201	39935	85.400	0.000	( 0 )
Contig52793	85037	85.400	0.000	( 0 )
Contig3300	44211	85.400	0.000	( 0 )
Contig114241	2569	85.400	0.000	( 0 )
Contig51893	222361	85.400	0.000	( 0 )
Contig10585	37002	85.400	0.000	( 0 )
Contig82546	6627	85.400	0.000	( 0 )
Contig82546	8761	85.400	0.000	( 0 )
Contig44845	4797	85.400	0.000	( 0 )
Contig51815	25928	85.400	0.000	( 0 )
Contig5899	89024	85.400	0.000	( 0 )
Contig60652	9024	85.400	0.000	( 0 )
Contig100627	5554	85.400	0.000	( 0 )
Contig1882	18804	85.400	0.000	( 0 )
Contig47300	40279	85.400	0.000	( 0 )
Contig86430	35045	85.400	0.000	( 0 )
Contig82546	8999	85.400	0.000	( 0 )
Contig114241	2600	85.400	0.000	( 0 )
Contig69920	12488	85.400	0.000	( 0 )
Contig73388	5638	85.400	0.000	( 0 )
Contig69252	4368	85.400	0.000	( 0 )
Contig7214	20812	85.400	0.000	( 0 )
Contig145795	14228	85.400	0.000	( 0 )
Contig4847	95148	85.400	0.000	( 0 )
Contig73388	6185	85.400	0.000	( 0 )
Contig62282	77012	85.400	0.000	( 0 )
Contig46464	36327	85.400	0.000	( 0 )
Contig49637	8776	85.400	0.000	( 0 )
Contig4847	102130	85.400	0.000	( 0 )
Contig48118	5348	85.400	0.000	( 0 )
Contig47106	169794	85.400	0.000	( 0 )
Contig41844	68976	85.400	0.000	( 0 )
Contig1439	36186	85.400	0.000	( 0 )
Contig87116	53338	85.400	0.000	( 0 )
Contig69920	12379	85.400	0.000	( 0 )
Contig50304	46671	85.400	0.000	( 0 )
Contig4777	37551	85.400	0.000	( 0 )
Contig62849	1170	85.400	0.000	( 0 )
Contig100627	5426	85.400	0.000	( 0 )
Contig42285	35140	85.400	0.000	( 0 )
Contig45396	77438	85.400	0.000	( 0 )
Contig5081	43009	85.400	0.000	( 0 )
Contig82546	7944	85.400	0.000	( 0 )
Contig3300	44125	85.400	0.000	( 0 )
Contig14610	36649	85.400	0.000	( 0 )
Contig73388	5438	85.400	0.000	( 0 )
Contig65373	4361	85.400	0.000	( 0 )
Contig1027	25327	85.400	0.000	( 0 )
Contig43885	40760	85.400	0.000	( 0 )
Contig10585	38441	85.400	0.000	( 0 )
Contig6134	61844	85.400	0.000	( 0 )
Contig4777	66197	85.400	0.000	( 0 )
Contig6485	1295	85.400	0.000	( 0 )
Contig3300	43056	85.400	0.000	( 0 )
Contig1439	36116	85.400	0.000	( 0 )
Contig82546	9104	85.400	0.000	( 0 )
Contig40643	10224	85.400	0.000	( 0 )
Contig40305	180997	85.400	0.000	( 0 )
Contig52071	136381	85.400	0.000	( 0 )
Contig3300	44715	85.400	0.000	( 0 )
Contig51724	86716	85.400	0.000	( 0 )
Contig73388	4955	85.400	0.000	( 0 )
Contig5081	6691	85.400	0.000	( 0 )
Contig56789	56968	85.400	0.000	( 0 )
Contig1437	91384	85.400	0.000	( 0 )
Contig39222	84981	85.400	0.000	( 0 )
Contig55997	21900	85.400	0.000	( 0 )
Contig73388	6940	85.400	0.000	( 0 )
Contig39405	60438	85.400	0.000	( 0 )
Contig38836	39348	85.400	0.000	( 0 )
Contig73388	6702	85.400	0.000	( 0 )
Contig141918	4909	85.400	0.000	( 0 )
Contig7138	24755	85.400	0.000	( 0 )
Contig50637	25453	85.400	0.000	( 0 )
Contig73388	5402	85.400	0.000	( 0 )
Contig5081	43287	85.400	0.000	( 0 )
Contig11349	29572	85.400	0.000	( 0 )
Contig5081	43223	85.400	0.000	( 0 )
Contig82546	6634	85.400	0.000	( 0 )
Contig4777	37410	85.400	0.000	( 0 )
Contig58020	19020	85.400	0.000	( 0 )
Contig5081	43309	85.400	0.000	( 0 )
Contig8160	18669	85.400	0.000	( 0 )
Contig1975	43972	89.949	0.000	( 0 )
Contig61951	95086	89.949	0.000	( 0 )
Contig45386	25159	89.949	0.000	( 0 )
Contig56096	33766	89.949	0.000	( 0 )
Contig177460	8248	89.949	0.000	( 0 )
Contig41463	36338	89.949	0.000	( 0 )
Contig38836	123749	89.949	0.000	( 0 )
Contig44378	7140	89.949	0.000	( 0 )
Contig56096	33550	89.949	0.000	( 0 )
Contig55632	21399	89.949	0.000	( 0 )
Contig177460	8280	89.949	0.000	( 0 )
Contig45654	44013	89.949	0.000	( 0 )
Contig55632	21400	89.949	0.000	( 0 )
Contig52579	22605	89.949	0.000	( 0 )
Contig51409	5466	89.949	0.000	( 0 )
Contig4638	83998	89.949	0.000	( 0 )
Contig1079	35054	89.949	0.000	( 0 )
Contig1975	44005	89.949	0.000	( 0 )
Contig69156	160088	89.949	0.000	( 0 )
Contig56096	33700	89.949	0.000	( 0 )
Contig61951	95272	89.949	0.000	( 0 )
Contig1079	35117	89.949	0.000	( 0 )
Contig112312	16032	89.949	0.000	( 0 )
Contig1818	26355	89.949	0.000	( 0 )
Contig60345	45334	89.949	0.000	( 0 )
Contig41684	79181	89.949	0.000	( 0 )
Contig7873	37137	89.949	0.000	( 0 )
Contig51409	5600	89.949	0.000	( 0 )
Contig51409	5569	89.949	0.000	( 0 )
Contig39476	6909	89.949	0.000	( 0 )
Contig56066	9693	89.949	0.000	( 0 )
Contig38836	123823	89.949	0.000	( 0 )
Contig177460	8176	89.949	0.000	( 0 )
Contig45386	25198	89.949	0.000	( 0 )
Contig60345	45200	89.949	0.000	( 0 )
Contig44378	7017	89.949	0.000	( 0 )
Contig56096	33795	89.949	0.000	( 0 )
Contig177460	8278	89.949	0.000	( 0 )
Contig39476	6908	89.949	0.000	( 0 )
Contig51409	5713	89.949	0.000	( 0 )
Contig69156	160125	89.949	0.000	( 0 )
Contig49065	65567	89.949	0.000	( 0 )
Contig47949	205132	89.949	0.000	( 0 )
Contig57351	20204	89.949	0.000	( 0 )
Contig2620	39272	89.949	0.000	( 0 )
Contig1818	26179	89.949	0.000	( 0 )
Contig44378	7221	89.949	0.000	( 0 )
Contig51409	5568	89.949	0.000	( 0 )
Contig2620	39372	89.949	0.000	( 0 )
Contig69156	160153	89.949	0.000	( 0 )
Contig52579	22430	89.949	0.000	( 0 )
Contig72249	28924	89.949	0.000	( 0 )
Contig49065	65691	89.949	0.000	( 0 )
Contig7013	507	89.949	0.000	( 0 )
Contig61951	95210	89.949	0.000	( 0 )
Contig50238	6935	89.949	0.000	( 0 )
Contig86782	27770	89.949	0.000	( 0 )
Contig1975	44066	89.949	0.000	( 0 )
Contig63837	21565	89.949	0.000	( 0 )
Contig49576	73906	89.949	0.000	( 0 )
Contig69156	160089	89.949	0.000	( 0 )
Contig51409	5759	89.949	0.000	( 0 )
Contig177460	8255	89.949	0.000	( 0 )
Contig51827	38558	89.949	0.000	( 0 )
Contig45654	44076	89.949	0.000	( 0 )
Contig45654	43939	89.949	0.000	( 0 )
Contig50369	6535	94.497	0.000	( 0 )
Contig45347	7646	94.497	0.000	( 0 )
Contig63826	19784	94.497	0.000	( 0 )
Contig55699	19675	94.497	0.000	( 0 )
Contig39281	42074	94.497	0.000	( 0 )
Contig39282	6890	94.497	0.000	( 0 )
Contig50217	13084	94.497	0.000	( 0 )
Contig45347	7698	94.497	0.000	( 0 )
Contig55699	19676	94.497	0.000	( 0 )
Contig86618	2592	104.050	0.000	( 0 )
Contig86618	2512	104.050	0.000	( 0 )
Contig1948	10794	108.599	0.000	( 0 )
Contig1948	10689	108.599	0.000	( 0 )
Contig39544	24883	108.599	0.000	( 0 )
Contig39544	24915	108.599	0.000	( 0 )
Contig85865	12451	113.147	0.000	( 0 )
Contig85865	12452	113.147	0.000	( 0 )
Contig50946	17256	117.696	0.000	( 0 )
Contig74139	20797	117.696	0.000	( 0 )
Contig109341	2228	117.696	0.000	( 0 )
Contig74139	20903	117.696	0.000	( 0 )
Contig50946	17255	117.696	0.000	( 0 )
Contig42711	11995	117.696	0.000	( 0 )
Contig52698	84396	117.696	0.000	( 0 )
Contig1186	46139	117.696	0.000	( 0 )
Contig74139	20794	117.696	0.000	( 0 )
Contig42711	11941	117.696	0.000	( 0 )
Contig50946	17251	117.696	0.000	( 0 )
Contig74139	20796	117.696	0.000	( 0 )
Contig50946	17226	117.696	0.000	( 0 )
Contig43298	13941	117.696	0.000	( 0 )
Contig49608	27809	127.248	0.000	( 0 )
Contig171892	6952	127.248	0.000	( 0 )
Contig53821	44805	127.248	0.000	( 0 )
Contig38276	8970	127.248	0.000	( 0 )
Contig49608	27866	127.248	0.000	( 0 )
Contig53821	44813	127.248	0.000	( 0 )
Contig49608	27849	127.248	0.000	( 0 )
Contig67097	10224	131.797	0.000	( 0 )
Contig67097	10166	131.797	0.000	( 0 )
