#java OrderMarkers2 map=Litt_map_LOD18_JS.txt data=- chromosome=1 numThreads=10 outputPhasedData=0 families=fam81_1 informativeMask=1 randSeed=-8166000925173585379
#*** LG = 1 likelihood = -172.6156
#marker_number	male_position	female_position	( 0.0 )[	phased data]
Contig69252	4432	4.766	0.000	( 0 )
Contig42285	29081	4.766	0.000	( 0 )
Contig48118	5775	4.766	0.000	( 0 )
Contig39952	9557	4.766	0.000	( 0 )
Contig39952	107321	4.766	0.000	( 0 )
Contig50304	46729	4.766	0.000	( 0 )
Contig70171	19259	4.766	0.000	( 0 )
Contig65373	4402	4.766	0.000	( 0 )
Contig87116	53338	4.766	0.000	( 0 )
Contig141918	4970	4.766	0.000	( 0 )
Contig39952	12347	4.766	0.000	( 0 )
Contig69498	3246	4.766	0.000	( 0 )
Contig7172	8684	4.766	0.000	( 0 )
Contig39952	11248	4.766	0.000	( 0 )
Contig50304	46588	4.766	0.000	( 0 )
Contig38683	43266	4.766	0.000	( 0 )
Contig2299	1427	4.766	0.000	( 0 )
Contig39952	10301	4.766	0.000	( 0 )
Contig70171	19167	4.766	0.000	( 0 )
Contig42285	10157	4.766	0.000	( 0 )
Contig46464	36276	4.766	0.000	( 0 )
Contig1084	58503	4.766	0.000	( 0 )
Contig42548	6518	4.766	0.000	( 0 )
Contig39952	9451	4.766	0.000	( 0 )
Contig40305	181046	4.766	0.000	( 0 )
Contig38275	102698	4.766	0.000	( 0 )
Contig5008	25256	4.766	0.000	( 0 )
Contig65887	54389	4.766	0.000	( 0 )
Contig7214	20939	4.766	0.000	( 0 )
Contig64501	48830	4.766	0.000	( 0 )
Contig38683	43230	4.766	0.000	( 0 )
Contig65781	1048	4.766	0.000	( 0 )
Contig51893	146173	4.766	0.000	( 0 )
Contig39952	10267	4.766	0.000	( 0 )
Contig69252	4522	4.766	0.000	( 0 )
Contig38683	69923	4.766	0.000	( 0 )
Contig5008	25373	4.766	0.000	( 0 )
Contig42285	35152	4.766	0.000	( 0 )
Contig7172	8928	4.766	0.000	( 0 )
Contig46464	36473	4.766	0.000	( 0 )
Contig39952	9299	4.766	0.000	( 0 )
Contig39326	22465	4.766	0.000	( 0 )
Contig39952	12041	4.766	0.000	( 0 )
Contig40643	80281	4.766	0.000	( 0 )
Contig114241	2508	4.766	0.000	( 0 )
Contig7172	8921	4.766	0.000	( 0 )
Contig39952	9416	4.766	0.000	( 0 )
Contig114241	2525	4.766	0.000	( 0 )
Contig64501	48715	4.766	0.000	( 0 )
Contig38275	102683	4.766	0.000	( 0 )
Contig42548	42111	4.766	0.000	( 0 )
Contig46464	36327	4.766	0.000	( 0 )
Contig7172	8902	4.766	0.000	( 0 )
Contig41196	739	4.766	0.000	( 0 )
Contig62849	1133	4.766	0.000	( 0 )
Contig64501	48676	4.766	0.000	( 0 )
Contig5509	35776	4.766	0.000	( 0 )
Contig39952	10156	4.766	0.000	( 0 )
Contig6548	71396	4.766	0.000	( 0 )
Contig50304	46439	4.766	0.000	( 0 )
Contig43701	52406	4.766	0.000	( 0 )
Contig41196	632	4.766	0.000	( 0 )
Contig114241	2600	4.766	0.000	( 0 )
Contig46464	36425	4.766	0.000	( 0 )
Contig70171	19188	4.766	0.000	( 0 )
Contig41196	644	4.766	0.000	( 0 )
Contig5509	35870	4.766	0.000	( 0 )
Contig40643	9928	4.766	0.000	( 0 )
Contig11035	40893	4.766	0.000	( 0 )
Contig39952	9268	4.766	0.000	( 0 )
Contig50304	46620	4.766	0.000	( 0 )
Contig7172	8505	4.766	0.000	( 0 )
Contig50304	46592	4.766	0.000	( 0 )
Contig7172	8698	4.766	0.000	( 0 )
Contig39952	12215	4.766	0.000	( 0 )
Contig3300	43624	9.531	0.000	( 0 )
Contig51815	25647	9.531	0.000	( 0 )
Contig121582	6918	9.531	0.000	( 0 )
Contig44552	17520	9.531	0.000	( 0 )
Contig3300	43946	9.531	0.000	( 0 )
Contig38975	13708	9.531	0.000	( 0 )
Contig1698	104698	9.531	0.000	( 0 )
Contig190	8928	9.531	0.000	( 0 )
Contig1201	40024	9.531	0.000	( 0 )
Contig40053	21728	9.531	0.000	( 0 )
Contig47052	61182	9.531	0.000	( 0 )
Contig82546	7535	9.531	0.000	( 0 )
Contig58020	19054	9.531	0.000	( 0 )
Contig41901	78731	9.531	0.000	( 0 )
Contig50637	25717	9.531	0.000	( 0 )
Contig121582	6878	9.531	0.000	( 0 )
Contig1437	91593	9.531	0.000	( 0 )
Contig82546	7301	9.531	0.000	( 0 )
Contig41901	78788	9.531	0.000	( 0 )
Contig40218	52935	9.531	0.000	( 0 )
Contig41901	78730	9.531	0.000	( 0 )
Contig44552	16271	9.531	0.000	( 0 )
Contig46987	14774	9.531	0.000	( 0 )
Contig82546	7040	9.531	0.000	( 0 )
Contig3300	42859	9.531	0.000	( 0 )
Contig46987	14776	9.531	0.000	( 0 )
Contig3868	83366	9.531	0.000	( 0 )
Contig3300	42970	9.531	0.000	( 0 )
Contig94691	71999	9.531	0.000	( 0 )
Contig121582	6915	9.531	0.000	( 0 )
Contig3300	43301	9.531	0.000	( 0 )
Contig46134	10911	9.531	0.000	( 0 )
Contig3300	43575	9.531	0.000	( 0 )
Contig39222	85027	9.531	0.000	( 0 )
Contig3300	43324	9.531	0.000	( 0 )
Contig141918	4806	9.531	0.000	( 0 )
Contig111566	6099	9.531	0.000	( 0 )
Contig165	217963	9.531	0.000	( 0 )
Contig86430	35185	9.531	0.000	( 0 )
Contig51815	25767	9.531	0.000	( 0 )
Contig3300	43911	9.531	0.000	( 0 )
Contig82546	8030	9.531	0.000	( 0 )
Contig165	185912	9.531	0.000	( 0 )
Contig190	14793	9.531	0.000	( 0 )
Contig44062	18272	9.531	0.000	( 0 )
Contig41901	78640	9.531	0.000	( 0 )
Contig3300	43802	9.531	0.000	( 0 )
Contig3868	83306	9.531	0.000	( 0 )
Contig46134	10920	9.531	0.000	( 0 )
Contig3300	44816	9.531	0.000	( 0 )
Contig63655	77700	9.531	0.000	( 0 )
Contig46643	5886	9.531	0.000	( 0 )
Contig44845	4927	9.531	0.000	( 0 )
Contig25335	10672	9.531	0.000	( 0 )
Contig82546	7356	9.531	0.000	( 0 )
Contig94691	72038	9.531	0.000	( 0 )
Contig46987	14705	9.531	0.000	( 0 )
Contig25335	12088	9.531	0.000	( 0 )
Contig121582	6824	9.531	0.000	( 0 )
Contig82546	9189	9.531	0.000	( 0 )
Contig46987	14681	9.531	0.000	( 0 )
Contig42085	4269	9.531	0.000	( 0 )
Contig3300	43129	9.531	0.000	( 0 )
Contig1698	104628	9.531	0.000	( 0 )
Contig40053	21596	9.531	0.000	( 0 )
Contig41901	78762	9.531	0.000	( 0 )
Contig82546	8112	9.531	0.000	( 0 )
Contig8354	16605	9.531	0.000	( 0 )
Contig190	14729	9.531	0.000	( 0 )
Contig82546	8177	9.531	0.000	( 0 )
Contig45253	19057	9.531	0.000	( 0 )
Contig40053	21574	9.531	0.000	( 0 )
Contig190	9346	9.531	0.000	( 0 )
Contig111566	6980	9.531	0.000	( 0 )
Contig82546	6759	9.531	0.000	( 0 )
Contig40218	52742	9.531	0.000	( 0 )
Contig190	8884	9.531	0.000	( 0 )
Contig82546	7168	9.531	0.000	( 0 )
Contig3300	44646	9.531	0.000	( 0 )
Contig1698	104567	9.531	0.000	( 0 )
Contig46987	14652	9.531	0.000	( 0 )
Contig51815	25928	9.531	0.000	( 0 )
Contig3868	83408	9.531	0.000	( 0 )
Contig40218	52909	9.531	0.000	( 0 )
Contig3300	43550	9.531	0.000	( 0 )
Contig42085	4266	9.531	0.000	( 0 )
Contig82546	8179	9.531	0.000	( 0 )
Contig41901	78621	9.531	0.000	( 0 )
Contig1201	40039	9.531	0.000	( 0 )
Contig1698	104650	9.531	0.000	( 0 )
Contig121582	6916	9.531	0.000	( 0 )
Contig40053	21698	9.531	0.000	( 0 )
Contig165	217987	9.531	0.000	( 0 )
Contig1698	104608	9.531	0.000	( 0 )
Contig111566	6791	9.531	0.000	( 0 )
Contig56662	7792	9.531	0.000	( 0 )
Contig38975	13524	9.531	0.000	( 0 )
Contig45253	19231	9.531	0.000	( 0 )
Contig40053	21576	9.531	0.000	( 0 )
Contig82546	8193	9.531	0.000	( 0 )
Contig52721	25196	9.531	0.000	( 0 )
Contig111566	6080	9.531	0.000	( 0 )
Contig82546	7054	9.531	0.000	( 0 )
Contig46134	10921	9.531	0.000	( 0 )
Contig64133	7683	9.531	0.000	( 0 )
Contig3300	42855	9.531	0.000	( 0 )
Contig82546	8485	9.531	0.000	( 0 )
Contig25335	12056	9.531	0.000	( 0 )
Contig3300	42895	9.531	0.000	( 0 )
Contig47557	18418	9.531	0.000	( 0 )
Contig82546	7420	9.531	0.000	( 0 )
Contig165	185895	9.531	0.000	( 0 )
Contig82546	7114	9.531	0.000	( 0 )
Contig46134	10961	9.531	0.000	( 0 )
Contig82546	6886	9.531	0.000	( 0 )
Contig51502	147364	9.531	0.000	( 0 )
Contig51355	180751	9.531	0.000	( 0 )
Contig42085	4128	9.531	0.000	( 0 )
Contig41901	78720	9.531	0.000	( 0 )
Contig3300	43638	9.531	0.000	( 0 )
Contig82546	6764	9.531	0.000	( 0 )
Contig47515	115762	9.531	0.000	( 0 )
Contig3300	44647	9.531	0.000	( 0 )
Contig121582	39175	9.531	0.000	( 0 )
Contig3300	42857	9.531	0.000	( 0 )
Contig3300	44158	9.531	0.000	( 0 )
Contig111566	6790	9.531	0.000	( 0 )
Contig82546	8894	9.531	0.000	( 0 )
Contig82546	6807	9.531	0.000	( 0 )
Contig58020	19060	9.531	0.000	( 0 )
Contig111566	7044	9.531	0.000	( 0 )
Contig3300	44406	9.531	0.000	( 0 )
Contig111566	6907	9.531	0.000	( 0 )
Contig82546	7167	9.531	0.000	( 0 )
Contig1698	104621	9.531	0.000	( 0 )
Contig47515	115822	9.531	0.000	( 0 )
Contig54432	12555	9.531	0.000	( 0 )
Contig40229	33164	9.531	0.000	( 0 )
Contig40053	21697	9.531	0.000	( 0 )
Contig52071	136381	9.531	0.000	( 0 )
Contig63655	77584	9.531	0.000	( 0 )
Contig58020	19189	9.531	0.000	( 0 )
Contig40229	99212	9.531	0.000	( 0 )
Contig40229	87836	9.531	0.000	( 0 )
Contig40229	33059	9.531	0.000	( 0 )
Contig121582	6841	9.531	0.000	( 0 )
Contig40218	52903	9.531	0.000	( 0 )
Contig3300	43766	9.531	0.000	( 0 )
Contig82546	7100	9.531	0.000	( 0 )
Contig46987	14666	9.531	0.000	( 0 )
Contig3300	44104	9.531	0.000	( 0 )
Contig3300	43333	9.531	0.000	( 0 )
Contig82546	7296	9.531	0.000	( 0 )
Contig45253	19070	9.531	0.000	( 0 )
Contig2430	12659	9.531	0.000	( 0 )
Contig51355	180786	9.531	0.000	( 0 )
Contig82546	7944	9.531	0.000	( 0 )
Contig46987	14660	9.531	0.000	( 0 )
Contig82546	7029	9.531	0.000	( 0 )
Contig1698	104683	9.531	0.000	( 0 )
Contig2430	12603	9.531	0.000	( 0 )
Contig3300	43163	9.531	0.000	( 0 )
Contig58020	19020	9.531	0.000	( 0 )
Contig58020	19106	9.531	0.000	( 0 )
Contig40053	21779	9.531	0.000	( 0 )
Contig25335	10908	9.531	0.000	( 0 )
Contig39222	84981	9.531	0.000	( 0 )
Contig8354	16600	9.531	0.000	( 0 )
Contig40229	33082	9.531	0.000	( 0 )
Contig82546	7977	9.531	0.000	( 0 )
Contig42285	35140	9.531	0.000	( 0 )
Contig50637	25590	9.531	0.000	( 0 )
Contig3300	42398	9.531	0.000	( 0 )
Contig82546	7231	9.531	0.000	( 0 )
Contig82546	6965	9.531	0.000	( 0 )
Contig2430	12637	9.531	0.000	( 0 )
Contig165	217973	9.531	0.000	( 0 )
Contig56662	7754	9.531	0.000	( 0 )
Contig111566	6823	9.531	0.000	( 0 )
Contig46643	5726	9.531	0.000	( 0 )
Contig64133	7695	9.531	0.000	( 0 )
Contig82546	9097	9.531	0.000	( 0 )
Contig82546	9282	9.531	0.000	( 0 )
Contig1439	86369	14.297	0.000	( 0 )
Contig39066	23121	14.297	0.000	( 0 )
Contig39066	23090	14.297	0.000	( 0 )
Contig39066	23114	14.297	0.000	( 0 )
Contig48088	42663	14.297	0.000	( 0 )
Contig178746	206	14.297	0.000	( 0 )
Contig39066	23143	14.297	0.000	( 0 )
Contig178746	326	14.297	0.000	( 0 )
Contig62005	49947	14.297	0.000	( 0 )
Contig1439	1061	14.297	0.000	( 0 )
Contig39066	22107	14.297	0.000	( 0 )
Contig48088	42707	14.297	0.000	( 0 )
Contig8160	24667	19.062	0.000	( 0 )
Contig8160	24670	19.062	0.000	( 0 )
Contig41386	11685	19.062	0.000	( 0 )
Contig38499	12970	23.828	0.000	( 0 )
Contig38499	18657	23.828	0.000	( 0 )
Contig3852	13800	23.828	0.000	( 0 )
Contig3852	13600	23.828	0.000	( 0 )
Contig2765	6542	23.828	0.000	( 0 )
Contig3852	14028	23.828	0.000	( 0 )
Contig518	116394	23.828	0.000	( 0 )
Contig518	116218	23.828	0.000	( 0 )
Contig3852	13956	23.828	0.000	( 0 )
Contig3852	14145	23.828	0.000	( 0 )
Contig518	116446	23.828	0.000	( 0 )
Contig38499	12965	23.828	0.000	( 0 )
Contig38499	18669	23.828	0.000	( 0 )
Contig3852	13950	23.828	0.000	( 0 )
Contig3852	14020	23.828	0.000	( 0 )
Contig3131	37989	23.828	0.000	( 0 )
Contig3852	13813	23.828	0.000	( 0 )
Contig48803	129424	28.593	0.000	( 0 )
Contig6485	1295	28.593	0.000	( 0 )
Contig43552	12457	28.593	0.000	( 0 )
Contig48803	7136	28.593	0.000	( 0 )
Contig41383	19297	28.593	0.000	( 0 )
Contig55639	59043	28.593	0.000	( 0 )
Contig2900	5476	28.593	0.000	( 0 )
Contig38836	39348	28.593	0.000	( 0 )
Contig45396	77460	28.593	0.000	( 0 )
Contig48803	7274	28.593	0.000	( 0 )
Contig41383	19476	28.593	0.000	( 0 )
Contig65923	36874	28.593	0.000	( 0 )
Contig4777	66197	28.593	0.000	( 0 )
Contig73388	5066	28.593	0.000	( 0 )
Contig2900	4523	28.593	0.000	( 0 )
Contig2900	4242	28.593	0.000	( 0 )
Contig100589	4911	28.593	0.000	( 0 )
Contig48803	7205	28.593	0.000	( 0 )
Contig51196	33588	28.593	0.000	( 0 )
Contig7209	5048	28.593	0.000	( 0 )
Contig4777	36613	28.593	0.000	( 0 )
Contig103420	59139	28.593	0.000	( 0 )
Contig5081	6459	28.593	0.000	( 0 )
Contig73388	7319	28.593	0.000	( 0 )
Contig56789	56837	28.593	0.000	( 0 )
Contig56789	56939	28.593	0.000	( 0 )
Contig51196	33583	28.593	0.000	( 0 )
Contig4777	37367	28.593	0.000	( 0 )
Contig7209	4968	28.593	0.000	( 0 )
Contig19380	3487	28.593	0.000	( 0 )
Contig38297	25502	28.593	0.000	( 0 )
Contig4777	37000	28.593	0.000	( 0 )
Contig7209	4969	28.593	0.000	( 0 )
Contig41383	35167	28.593	0.000	( 0 )
Contig10303	8827	28.593	0.000	( 0 )
Contig2900	5482	28.593	0.000	( 0 )
Contig4777	37079	28.593	0.000	( 0 )
Contig74712	2341	28.593	0.000	( 0 )
Contig4777	36980	28.593	0.000	( 0 )
Contig41383	19420	28.593	0.000	( 0 )
Contig6485	1378	28.593	0.000	( 0 )
Contig4777	37408	28.593	0.000	( 0 )
Contig56789	56977	28.593	0.000	( 0 )
Contig73388	7318	28.593	0.000	( 0 )
Contig48803	129582	28.593	0.000	( 0 )
Contig4777	37048	28.593	0.000	( 0 )
Contig56789	56865	28.593	0.000	( 0 )
Contig2900	4186	28.593	0.000	( 0 )
Contig54868	2767	28.593	0.000	( 0 )
Contig2900	4546	28.593	0.000	( 0 )
Contig4777	37551	28.593	0.000	( 0 )
Contig2900	5461	28.593	0.000	( 0 )
Contig51196	33471	28.593	0.000	( 0 )
Contig5081	5484	28.593	0.000	( 0 )
Contig4777	37604	28.593	0.000	( 0 )
Contig10303	9087	28.593	0.000	( 0 )
Contig2900	4269	28.593	0.000	( 0 )
Contig75515	10478	28.593	0.000	( 0 )
Contig5081	6691	28.593	0.000	( 0 )
Contig41383	19336	28.593	0.000	( 0 )
Contig5081	6087	28.593	0.000	( 0 )
Contig2900	5471	28.593	0.000	( 0 )
Contig52793	85137	28.593	0.000	( 0 )
Contig2900	5001	28.593	0.000	( 0 )
Contig5081	6578	28.593	0.000	( 0 )
Contig10303	9030	28.593	0.000	( 0 )
Contig38297	25496	28.593	0.000	( 0 )
Contig4777	37498	28.593	0.000	( 0 )
Contig40237	6969	28.593	0.000	( 0 )
Contig43955	53055	28.593	0.000	( 0 )
Contig55639	59058	28.593	0.000	( 0 )
Contig54868	2914	28.593	0.000	( 0 )
Contig4777	37530	28.593	0.000	( 0 )
Contig65923	36905	28.593	0.000	( 0 )
Contig4777	37571	28.593	0.000	( 0 )
Contig10303	8831	28.593	0.000	( 0 )
Contig5081	5776	28.593	0.000	( 0 )
Contig100589	4934	28.593	0.000	( 0 )
Contig75515	10611	28.593	0.000	( 0 )
Contig48803	7217	28.593	0.000	( 0 )
Contig41383	34975	28.593	0.000	( 0 )
Contig73388	6826	28.593	0.000	( 0 )
Contig100589	4915	28.593	0.000	( 0 )
Contig56789	56976	28.593	0.000	( 0 )
Contig92848	23577	28.593	0.000	( 0 )
Contig1514	45347	28.593	0.000	( 0 )
Contig2900	5473	28.593	0.000	( 0 )
Contig5081	6554	28.593	0.000	( 0 )
Contig2900	5313	28.593	0.000	( 0 )
Contig60046	1625	28.593	0.000	( 0 )
Contig6485	1431	28.593	0.000	( 0 )
Contig1514	45476	28.593	0.000	( 0 )
Contig4777	36631	28.593	0.000	( 0 )
Contig38297	25901	28.593	0.000	( 0 )
Contig100589	4955	28.593	0.000	( 0 )
Contig56789	56907	28.593	0.000	( 0 )
Contig75515	10612	28.593	0.000	( 0 )
Contig51196	33605	28.593	0.000	( 0 )
Contig38297	25619	28.593	0.000	( 0 )
Contig5081	6960	28.593	0.000	( 0 )
Contig38836	39185	28.593	0.000	( 0 )
Contig51196	33645	28.593	0.000	( 0 )
Contig38297	25758	28.593	0.000	( 0 )
Contig5081	43210	28.593	0.000	( 0 )
Contig4777	37410	28.593	0.000	( 0 )
Contig73966	71300	28.593	0.000	( 0 )
Contig48271	8296	28.593	0.000	( 0 )
Contig43955	53045	28.593	0.000	( 0 )
Contig200935	162	33.359	0.000	( 0 )
Contig77521	71100	33.359	0.000	( 0 )
Contig6784	12559	33.359	0.000	( 0 )
Contig4847	102126	38.124	0.000	( 0 )
Contig4847	102120	38.124	0.000	( 0 )
Contig602	76355	38.124	0.000	( 0 )
Contig4847	102041	38.124	0.000	( 0 )
Contig922	31587	42.890	0.000	( 0 )
Contig86618	2499	42.890	0.000	( 0 )
Contig71409	28663	42.890	0.000	( 0 )
Contig44209	65101	42.890	0.000	( 0 )
Contig2620	39394	42.890	0.000	( 0 )
Contig50369	6458	42.890	0.000	( 0 )
Contig50217	12992	42.890	0.000	( 0 )
Contig60235	7731	42.890	0.000	( 0 )
Contig52579	22430	42.890	0.000	( 0 )
Contig1722	10721	42.890	0.000	( 0 )
Contig58471	20991	42.890	0.000	( 0 )
Contig51549	54456	42.890	0.000	( 0 )
Contig39544	24915	42.890	0.000	( 0 )
Contig71409	28599	42.890	0.000	( 0 )
Contig86782	27885	42.890	0.000	( 0 )
Contig85865	12455	42.890	0.000	( 0 )
Contig52579	22605	42.890	0.000	( 0 )
Contig39132	72059	42.890	0.000	( 0 )
Contig44525	15143	42.890	0.000	( 0 )
Contig39657	1350	42.890	0.000	( 0 )
Contig57599	45735	42.890	0.000	( 0 )
Contig39282	6802	42.890	0.000	( 0 )
Contig74139	20823	42.890	0.000	( 0 )
Contig1818	26437	42.890	0.000	( 0 )
Contig56970	57017	42.890	0.000	( 0 )
Contig2969	107991	42.890	0.000	( 0 )
Contig50464	40358	42.890	0.000	( 0 )
Contig44209	65053	42.890	0.000	( 0 )
Contig65875	51636	42.890	0.000	( 0 )
Contig66299	15849	42.890	0.000	( 0 )
Contig74139	20760	42.890	0.000	( 0 )
Contig60235	7801	42.890	0.000	( 0 )
Contig60235	7802	42.890	0.000	( 0 )
Contig14973	7597	42.890	0.000	( 0 )
Contig1079	35209	42.890	0.000	( 0 )
Contig60235	7799	42.890	0.000	( 0 )
Contig86782	27897	42.890	0.000	( 0 )
Contig2969	93849	42.890	0.000	( 0 )
Contig66299	16085	42.890	0.000	( 0 )
Contig86618	2515	42.890	0.000	( 0 )
Contig39544	24883	42.890	0.000	( 0 )
Contig71409	28492	42.890	0.000	( 0 )
Contig51549	54415	42.890	0.000	( 0 )
Contig39478	7858	42.890	0.000	( 0 )
Contig41949	8906	42.890	0.000	( 0 )
Contig47563	3805	42.890	0.000	( 0 )
Contig44525	7678	42.890	0.000	( 0 )
Contig86782	27787	42.890	0.000	( 0 )
Contig84357	38669	42.890	0.000	( 0 )
Contig39132	61488	42.890	0.000	( 0 )
Contig74139	20857	42.890	0.000	( 0 )
Contig2969	107783	42.890	0.000	( 0 )
Contig1975	44113	42.890	0.000	( 0 )
Contig74139	20817	42.890	0.000	( 0 )
Contig60235	7787	42.890	0.000	( 0 )
Contig63837	38760	42.890	0.000	( 0 )
Contig57351	20195	42.890	0.000	( 0 )
Contig50217	13077	42.890	0.000	( 0 )
Contig58471	21063	42.890	0.000	( 0 )
Contig87026	29950	42.890	0.000	( 0 )
Contig66299	15812	42.890	0.000	( 0 )
Contig39476	6848	42.890	0.000	( 0 )
Contig43301	15271	42.890	0.000	( 0 )
Contig44378	7221	42.890	0.000	( 0 )
Contig50369	6533	42.890	0.000	( 0 )
Contig39132	72278	42.890	0.000	( 0 )
Contig39281	42027	42.890	0.000	( 0 )
Contig52327	138972	42.890	0.000	( 0 )
Contig58145	19044	42.890	0.000	( 0 )
Contig58471	21042	42.890	0.000	( 0 )
Contig49576	74029	42.890	0.000	( 0 )
Contig51827	38533	42.890	0.000	( 0 )
Contig39282	6800	42.890	0.000	( 0 )
Contig63837	38689	42.890	0.000	( 0 )
Contig61951	95274	42.890	0.000	( 0 )
Contig1722	10625	42.890	0.000	( 0 )
Contig41579	49192	42.890	0.000	( 0 )
Contig41579	49007	42.890	0.000	( 0 )
Contig59881	7845	42.890	0.000	( 0 )
Contig63837	38695	42.890	0.000	( 0 )
Contig2969	107923	42.890	0.000	( 0 )
Contig6386	2420	42.890	0.000	( 0 )
Contig39132	165355	42.890	0.000	( 0 )
Contig16127	17610	42.890	0.000	( 0 )
Contig45654	43919	42.890	0.000	( 0 )
Contig1079	35081	42.890	0.000	( 0 )
Contig65875	51566	42.890	0.000	( 0 )
Contig55699	19661	42.890	0.000	( 0 )
Contig52327	138966	42.890	0.000	( 0 )
Contig57351	20119	42.890	0.000	( 0 )
Contig44209	65097	42.890	0.000	( 0 )
Contig38243	13447	42.890	0.000	( 0 )
Contig58145	18954	42.890	0.000	( 0 )
Contig102	25382	42.890	0.000	( 0 )
Contig50464	40267	42.890	0.000	( 0 )
Contig44525	15229	42.890	0.000	( 0 )
Contig1975	44030	42.890	0.000	( 0 )
Contig63837	38671	42.890	0.000	( 0 )
Contig59881	7661	42.890	0.000	( 0 )
Contig1079	35232	42.890	0.000	( 0 )
Contig49576	73906	42.890	0.000	( 0 )
Contig16127	17565	42.890	0.000	( 0 )
Contig56970	51526	42.890	0.000	( 0 )
Contig2969	93979	42.890	0.000	( 0 )
Contig56970	51609	42.890	0.000	( 0 )
Contig41579	49008	42.890	0.000	( 0 )
Contig50369	6516	42.890	0.000	( 0 )
Contig44525	7623	42.890	0.000	( 0 )
Contig56970	51601	42.890	0.000	( 0 )
Contig74139	20757	42.890	0.000	( 0 )
Contig65875	51686	42.890	0.000	( 0 )
Contig2620	39314	42.890	0.000	( 0 )
Contig57351	20118	42.890	0.000	( 0 )
Contig1467	46972	42.890	0.000	( 0 )
Contig922	31512	42.890	0.000	( 0 )
Contig41623	89050	42.890	0.000	( 0 )
Contig50217	13144	42.890	0.000	( 0 )
Contig61951	95140	42.890	0.000	( 0 )
Contig1079	35069	42.890	0.000	( 0 )
