#java OrderMarkers2 map=Litt_map_LOD18_JS.txt data=- chromosome=1 numThreads=10 outputPhasedData=0 families=fam92_2 informativeMask=1 randSeed=6850877581852197595
#*** LG = 1 likelihood = -275.2044
#marker_number	male_position	female_position	( 0.0 )[	phased data]
Contig71852	2331	2.501	0.000	( 0 )
Contig69156	160154	2.501	0.000	( 0 )
Contig50238	6935	2.501	0.000	( 0 )
Contig2969	107783	2.501	0.000	( 0 )
Contig1948	10848	2.501	0.000	( 0 )
Contig2620	39185	2.501	0.000	( 0 )
Contig40241	32144	2.501	0.000	( 0 )
Contig44378	6993	2.501	0.000	( 0 )
Contig45347	7615	2.501	0.000	( 0 )
Contig41949	8854	2.501	0.000	( 0 )
Contig49576	73834	2.501	0.000	( 0 )
Contig69156	160088	2.501	0.000	( 0 )
Contig56096	33766	2.501	0.000	( 0 )
Contig41949	8881	2.501	0.000	( 0 )
Contig86618	2592	2.501	0.000	( 0 )
Contig4638	83897	2.501	0.000	( 0 )
Contig2969	94040	2.501	0.000	( 0 )
Contig7013	648	2.501	0.000	( 0 )
Contig51549	54415	2.501	0.000	( 0 )
Contig86618	2512	2.501	0.000	( 0 )
Contig71852	2476	2.501	0.000	( 0 )
Contig82875	30183	5.001	0.000	( 0 )
Contig92848	23577	5.001	0.000	( 0 )
Contig84369	28498	5.001	0.000	( 0 )
Contig84369	28486	5.001	0.000	( 0 )
Contig82875	30187	5.001	0.000	( 0 )
Contig47106	169426	7.502	0.000	( 0 )
Contig38297	25484	7.502	0.000	( 0 )
Contig5081	6872	7.502	0.000	( 0 )
Contig5081	6688	7.502	0.000	( 0 )
Contig5081	6691	7.502	0.000	( 0 )
Contig5081	6490	7.502	0.000	( 0 )
Contig4777	37571	7.502	0.000	( 0 )
Contig40237	85387	7.502	0.000	( 0 )
Contig47106	169346	7.502	0.000	( 0 )
Contig47106	169611	7.502	0.000	( 0 )
Contig5081	6684	7.502	0.000	( 0 )
Contig4777	37408	7.502	0.000	( 0 )
Contig6485	1295	7.502	0.000	( 0 )
Contig5081	5635	7.502	0.000	( 0 )
Contig4777	37048	7.502	0.000	( 0 )
Contig4777	37224	7.502	0.000	( 0 )
Contig2900	4242	7.502	0.000	( 0 )
Contig5081	5758	7.502	0.000	( 0 )
Contig100589	5123	7.502	0.000	( 0 )
Contig179961	10712	7.502	0.000	( 0 )
Contig4777	37521	7.502	0.000	( 0 )
Contig41383	19523	7.502	0.000	( 0 )
Contig5081	6087	7.502	0.000	( 0 )
Contig4777	37551	7.502	0.000	( 0 )
Contig4777	37410	7.502	0.000	( 0 )
Contig7209	5048	7.502	0.000	( 0 )
Contig5081	6887	7.502	0.000	( 0 )
Contig54868	2720	7.502	0.000	( 0 )
Contig5081	5813	7.502	0.000	( 0 )
Contig40237	6988	7.502	0.000	( 0 )
Contig103420	59106	7.502	0.000	( 0 )
Contig41383	34975	7.502	0.000	( 0 )
Contig41383	35167	7.502	0.000	( 0 )
Contig4777	37498	7.502	0.000	( 0 )
Contig4777	37079	7.502	0.000	( 0 )
Contig47106	169603	7.502	0.000	( 0 )
Contig56789	56837	7.502	0.000	( 0 )
Contig38836	123866	7.502	0.000	( 0 )
Contig47106	169633	7.502	0.000	( 0 )
Contig38297	25537	7.502	0.000	( 0 )
Contig6485	1431	7.502	0.000	( 0 )
Contig38836	39348	7.502	0.000	( 0 )
Contig103420	59018	7.502	0.000	( 0 )
Contig4777	37530	7.502	0.000	( 0 )
Contig54868	2767	7.502	0.000	( 0 )
Contig54868	2701	7.502	0.000	( 0 )
Contig48271	8499	7.502	0.000	( 0 )
Contig48271	8290	7.502	0.000	( 0 )
Contig38836	39185	7.502	0.000	( 0 )
Contig4777	37604	7.502	0.000	( 0 )
Contig5081	5543	7.502	0.000	( 0 )
Contig4777	37367	7.502	0.000	( 0 )
Contig4777	66197	7.502	0.000	( 0 )
Contig47106	169176	7.502	0.000	( 0 )
Contig43552	12509	7.502	0.000	( 0 )
Contig43552	12457	7.502	0.000	( 0 )
Contig10585	37093	10.002	0.000	( 0 )
Contig6148	7403	10.002	0.000	( 0 )
Contig10585	36825	10.002	0.000	( 0 )
Contig3852	13813	10.002	0.000	( 0 )
Contig6148	7428	10.002	0.000	( 0 )
Contig6148	7579	10.002	0.000	( 0 )
Contig2570	77565	10.002	0.000	( 0 )
Contig518	116357	10.002	0.000	( 0 )
Contig10585	38611	10.002	0.000	( 0 )
Contig6148	7552	10.002	0.000	( 0 )
Contig3852	13600	10.002	0.000	( 0 )
Contig6148	7412	10.002	0.000	( 0 )
Contig6148	7415	10.002	0.000	( 0 )
Contig10585	37007	10.002	0.000	( 0 )
Contig6148	7380	10.002	0.000	( 0 )
Contig10585	37680	10.002	0.000	( 0 )
Contig2570	23620	10.002	0.000	( 0 )
Contig10585	39149	10.002	0.000	( 0 )
Contig3852	13800	10.002	0.000	( 0 )
Contig6148	7446	10.002	0.000	( 0 )
Contig38819	71121	12.503	0.000	( 0 )
Contig8160	19028	12.503	0.000	( 0 )
Contig8160	18669	12.503	0.000	( 0 )
Contig153320	16191	15.003	0.000	( 0 )
Contig48088	42746	15.003	0.000	( 0 )
Contig39066	23121	15.003	0.000	( 0 )
Contig39066	23143	15.003	0.000	( 0 )
Contig153320	16227	15.003	0.000	( 0 )
Contig178746	296	15.003	0.000	( 0 )
Contig48088	42663	15.003	0.000	( 0 )
Contig39066	23114	15.003	0.000	( 0 )
Contig153320	16226	15.003	0.000	( 0 )
Contig153320	16406	15.003	0.000	( 0 )
Contig1439	1042	15.003	0.000	( 0 )
Contig39066	23090	15.003	0.000	( 0 )
Contig153320	16232	15.003	0.000	( 0 )
Contig552	115388	17.504	0.000	( 0 )
Contig58020	19060	17.504	0.000	( 0 )
Contig552	115091	17.504	0.000	( 0 )
Contig1201	40039	17.504	0.000	( 0 )
Contig64133	7626	17.504	0.000	( 0 )
Contig38975	13688	17.504	0.000	( 0 )
Contig552	115098	17.504	0.000	( 0 )
Contig552	115067	17.504	0.000	( 0 )
Contig58020	19189	17.504	0.000	( 0 )
Contig58020	19106	17.504	0.000	( 0 )
Contig552	115227	17.504	0.000	( 0 )
Contig64133	7733	17.504	0.000	( 0 )
Contig64133	7680	17.504	0.000	( 0 )
Contig64133	7675	17.504	0.000	( 0 )
Contig58020	19020	17.504	0.000	( 0 )
Contig64133	7694	17.504	0.000	( 0 )
Contig41901	78730	25.415	0.000	( 0 )
Contig111566	6080	25.415	0.000	( 0 )
Contig111566	6099	25.415	0.000	( 0 )
Contig41901	78621	25.415	0.000	( 0 )
Contig41901	78640	25.415	0.000	( 0 )
Contig41901	78731	25.415	0.000	( 0 )
Contig111566	6806	25.415	0.000	( 0 )
Contig41901	78762	25.415	0.000	( 0 )
Contig111566	6909	25.415	0.000	( 0 )
Contig1882	18926	27.915	0.000	( 0 )
Contig1882	18363	27.915	0.000	( 0 )
Contig1882	18492	27.915	0.000	( 0 )
Contig40218	52909	27.915	0.000	( 0 )
Contig1882	18496	27.915	0.000	( 0 )
Contig51815	25647	33.048	0.000	( 0 )
Contig55997	21765	33.048	0.000	( 0 )
Contig55997	21900	33.048	0.000	( 0 )
Contig51815	25928	33.048	0.000	( 0 )
Contig121582	39175	38.181	0.000	( 0 )
Contig63655	75427	38.181	0.000	( 0 )
Contig45253	19231	38.181	0.000	( 0 )
Contig46134	10901	38.181	0.000	( 0 )
Contig44361	66948	38.181	0.000	( 0 )
Contig86430	35045	38.181	0.000	( 0 )
Contig63655	75893	38.181	0.000	( 0 )
Contig46643	5886	38.181	0.000	( 0 )
Contig46134	10961	38.181	0.000	( 0 )
Contig82546	7535	38.181	0.000	( 0 )
Contig165	185895	38.181	0.000	( 0 )
Contig63655	74916	38.181	0.000	( 0 )
Contig8354	16600	38.181	0.000	( 0 )
Contig82546	7977	38.181	0.000	( 0 )
Contig63655	75768	38.181	0.000	( 0 )
Contig44361	66903	38.181	0.000	( 0 )
Contig82546	8030	38.181	0.000	( 0 )
Contig63655	75811	38.181	0.000	( 0 )
Contig56662	7792	38.181	0.000	( 0 )
Contig39222	84981	38.181	0.000	( 0 )
Contig165	69427	38.181	0.000	( 0 )
Contig232445	1297	38.181	0.000	( 0 )
Contig42085	4266	38.181	0.000	( 0 )
Contig82546	6965	38.181	0.000	( 0 )
Contig56662	7754	38.181	0.000	( 0 )
Contig82546	7420	38.181	0.000	( 0 )
Contig46643	95064	38.181	0.000	( 0 )
Contig50637	25590	38.181	0.000	( 0 )
Contig51724	86751	38.181	0.000	( 0 )
Contig1437	91443	38.181	0.000	( 0 )
Contig63655	74853	38.181	0.000	( 0 )
Contig1437	91593	38.181	0.000	( 0 )
Contig82546	9282	38.181	0.000	( 0 )
Contig82546	7100	38.181	0.000	( 0 )
Contig82546	7137	38.181	0.000	( 0 )
Contig82546	7944	38.181	0.000	( 0 )
Contig47557	18389	38.181	0.000	( 0 )
Contig8354	16605	38.181	0.000	( 0 )
Contig647	64104	38.181	0.000	( 0 )
Contig232445	1343	38.181	0.000	( 0 )
Contig43592	62259	38.181	0.000	( 0 )
Contig165	69678	38.181	0.000	( 0 )
Contig51724	86766	38.181	0.000	( 0 )
Contig133413	2212	40.681	0.000	( 0 )
Contig5899	89024	40.681	0.000	( 0 )
Contig5899	89101	40.681	0.000	( 0 )
Contig69252	4546	40.681	0.000	( 0 )
Contig141918	4909	40.681	0.000	( 0 )
Contig1027	25327	40.681	0.000	( 0 )
Contig65373	4421	40.681	0.000	( 0 )
Contig65373	4395	40.681	0.000	( 0 )
Contig65373	4378	40.681	0.000	( 0 )
Contig69252	4397	40.681	0.000	( 0 )
Contig70171	19128	40.681	0.000	( 0 )
Contig95948	4489	40.681	0.000	( 0 )
Contig46464	36293	40.681	0.000	( 0 )
Contig69252	4368	40.681	0.000	( 0 )
Contig69252	4427	40.681	0.000	( 0 )
Contig5899	89112	40.681	0.000	( 0 )
Contig5899	89090	40.681	0.000	( 0 )
Contig65373	4419	40.681	0.000	( 0 )
Contig65373	4418	40.681	0.000	( 0 )
Contig46464	36214	40.681	0.000	( 0 )
Contig100627	5426	40.681	0.000	( 0 )
Contig62282	76954	40.681	0.000	( 0 )
Contig5899	88864	40.681	0.000	( 0 )
Contig100169	2489	43.182	0.000	( 0 )
Contig49234	8020	43.182	0.000	( 0 )
Contig40643	10796	43.182	0.000	( 0 )
Contig42285	29279	43.182	0.000	( 0 )
Contig49234	8017	43.182	0.000	( 0 )
Contig2299	1342	43.182	0.000	( 0 )
Contig39222	192921	43.182	0.000	( 0 )
Contig42285	29247	43.182	0.000	( 0 )
Contig11035	40990	43.182	0.000	( 0 )
Contig11035	40830	43.182	0.000	( 0 )
Contig42285	35150	43.182	0.000	( 0 )
Contig40643	10288	43.182	0.000	( 0 )
Contig40643	11033	43.182	0.000	( 0 )
Contig42285	29093	43.182	0.000	( 0 )
Contig41974	22393	43.182	0.000	( 0 )
Contig40643	10698	43.182	0.000	( 0 )
Contig42285	35423	43.182	0.000	( 0 )
Contig145795	14228	43.182	0.000	( 0 )
Contig40643	10224	43.182	0.000	( 0 )
Contig42285	10004	43.182	0.000	( 0 )
Contig145795	14227	43.182	0.000	( 0 )
Contig42285	35190	43.182	0.000	( 0 )
Contig42548	6515	43.182	0.000	( 0 )
Contig7214	20869	43.182	0.000	( 0 )
Contig100169	2518	43.182	0.000	( 0 )
Contig42548	42159	43.182	0.000	( 0 )
Contig145795	14271	43.182	0.000	( 0 )
Contig39952	107537	45.682	0.000	( 0 )
Contig50165	66593	45.682	0.000	( 0 )
Contig50304	46530	45.682	0.000	( 0 )
Contig39952	106795	45.682	0.000	( 0 )
Contig39952	106934	45.682	0.000	( 0 )
Contig39952	106885	45.682	0.000	( 0 )
Contig41844	68955	45.682	0.000	( 0 )
Contig50165	66631	45.682	0.000	( 0 )
Contig50165	66643	45.682	0.000	( 0 )
Contig39952	106999	45.682	0.000	( 0 )
Contig41844	68988	45.682	0.000	( 0 )
Contig41844	68976	45.682	0.000	( 0 )
Contig39952	106715	45.682	0.000	( 0 )
Contig39952	106884	45.682	0.000	( 0 )
Contig39952	107548	45.682	0.000	( 0 )
Contig39952	106998	45.682	0.000	( 0 )
Contig50304	46712	45.682	0.000	( 0 )
Contig39952	107510	45.682	0.000	( 0 )
Contig39952	106614	45.682	0.000	( 0 )
Contig38328	27361	45.682	0.000	( 0 )
Contig39952	106769	45.682	0.000	( 0 )
Contig38328	27352	45.682	0.000	( 0 )
Contig39952	106785	45.682	0.000	( 0 )
Contig39952	106942	45.682	0.000	( 0 )
Contig39952	106941	45.682	0.000	( 0 )
Contig39952	106613	45.682	0.000	( 0 )
Contig39952	106605	45.682	0.000	( 0 )
Contig39952	106655	45.682	0.000	( 0 )
Contig39952	106708	45.682	0.000	( 0 )
Contig39952	107365	45.682	0.000	( 0 )
Contig39952	107515	45.682	0.000	( 0 )
Contig39952	106451	45.682	0.000	( 0 )
Contig39952	107018	45.682	0.000	( 0 )
Contig39952	107213	45.682	0.000	( 0 )
Contig39952	106861	45.682	0.000	( 0 )
Contig39952	107377	45.682	0.000	( 0 )
Contig39952	106971	45.682	0.000	( 0 )
Contig1239	55919	50.815	0.000	( 0 )
Contig43701	52305	50.815	0.000	( 0 )
Contig575	41042	50.815	0.000	( 0 )
Contig40305	181046	50.815	0.000	( 0 )
Contig48335	90200	55.948	0.000	( 0 )
Contig48335	89989	55.948	0.000	( 0 )
Contig64548	3520	55.948	0.000	( 0 )
Contig57232	8084	55.948	0.000	( 0 )
Contig64548	3682	55.948	0.000	( 0 )
Contig48335	90112	55.948	0.000	( 0 )
Contig62391	44252	55.948	0.000	( 0 )
Contig43885	80200	55.948	0.000	( 0 )
Contig11349	29520	55.948	0.000	( 0 )
Contig49637	8776	55.948	0.000	( 0 )
Contig48335	90170	55.948	0.000	( 0 )
Contig1301	8679	55.948	0.000	( 0 )
Contig48335	90134	55.948	0.000	( 0 )
Contig42435	42278	55.948	0.000	( 0 )
