#java OrderMarkers2 map=Litt_map_LOD18_JS.txt data=- chromosome=1 numThreads=10 outputPhasedData=0 families=fam82_1 informativeMask=1 randSeed=5532443216015317169
#*** LG = 1 likelihood = -843.0613
#marker_number	male_position	female_position	( 0.0 )[	phased data]
Contig51409	5466	44.018	0.000	( 0 )
Contig61295	10211	44.018	0.000	( 0 )
Contig86618	2499	44.018	0.000	( 0 )
Contig44644	31179	44.018	0.000	( 0 )
Contig1722	10575	44.018	0.000	( 0 )
Contig52327	138810	44.018	0.000	( 0 )
Contig39657	1350	44.018	0.000	( 0 )
Contig87026	29950	44.018	0.000	( 0 )
Contig67097	10156	44.018	0.000	( 0 )
Contig39282	6802	44.018	0.000	( 0 )
Contig70941	2461	44.018	0.000	( 0 )
Contig70941	2378	44.018	0.000	( 0 )
Contig52327	138910	44.018	0.000	( 0 )
Contig50238	6927	44.018	0.000	( 0 )
Contig55699	19661	44.018	0.000	( 0 )
Contig135738	9360	44.018	0.000	( 0 )
Contig65875	51686	44.018	0.000	( 0 )
Contig39132	72113	44.018	0.000	( 0 )
Contig53942	29370	46.518	0.000	( 0 )
Contig57351	20017	46.518	0.000	( 0 )
Contig47563	3812	46.518	0.000	( 0 )
Contig45347	7655	46.518	0.000	( 0 )
Contig61951	95140	46.518	0.000	( 0 )
Contig49608	27793	46.518	0.000	( 0 )
Contig56970	51609	46.518	0.000	( 0 )
Contig60345	45363	46.518	0.000	( 0 )
Contig41623	89176	46.518	0.000	( 0 )
Contig59881	7845	46.518	0.000	( 0 )
Contig38243	13447	46.518	0.000	( 0 )
Contig50464	40376	46.518	0.000	( 0 )
Contig58145	38041	46.518	0.000	( 0 )
Contig53942	29401	46.518	0.000	( 0 )
Contig51409	5713	46.518	0.000	( 0 )
Contig52698	84418	46.518	0.000	( 0 )
Contig2969	93983	46.518	0.000	( 0 )
Contig52698	84242	46.518	0.000	( 0 )
Contig16127	17610	46.518	0.000	( 0 )
Contig86618	2515	46.518	0.000	( 0 )
Contig58471	21042	46.518	0.000	( 0 )
Contig56096	33692	46.518	0.000	( 0 )
Contig74139	20757	46.518	0.000	( 0 )
Contig63837	38676	46.518	0.000	( 0 )
Contig39476	6890	46.518	0.000	( 0 )
Contig51827	38533	46.518	0.000	( 0 )
Contig2969	93849	46.518	0.000	( 0 )
Contig66299	16085	46.518	0.000	( 0 )
Contig39476	6909	46.518	0.000	( 0 )
Contig70941	2224	46.518	0.000	( 0 )
Contig39281	42041	46.518	0.000	( 0 )
Contig126660	7705	46.518	0.000	( 0 )
Contig39544	25112	46.518	0.000	( 0 )
Contig53942	29363	46.518	0.000	( 0 )
Contig39476	6908	46.518	0.000	( 0 )
Contig66299	15849	46.518	0.000	( 0 )
Contig135738	9397	46.518	0.000	( 0 )
Contig2620	25067	46.518	0.000	( 0 )
Contig16127	17565	46.518	0.000	( 0 )
Contig1186	46267	46.518	0.000	( 0 )
Contig51409	5600	46.518	0.000	( 0 )
Contig41623	89203	46.518	0.000	( 0 )
Contig65875	51630	46.518	0.000	( 0 )
Contig1186	46242	46.518	0.000	( 0 )
Contig45386	25159	46.518	0.000	( 0 )
Contig41579	49192	46.518	0.000	( 0 )
Contig58471	20991	46.518	0.000	( 0 )
Contig135738	9536	46.518	0.000	( 0 )
Contig71409	28663	46.518	0.000	( 0 )
Contig39281	42027	46.518	0.000	( 0 )
Contig38276	8954	46.518	0.000	( 0 )
Contig52327	138701	46.518	0.000	( 0 )
Contig52698	84392	46.518	0.000	( 0 )
Contig135738	9550	46.518	0.000	( 0 )
Contig45347	7684	46.518	0.000	( 0 )
Contig38276	8912	46.518	0.000	( 0 )
Contig130	16767	46.518	0.000	( 0 )
Contig74139	20760	46.518	0.000	( 0 )
Contig51827	38540	46.518	0.000	( 0 )
Contig1186	46272	46.518	0.000	( 0 )
Contig71852	2481	46.518	0.000	( 0 )
Contig39544	24883	46.518	0.000	( 0 )
Contig41025	57538	46.518	0.000	( 0 )
Contig51409	5550	46.518	0.000	( 0 )
Contig45347	7652	46.518	0.000	( 0 )
Contig71852	2415	46.518	0.000	( 0 )
Contig63837	38760	46.518	0.000	( 0 )
Contig1722	10721	46.518	0.000	( 0 )
Contig63837	38695	46.518	0.000	( 0 )
Contig63826	20567	46.518	0.000	( 0 )
Contig66299	16088	46.518	0.000	( 0 )
Contig61951	95274	46.518	0.000	( 0 )
Contig1722	10625	46.518	0.000	( 0 )
Contig51409	5498	46.518	0.000	( 0 )
Contig84357	38669	46.518	0.000	( 0 )
Contig56970	56726	46.518	0.000	( 0 )
Contig1948	10807	46.518	0.000	( 0 )
Contig1975	44030	46.518	0.000	( 0 )
Contig171892	7006	46.518	0.000	( 0 )
Contig55699	19676	46.518	0.000	( 0 )
Contig73110	21465	46.518	0.000	( 0 )
Contig2969	107921	46.518	0.000	( 0 )
Contig60235	7734	46.518	0.000	( 0 )
Contig39132	165455	46.518	0.000	( 0 )
Contig130	25264	46.518	0.000	( 0 )
Contig44378	7221	46.518	0.000	( 0 )
Contig60235	7754	46.518	0.000	( 0 )
Contig41579	49036	46.518	0.000	( 0 )
Contig52327	138680	46.518	0.000	( 0 )
Contig49576	73906	46.518	0.000	( 0 )
Contig65875	51636	46.518	0.000	( 0 )
Contig49608	27766	46.518	0.000	( 0 )
Contig1186	46247	46.518	0.000	( 0 )
Contig50217	13077	46.518	0.000	( 0 )
Contig56970	56858	46.518	0.000	( 0 )
Contig50946	17251	46.518	0.000	( 0 )
Contig41579	49007	46.518	0.000	( 0 )
Contig52698	84316	46.518	0.000	( 0 )
Contig47563	3805	46.518	0.000	( 0 )
Contig56970	56841	46.518	0.000	( 0 )
Contig1186	46284	46.518	0.000	( 0 )
Contig50217	12992	46.518	0.000	( 0 )
Contig38276	9012	46.518	0.000	( 0 )
Contig61295	10053	46.518	0.000	( 0 )
Contig56970	51601	46.518	0.000	( 0 )
Contig39132	61455	46.518	0.000	( 0 )
Contig70941	2293	46.518	0.000	( 0 )
Contig70941	2411	46.518	0.000	( 0 )
Contig45347	7675	46.518	0.000	( 0 )
Contig44525	15143	46.518	0.000	( 0 )
Contig60235	7786	46.518	0.000	( 0 )
Contig39544	24915	46.518	0.000	( 0 )
Contig41623	89365	46.518	0.000	( 0 )
Contig41949	8872	46.518	0.000	( 0 )
Contig52698	84385	46.518	0.000	( 0 )
Contig63837	38689	46.518	0.000	( 0 )
Contig55699	19694	46.518	0.000	( 0 )
Contig51549	54358	46.518	0.000	( 0 )
Contig51409	5896	46.518	0.000	( 0 )
Contig60235	7787	46.518	0.000	( 0 )
Contig38276	8915	46.518	0.000	( 0 )
Contig135738	9495	46.518	0.000	( 0 )
Contig51409	5892	46.518	0.000	( 0 )
Contig71409	28492	46.518	0.000	( 0 )
Contig50217	13144	46.518	0.000	( 0 )
Contig66299	15812	46.518	0.000	( 0 )
Contig1948	10955	46.518	0.000	( 0 )
Contig38276	9028	46.518	0.000	( 0 )
Contig45347	7596	46.518	0.000	( 0 )
Contig85865	12455	46.518	0.000	( 0 )
Contig39132	165456	46.518	0.000	( 0 )
Contig55699	19675	46.518	0.000	( 0 )
Contig45386	25198	46.518	0.000	( 0 )
Contig41579	49008	46.518	0.000	( 0 )
Contig41623	89050	46.518	0.000	( 0 )
Contig51409	5759	46.518	0.000	( 0 )
Contig45347	7595	46.518	0.000	( 0 )
Contig39132	61466	46.518	0.000	( 0 )
Contig1186	46256	46.518	0.000	( 0 )
Contig38276	9049	46.518	0.000	( 0 )
Contig922	31587	46.518	0.000	( 0 )
Contig1186	46179	46.518	0.000	( 0 )
Contig39544	24805	46.518	0.000	( 0 )
Contig70941	2227	46.518	0.000	( 0 )
Contig922	31512	46.518	0.000	( 0 )
Contig130	25262	46.518	0.000	( 0 )
Contig39132	61517	46.518	0.000	( 0 )
Contig63837	38671	46.518	0.000	( 0 )
Contig1948	10689	46.518	0.000	( 0 )
Contig1975	44113	46.518	0.000	( 0 )
Contig50464	40237	46.518	0.000	( 0 )
Contig53689	10799	46.518	0.000	( 0 )
Contig43298	13887	49.019	0.000	( 0 )
Contig200935	152	51.519	0.000	( 0 )
Contig77521	71100	51.519	0.000	( 0 )
Contig200935	162	51.519	0.000	( 0 )
Contig6784	12559	51.519	0.000	( 0 )
Contig73388	7319	56.652	0.000	( 0 )
Contig2900	5482	56.652	0.000	( 0 )
Contig2900	5001	56.652	0.000	( 0 )
Contig2900	4186	56.652	0.000	( 0 )
Contig2900	5461	56.652	0.000	( 0 )
Contig2900	5313	56.652	0.000	( 0 )
Contig38836	39348	56.652	0.000	( 0 )
Contig2900	5473	56.652	0.000	( 0 )
Contig48803	129492	56.652	0.000	( 0 )
Contig38297	25758	56.652	0.000	( 0 )
Contig73966	71300	56.652	0.000	( 0 )
Contig60046	1625	56.652	0.000	( 0 )
Contig41383	19420	56.652	0.000	( 0 )
Contig43552	12457	56.652	0.000	( 0 )
Contig73388	5066	56.652	0.000	( 0 )
Contig7209	4969	56.652	0.000	( 0 )
Contig2900	5471	56.652	0.000	( 0 )
Contig38297	25619	56.652	0.000	( 0 )
Contig73388	6826	56.652	0.000	( 0 )
Contig2900	4269	56.652	0.000	( 0 )
Contig75515	10478	56.652	0.000	( 0 )
Contig4501	2639	56.652	0.000	( 0 )
Contig48803	7217	56.652	0.000	( 0 )
Contig2900	4243	56.652	0.000	( 0 )
Contig38836	39185	56.652	0.000	( 0 )
Contig41383	35167	56.652	0.000	( 0 )
Contig2900	4546	56.652	0.000	( 0 )
Contig2900	4236	56.652	0.000	( 0 )
Contig41383	19336	56.652	0.000	( 0 )
Contig38297	25733	56.652	0.000	( 0 )
Contig38297	25496	56.652	0.000	( 0 )
Contig73388	7318	56.652	0.000	( 0 )
Contig2900	4237	56.652	0.000	( 0 )
Contig7209	5048	56.652	0.000	( 0 )
Contig43955	53055	56.652	0.000	( 0 )
Contig38297	25502	56.652	0.000	( 0 )
Contig7209	4968	56.652	0.000	( 0 )
Contig75515	10612	56.652	0.000	( 0 )
Contig38297	25901	56.652	0.000	( 0 )
Contig43955	53045	56.652	0.000	( 0 )
Contig92848	23764	56.652	0.000	( 0 )
Contig75515	10611	56.652	0.000	( 0 )
Contig41383	34975	56.652	0.000	( 0 )
Contig2900	5476	56.652	0.000	( 0 )
Contig48803	129582	56.652	0.000	( 0 )
Contig92848	23577	56.652	0.000	( 0 )
Contig4777	37079	59.153	0.000	( 0 )
Contig39066	23090	59.153	0.000	( 0 )
Contig178746	206	59.153	0.000	( 0 )
Contig52793	85137	59.153	0.000	( 0 )
Contig5081	6691	59.153	0.000	( 0 )
Contig3852	13600	59.153	0.000	( 0 )
Contig6485	1295	59.153	0.000	( 0 )
Contig2742	9383	59.153	0.000	( 0 )
Contig51196	33471	59.153	0.000	( 0 )
Contig54868	2914	59.153	0.000	( 0 )
Contig39066	22107	59.153	0.000	( 0 )
Contig6148	7552	59.153	0.000	( 0 )
Contig4777	37367	59.153	0.000	( 0 )
Contig6485	1431	59.153	0.000	( 0 )
Contig4777	37408	59.153	0.000	( 0 )
Contig41386	11685	59.153	0.000	( 0 )
Contig4777	37048	59.153	0.000	( 0 )
Contig4777	37530	59.153	0.000	( 0 )
Contig74712	2341	59.153	0.000	( 0 )
Contig5081	6578	59.153	0.000	( 0 )
Contig4777	36980	59.153	0.000	( 0 )
Contig5081	6960	59.153	0.000	( 0 )
Contig38499	18657	59.153	0.000	( 0 )
Contig1439	86369	59.153	0.000	( 0 )
Contig8160	24667	59.153	0.000	( 0 )
Contig2765	6542	59.153	0.000	( 0 )
Contig5081	5776	59.153	0.000	( 0 )
Contig5081	5484	59.153	0.000	( 0 )
Contig4777	37521	59.153	0.000	( 0 )
Contig103420	59139	59.153	0.000	( 0 )
Contig56789	56865	59.153	0.000	( 0 )
Contig52071	136381	59.153	0.000	( 0 )
Contig1514	45347	59.153	0.000	( 0 )
Contig65923	36905	59.153	0.000	( 0 )
Contig48271	8296	59.153	0.000	( 0 )
Contig1514	45476	59.153	0.000	( 0 )
Contig19380	3487	59.153	0.000	( 0 )
Contig4777	37571	59.153	0.000	( 0 )
Contig4777	37498	59.153	0.000	( 0 )
Contig5081	43210	59.153	0.000	( 0 )
Contig54868	2767	59.153	0.000	( 0 )
Contig4777	37551	59.153	0.000	( 0 )
Contig5081	6459	59.153	0.000	( 0 )
Contig518	116218	59.153	0.000	( 0 )
Contig39066	23143	59.153	0.000	( 0 )
Contig65923	36874	59.153	0.000	( 0 )
Contig4777	37604	59.153	0.000	( 0 )
Contig48088	42707	59.153	0.000	( 0 )
Contig45396	77460	59.153	0.000	( 0 )
Contig4777	37410	59.153	0.000	( 0 )
Contig39066	23114	59.153	0.000	( 0 )
Contig48088	42663	59.153	0.000	( 0 )
Contig5081	6554	59.153	0.000	( 0 )
Contig8160	24670	59.153	0.000	( 0 )
Contig3131	37989	59.153	0.000	( 0 )
Contig5081	6087	59.153	0.000	( 0 )
Contig165	185912	61.653	0.000	( 0 )
Contig40218	52903	61.653	0.000	( 0 )
Contig165	69427	61.653	0.000	( 0 )
Contig40218	52742	61.653	0.000	( 0 )
Contig111566	6790	61.653	0.000	( 0 )
Contig41901	78640	61.653	0.000	( 0 )
Contig51815	25928	61.653	0.000	( 0 )
Contig3868	83408	61.653	0.000	( 0 )
Contig2430	12603	61.653	0.000	( 0 )
Contig40218	52935	61.653	0.000	( 0 )
Contig55997	21765	61.653	0.000	( 0 )
Contig190	8928	61.653	0.000	( 0 )
Contig38975	13524	61.653	0.000	( 0 )
Contig41901	78720	61.653	0.000	( 0 )
Contig190	8884	61.653	0.000	( 0 )
Contig40218	52987	61.653	0.000	( 0 )
Contig2430	12659	61.653	0.000	( 0 )
Contig111566	6791	61.653	0.000	( 0 )
Contig2430	12637	61.653	0.000	( 0 )
Contig55997	21900	61.653	0.000	( 0 )
Contig58020	19054	61.653	0.000	( 0 )
Contig44552	17520	61.653	0.000	( 0 )
Contig1201	40039	61.653	0.000	( 0 )
Contig50637	25717	61.653	0.000	( 0 )
Contig40218	52909	61.653	0.000	( 0 )
Contig51355	180786	61.653	0.000	( 0 )
Contig190	9346	61.653	0.000	( 0 )
Contig51355	180751	61.653	0.000	( 0 )
Contig38975	13708	61.653	0.000	( 0 )
Contig41901	78621	61.653	0.000	( 0 )
Contig3868	83366	64.154	0.000	( 0 )
Contig190	14729	64.154	0.000	( 0 )
Contig165	217963	64.154	0.000	( 0 )
Contig41901	78731	64.154	0.000	( 0 )
Contig41901	78762	64.154	0.000	( 0 )
Contig58020	19106	64.154	0.000	( 0 )
Contig165	217973	64.154	0.000	( 0 )
Contig3852	13800	64.154	0.000	( 0 )
Contig52721	25196	64.154	0.000	( 0 )
Contig165	185895	64.154	0.000	( 0 )
Contig190	14793	64.154	0.000	( 0 )
Contig3852	13813	64.154	0.000	( 0 )
Contig94691	71999	64.154	0.000	( 0 )
Contig8354	16600	64.154	0.000	( 0 )
Contig41901	78730	64.154	0.000	( 0 )
Contig165	217987	64.154	0.000	( 0 )
Contig51815	25647	64.154	0.000	( 0 )
Contig44845	4927	64.154	0.000	( 0 )
Contig94691	72038	64.154	0.000	( 0 )
Contig8354	16605	64.154	0.000	( 0 )
Contig1201	40024	64.154	0.000	( 0 )
Contig3868	83306	64.154	0.000	( 0 )
Contig56662	7754	66.654	0.000	( 0 )
Contig56662	7792	66.654	0.000	( 0 )
Contig86430	35185	66.654	0.000	( 0 )
Contig45253	19231	66.654	0.000	( 0 )
Contig45253	19057	66.654	0.000	( 0 )
Contig47557	18418	71.787	0.000	( 0 )
Contig1437	91593	71.787	0.000	( 0 )
Contig47515	115762	71.787	0.000	( 0 )
Contig1698	104698	71.787	0.000	( 0 )
Contig46987	14774	74.288	0.000	( 0 )
Contig46987	14660	74.288	0.000	( 0 )
Contig46643	5726	74.288	0.000	( 0 )
Contig25335	12124	76.788	0.000	( 0 )
Contig25335	10908	76.788	0.000	( 0 )
Contig25335	12056	76.788	0.000	( 0 )
Contig25335	12088	76.788	0.000	( 0 )
Contig82546	7535	79.289	0.000	( 0 )
Contig3300	44406	79.289	0.000	( 0 )
Contig82546	8179	79.289	0.000	( 0 )
Contig39222	84981	79.289	0.000	( 0 )
Contig82546	6759	79.289	0.000	( 0 )
Contig3300	43163	79.289	0.000	( 0 )
Contig3300	44158	79.289	0.000	( 0 )
Contig3300	44642	79.289	0.000	( 0 )
Contig46134	10921	79.289	0.000	( 0 )
Contig82546	7301	79.289	0.000	( 0 )
Contig82546	8112	79.289	0.000	( 0 )
Contig46134	10911	79.289	0.000	( 0 )
Contig42085	4266	79.289	0.000	( 0 )
Contig3300	43946	79.289	0.000	( 0 )
Contig3300	44402	79.289	0.000	( 0 )
Contig82546	6965	79.289	0.000	( 0 )
Contig3300	42970	79.289	0.000	( 0 )
Contig82546	7054	79.289	0.000	( 0 )
Contig3300	42398	79.289	0.000	( 0 )
Contig3300	44646	79.289	0.000	( 0 )
Contig3300	44404	79.289	0.000	( 0 )
Contig3300	43766	79.289	0.000	( 0 )
Contig82546	7100	79.289	0.000	( 0 )
Contig3300	43324	79.289	0.000	( 0 )
Contig3300	44647	79.289	0.000	( 0 )
Contig3300	44816	79.289	0.000	( 0 )
Contig3300	44645	79.289	0.000	( 0 )
Contig121582	6878	79.289	0.000	( 0 )
Contig82546	7356	79.289	0.000	( 0 )
Contig42085	4269	79.289	0.000	( 0 )
Contig3300	43301	79.289	0.000	( 0 )
Contig82546	8193	79.289	0.000	( 0 )
Contig121582	6824	79.289	0.000	( 0 )
Contig121582	6915	79.289	0.000	( 0 )
Contig44062	18272	79.289	0.000	( 0 )
Contig3300	43911	79.289	0.000	( 0 )
Contig82546	7977	79.289	0.000	( 0 )
Contig3300	43638	79.289	0.000	( 0 )
Contig82546	7296	79.289	0.000	( 0 )
Contig42085	4128	79.289	0.000	( 0 )
Contig82546	8177	79.289	0.000	( 0 )
Contig3300	43624	79.289	0.000	( 0 )
Contig121582	6841	79.289	0.000	( 0 )
Contig46134	10920	79.289	0.000	( 0 )
Contig82546	7168	79.289	0.000	( 0 )
Contig82546	8030	79.289	0.000	( 0 )
Contig3300	43129	79.289	0.000	( 0 )
Contig3300	43333	79.289	0.000	( 0 )
Contig3300	42859	81.789	0.000	( 0 )
Contig141918	4806	84.290	0.000	( 0 )
Contig7172	8431	84.290	0.000	( 0 )
Contig114241	2525	84.290	0.000	( 0 )
Contig7172	8505	84.290	0.000	( 0 )
Contig69252	4522	84.290	0.000	( 0 )
Contig114241	2508	84.290	0.000	( 0 )
Contig7172	8655	84.290	0.000	( 0 )
Contig87116	53338	84.290	0.000	( 0 )
Contig141918	4900	84.290	0.000	( 0 )
Contig7172	8928	84.290	0.000	( 0 )
Contig141918	4970	84.290	0.000	( 0 )
Contig7172	8577	84.290	0.000	( 0 )
Contig65373	4402	84.290	0.000	( 0 )
Contig46586	13113	84.290	0.000	( 0 )
Contig69252	4432	84.290	0.000	( 0 )
Contig7172	8698	84.290	0.000	( 0 )
Contig69252	4419	84.290	0.000	( 0 )
Contig65373	4297	84.290	0.000	( 0 )
Contig70171	19259	86.790	0.000	( 0 )
Contig65887	54557	86.790	0.000	( 0 )
Contig70171	19188	86.790	0.000	( 0 )
Contig70171	19144	86.790	0.000	( 0 )
Contig1027	25375	86.790	0.000	( 0 )
Contig70171	19167	86.790	0.000	( 0 )
Contig11035	40788	91.923	0.000	( 0 )
Contig11035	40893	91.923	0.000	( 0 )
Contig46464	36276	91.923	0.000	( 0 )
Contig46464	36165	91.923	0.000	( 0 )
Contig46464	36473	91.923	0.000	( 0 )
Contig42548	42111	91.923	0.000	( 0 )
Contig11035	40876	91.923	0.000	( 0 )
Contig11035	40786	91.923	0.000	( 0 )
Contig5509	35776	94.423	0.000	( 0 )
Contig40643	80281	94.423	0.000	( 0 )
Contig40643	10302	94.423	0.000	( 0 )
Contig2299	1511	94.423	0.000	( 0 )
Contig40643	80348	94.423	0.000	( 0 )
Contig40643	10004	94.423	0.000	( 0 )
Contig41196	739	94.423	0.000	( 0 )
Contig40643	80373	94.423	0.000	( 0 )
Contig64501	48715	94.423	0.000	( 0 )
Contig5008	25256	94.423	0.000	( 0 )
Contig51893	146173	94.423	0.000	( 0 )
Contig2299	1427	94.423	0.000	( 0 )
Contig100169	2489	94.423	0.000	( 0 )
Contig40643	10811	94.423	0.000	( 0 )
Contig41196	632	94.423	0.000	( 0 )
Contig41196	799	94.423	0.000	( 0 )
Contig40643	80302	94.423	0.000	( 0 )
Contig41196	644	94.423	0.000	( 0 )
Contig40643	9928	94.423	0.000	( 0 )
Contig51893	146294	94.423	0.000	( 0 )
Contig42285	35194	96.924	0.000	( 0 )
Contig42285	35447	96.924	0.000	( 0 )
Contig50165	66666	96.924	0.000	( 0 )
Contig38275	18157	96.924	0.000	( 0 )
Contig50304	46499	96.924	0.000	( 0 )
Contig42285	10157	96.924	0.000	( 0 )
Contig110558	18672	96.924	0.000	( 0 )
Contig50304	46592	96.924	0.000	( 0 )
Contig50304	46620	96.924	0.000	( 0 )
Contig50304	46729	96.924	0.000	( 0 )
Contig42285	35140	96.924	0.000	( 0 )
Contig50304	46588	96.924	0.000	( 0 )
Contig1084	58330	96.924	0.000	( 0 )
Contig38275	102698	96.924	0.000	( 0 )
Contig42285	35152	96.924	0.000	( 0 )
Contig39952	12236	102.057	0.000	( 0 )
Contig39952	11763	102.057	0.000	( 0 )
Contig39952	107321	102.057	0.000	( 0 )
Contig39952	10267	102.057	0.000	( 0 )
Contig38683	69832	102.057	0.000	( 0 )
Contig39952	12162	102.057	0.000	( 0 )
Contig39952	11766	102.057	0.000	( 0 )
Contig39952	11742	102.057	0.000	( 0 )
Contig39952	10301	102.057	0.000	( 0 )
Contig48118	5775	102.057	0.000	( 0 )
Contig48118	5201	102.057	0.000	( 0 )
Contig65781	1049	102.057	0.000	( 0 )
Contig38683	69923	102.057	0.000	( 0 )
Contig48118	5249	102.057	0.000	( 0 )
Contig39952	9557	102.057	0.000	( 0 )
Contig39952	13113	102.057	0.000	( 0 )
Contig39952	12163	102.057	0.000	( 0 )
Contig65781	1048	102.057	0.000	( 0 )
Contig38683	69810	102.057	0.000	( 0 )
Contig48118	5992	102.057	0.000	( 0 )
Contig39952	12347	102.057	0.000	( 0 )
Contig39952	11749	102.057	0.000	( 0 )
Contig48118	5110	102.057	0.000	( 0 )
Contig48118	5909	102.057	0.000	( 0 )
Contig39952	9337	102.057	0.000	( 0 )
Contig48118	5348	102.057	0.000	( 0 )
Contig38683	43266	102.057	0.000	( 0 )
Contig38683	43230	102.057	0.000	( 0 )
Contig39952	11248	102.057	0.000	( 0 )
Contig38683	70031	102.057	0.000	( 0 )
Contig39952	9451	102.057	0.000	( 0 )
Contig40305	180914	104.557	0.000	( 0 )
Contig40305	180915	104.557	0.000	( 0 )
Contig48335	90165	107.058	0.000	( 0 )
Contig575	40950	107.058	0.000	( 0 )
Contig39405	60701	107.058	0.000	( 0 )
Contig575	41052	107.058	0.000	( 0 )
Contig5881	46882	107.058	0.000	( 0 )
Contig5881	46941	107.058	0.000	( 0 )
Contig5755	79189	107.058	0.000	( 0 )
Contig5755	79190	107.058	0.000	( 0 )
Contig39405	60543	107.058	0.000	( 0 )
Contig60652	9024	107.058	0.000	( 0 )
Contig43885	40880	107.058	0.000	( 0 )
Contig48335	133146	107.058	0.000	( 0 )
Contig43701	52305	107.058	0.000	( 0 )
Contig60652	8932	107.058	0.000	( 0 )
Contig43701	52451	107.058	0.000	( 0 )
Contig43885	40878	107.058	0.000	( 0 )
Contig48335	90220	107.058	0.000	( 0 )
Contig575	41133	107.058	0.000	( 0 )
Contig39405	60682	107.058	0.000	( 0 )
Contig47300	40279	107.058	0.000	( 0 )
Contig5755	79188	107.058	0.000	( 0 )
Contig57232	7917	107.058	0.000	( 0 )
Contig48335	133212	107.058	0.000	( 0 )
Contig39405	83661	107.058	0.000	( 0 )
Contig49637	8879	107.058	0.000	( 0 )
Contig44212	20586	107.058	0.000	( 0 )
Contig49459	1960	107.058	0.000	( 0 )
Contig5881	46869	107.058	0.000	( 0 )
Contig43701	52197	107.058	0.000	( 0 )
Contig60652	8886	107.058	0.000	( 0 )
Contig48335	90207	107.058	0.000	( 0 )
Contig43885	41174	107.058	0.000	( 0 )
Contig43701	52161	107.058	0.000	( 0 )
Contig41410	13837	109.558	0.000	( 0 )
Contig70835	62801	109.558	0.000	( 0 )
Contig62391	44215	109.558	0.000	( 0 )
Contig41410	13893	109.558	0.000	( 0 )
Contig41410	13905	109.558	0.000	( 0 )
Contig64548	3682	109.558	0.000	( 0 )
Contig41410	13904	109.558	0.000	( 0 )
Contig70835	62819	109.558	0.000	( 0 )
Contig70835	62800	109.558	0.000	( 0 )
Contig62391	44337	109.558	0.000	( 0 )
Contig1301	8727	109.558	0.000	( 0 )
Contig64548	3520	109.558	0.000	( 0 )
Contig42435	42517	112.059	0.000	( 0 )
Contig42435	42353	112.059	0.000	( 0 )
Contig42435	42278	112.059	0.000	( 0 )
