#java OrderMarkers2 map=Litt_map_LOD18_JS.txt data=- chromosome=1 numThreads=10 outputPhasedData=0 families=fam93 informativeMask=2 randSeed=1193928556225081271
#*** LG = 1 likelihood = -1263.3908
#marker_number	male_position	female_position	( 0.0 )[	phased data]
Contig177460	8196	0.000	0.781	( 0 )
Contig41579	58146	0.000	0.781	( 0 )
Contig70941	2293	0.000	0.781	( 0 )
Contig47563	3805	0.000	0.781	( 0 )
Contig39476	7027	0.000	0.781	( 0 )
Contig44525	15143	0.000	0.781	( 0 )
Contig11174	59912	0.000	0.781	( 0 )
Contig4847	102142	0.000	0.781	( 0 )
Contig38276	8912	0.000	0.781	( 0 )
Contig52698	84385	0.000	0.781	( 0 )
Contig58145	38041	0.000	0.781	( 0 )
Contig39657	17549	0.000	0.781	( 0 )
Contig2620	39453	0.000	0.781	( 0 )
Contig135738	9536	0.000	0.781	( 0 )
Contig41623	89203	0.000	0.781	( 0 )
Contig1186	46284	0.000	0.781	( 0 )
Contig7096	133	0.000	0.781	( 0 )
Contig132184	11450	0.000	0.781	( 0 )
Contig1948	10955	0.000	0.781	( 0 )
Contig45347	7655	0.000	0.781	( 0 )
Contig133413	2245	0.000	0.781	( 0 )
Contig60614	13331	0.000	0.781	( 0 )
Contig63826	20567	0.000	0.781	( 0 )
Contig59460	3662	0.000	0.781	( 0 )
Contig41463	20738	0.000	0.781	( 0 )
Contig40216	60842	0.000	0.781	( 0 )
Contig6897	6415	0.000	0.781	( 0 )
Contig86618	2598	0.000	0.781	( 0 )
Contig38243	13380	0.000	0.781	( 0 )
Contig4847	95296	0.000	0.781	( 0 )
Contig43955	53111	0.000	0.781	( 0 )
Contig84294	1162	0.000	0.781	( 0 )
Contig6784	12746	0.000	0.781	( 0 )
Contig80298	55391	0.000	0.781	( 0 )
Contig45347	7596	0.000	0.781	( 0 )
Contig38297	25719	0.000	0.781	( 0 )
Contig7172	8458	0.000	0.781	( 0 )
Contig69156	160111	0.000	0.781	( 0 )
Contig59881	7845	0.000	0.781	( 0 )
Contig130	25262	0.000	0.781	( 0 )
Contig49576	74020	0.000	0.781	( 0 )
Contig51711	13012	0.000	0.781	( 0 )
Contig39282	6696	0.000	0.781	( 0 )
Contig49608	27793	0.000	0.781	( 0 )
Contig70941	2460	0.000	0.781	( 0 )
Contig52698	84418	0.000	0.781	( 0 )
Contig6897	6411	0.000	0.781	( 0 )
Contig84357	38669	0.000	0.781	( 0 )
Contig4501	2639	0.000	0.781	( 0 )
Contig41623	89365	0.000	0.781	( 0 )
Contig4638	83908	0.000	0.781	( 0 )
Contig7172	8921	0.000	0.781	( 0 )
Contig45386	25166	0.000	0.781	( 0 )
Contig60235	7787	0.000	0.781	( 0 )
Contig48803	7136	0.000	0.781	( 0 )
Contig42423	40339	0.000	0.781	( 0 )
Contig41623	89186	0.000	0.781	( 0 )
Contig171892	7006	0.000	0.781	( 0 )
Contig63837	38676	0.000	0.781	( 0 )
Contig53896	10990	0.000	0.781	( 0 )
Contig52698	84316	0.000	0.781	( 0 )
Contig92848	23562	0.000	0.781	( 0 )
Contig60614	13327	0.000	0.781	( 0 )
Contig43298	13887	0.000	0.781	( 0 )
Contig60614	13330	0.000	0.781	( 0 )
Contig49629	13117	0.000	0.781	( 0 )
Contig52327	138701	0.000	0.781	( 0 )
Contig45347	7645	0.000	0.781	( 0 )
Contig59128	59743	0.000	0.781	( 0 )
Contig135738	9360	0.000	0.781	( 0 )
Contig53942	29363	0.000	0.781	( 0 )
Contig56970	56961	0.000	0.781	( 0 )
Contig52698	84242	0.000	0.781	( 0 )
Contig74069	19999	0.000	0.781	( 0 )
Contig51827	38540	0.000	0.781	( 0 )
Contig1818	26303	0.000	0.781	( 0 )
Contig11174	60058	0.000	0.781	( 0 )
Contig56970	56806	0.000	0.781	( 0 )
Contig43955	22553	0.000	0.781	( 0 )
Contig41579	49011	0.000	0.781	( 0 )
Contig45347	7684	0.000	0.781	( 0 )
Contig65875	51477	0.000	0.781	( 0 )
Contig59460	3526	0.000	0.781	( 0 )
Contig4501	2585	0.000	0.781	( 0 )
Contig7172	8684	0.000	0.781	( 0 )
Contig38276	9028	0.000	0.781	( 0 )
Contig55632	21306	0.000	0.781	( 0 )
Contig58471	21118	0.000	0.781	( 0 )
Contig59460	3551	0.000	0.781	( 0 )
Contig48803	7274	0.000	0.781	( 0 )
Contig38276	8915	0.000	0.781	( 0 )
Contig6134	61766	0.000	0.781	( 0 )
Contig41579	49036	0.000	0.781	( 0 )
Contig38243	13447	0.000	0.781	( 0 )
Contig50464	40237	0.000	0.781	( 0 )
Contig39132	72113	0.000	0.781	( 0 )
Contig73966	71277	0.000	0.781	( 0 )
Contig39132	165467	0.000	0.781	( 0 )
Contig7172	8902	0.000	0.781	( 0 )
Contig3617	35112	0.000	0.781	( 0 )
Contig57351	20017	0.000	0.781	( 0 )
Contig102	25382	0.000	0.781	( 0 )
Contig61295	10211	0.000	0.781	( 0 )
Contig50464	40376	0.000	0.781	( 0 )
Contig2969	93849	0.000	0.781	( 0 )
Contig49576	73842	0.000	0.781	( 0 )
Contig3617	35052	0.000	0.781	( 0 )
Contig44644	31224	0.000	0.781	( 0 )
Contig39282	6760	0.000	0.781	( 0 )
Contig80298	55340	0.000	0.781	( 0 )
Contig84357	38673	0.000	0.781	( 0 )
Contig11174	59847	0.000	0.781	( 0 )
Contig38549	32467	0.000	0.781	( 0 )
Contig65875	51636	0.000	0.781	( 0 )
Contig57351	20195	0.000	0.781	( 0 )
Contig59460	3490	0.000	0.781	( 0 )
Contig2969	107991	0.000	0.781	( 0 )
Contig7013	598	0.000	0.781	( 0 )
Contig177460	8198	0.000	0.781	( 0 )
Contig51827	38533	0.000	0.781	( 0 )
Contig43955	53011	0.000	0.781	( 0 )
Contig51711	13148	0.000	0.781	( 0 )
Contig60046	1613	0.000	0.781	( 0 )
Contig38276	8954	0.000	0.781	( 0 )
Contig16127	17555	0.000	0.781	( 0 )
Contig39657	1350	0.000	0.781	( 0 )
Contig579	9220	0.000	0.781	( 0 )
Contig49576	73981	0.000	0.781	( 0 )
Contig59128	59990	0.000	0.781	( 0 )
Contig45347	7675	0.000	0.781	( 0 )
Contig38276	9049	0.000	0.781	( 0 )
Contig100573	7416	0.000	0.781	( 0 )
Contig48803	7205	0.000	0.781	( 0 )
Contig70941	2411	0.000	0.781	( 0 )
Contig39478	7942	0.000	0.781	( 0 )
Contig41579	49192	0.000	0.781	( 0 )
Contig45347	7652	0.000	0.781	( 0 )
Contig39282	6800	0.000	0.781	( 0 )
Contig39132	61455	0.000	0.781	( 0 )
Contig84294	1336	0.000	0.781	( 0 )
Contig65875	51578	0.000	0.781	( 0 )
Contig48638	8538	0.000	0.781	( 0 )
Contig52327	138810	0.000	0.781	( 0 )
Contig92848	23764	0.000	0.781	( 0 )
Contig56984	16750	0.000	0.781	( 0 )
Contig4847	102126	0.000	0.781	( 0 )
Contig130	16983	0.000	0.781	( 0 )
Contig73460	49775	0.000	0.781	( 0 )
Contig49576	73995	0.000	0.781	( 0 )
Contig50238	6927	0.000	0.781	( 0 )
Contig74139	20823	0.000	0.781	( 0 )
Contig60345	45282	0.000	0.781	( 0 )
Contig52327	138910	0.000	0.781	( 0 )
Contig49608	27766	0.000	0.781	( 0 )
Contig100573	7420	0.000	0.781	( 0 )
Contig135738	9550	0.000	0.781	( 0 )
Contig66299	16147	0.000	0.781	( 0 )
Contig57351	20119	0.000	0.781	( 0 )
Contig130	25264	0.000	0.781	( 0 )
Contig56970	56744	0.000	0.781	( 0 )
Contig39544	24805	0.000	0.781	( 0 )
Contig52327	138828	0.000	0.781	( 0 )
Contig73110	21474	0.000	0.781	( 0 )
Contig67097	10164	0.000	0.781	( 0 )
Contig39476	6881	0.000	0.781	( 0 )
Contig70941	2461	0.000	0.781	( 0 )
Contig59881	7661	0.000	0.781	( 0 )
Contig69423	97801	0.000	0.781	( 0 )
Contig1948	10807	0.000	0.781	( 0 )
Contig48803	7217	0.000	0.781	( 0 )
Contig39657	1286	0.000	0.781	( 0 )
Contig39132	165390	0.000	0.781	( 0 )
Contig56970	56726	0.000	0.781	( 0 )
Contig4501	2407	0.000	0.781	( 0 )
Contig52327	138680	0.000	0.781	( 0 )
Contig38836	123804	0.000	0.781	( 0 )
Contig74139	20901	0.000	0.781	( 0 )
Contig7013	747	0.000	0.781	( 0 )
Contig2620	39255	0.000	0.781	( 0 )
Contig60235	7754	0.000	0.781	( 0 )
Contig4847	102094	0.000	0.781	( 0 )
Contig56984	16773	0.000	0.781	( 0 )
Contig86618	2503	0.000	0.781	( 0 )
Contig56970	56976	0.000	0.781	( 0 )
Contig69156	160143	0.000	0.781	( 0 )
Contig40216	60878	0.000	0.781	( 0 )
Contig39544	25112	0.000	0.781	( 0 )
Contig51549	54358	0.000	0.781	( 0 )
Contig57599	45677	0.000	0.781	( 0 )
Contig49576	73834	0.000	0.781	( 0 )
Contig47949	205118	0.000	0.781	( 0 )
Contig7013	666	0.000	0.781	( 0 )
Contig56970	56841	0.000	0.781	( 0 )
Contig50369	6458	0.000	0.781	( 0 )
Contig69611	13303	0.000	0.781	( 0 )
Contig53942	29370	0.000	0.781	( 0 )
Contig44644	31329	0.000	0.781	( 0 )
Contig52327	138823	0.000	0.781	( 0 )
Contig146	91341	0.000	1.563	( 0 )
Contig146	90400	0.000	1.563	( 0 )
Contig146	90362	0.000	1.563	( 0 )
Contig3300	43808	0.000	3.137	( 0 )
Contig3300	44406	0.000	3.919	( 0 )
Contig3300	42970	0.000	3.919	( 0 )
Contig3300	42852	0.000	3.919	( 0 )
Contig3300	44402	0.000	3.919	( 0 )
Contig3300	43654	0.000	3.919	( 0 )
Contig82546	9222	0.000	3.919	( 0 )
Contig3300	43100	0.000	3.919	( 0 )
Contig3300	42579	0.000	3.919	( 0 )
Contig3300	43112	0.000	3.919	( 0 )
Contig3300	42620	0.000	3.919	( 0 )
Contig3300	44765	0.000	3.919	( 0 )
Contig3300	42963	0.000	3.919	( 0 )
Contig3300	44640	0.000	3.919	( 0 )
Contig3300	44234	0.000	3.919	( 0 )
Contig3300	43301	0.000	3.919	( 0 )
Contig3300	43946	0.000	3.919	( 0 )
Contig3300	43333	0.000	3.919	( 0 )
Contig3300	44153	0.000	3.919	( 0 )
Contig3300	44647	0.000	3.919	( 0 )
Contig3300	44403	0.000	3.919	( 0 )
Contig3300	42919	0.000	3.919	( 0 )
Contig3300	42658	0.000	3.919	( 0 )
Contig3300	43324	0.000	3.919	( 0 )
Contig3300	44646	0.000	3.919	( 0 )
Contig3300	42847	0.000	3.919	( 0 )
Contig3300	43624	0.000	3.919	( 0 )
Contig41607	115774	0.000	4.700	( 0 )
Contig121582	6887	0.000	7.081	( 0 )
Contig121582	6896	0.000	7.081	( 0 )
Contig49747	20158	0.000	7.863	( 0 )
Contig25335	12039	0.000	7.863	( 0 )
Contig49747	20113	0.000	8.644	( 0 )
Contig49747	19880	0.000	8.644	( 0 )
Contig46643	95184	0.000	9.425	( 0 )
Contig46643	95130	0.000	9.425	( 0 )
Contig63655	74916	0.000	10.206	( 0 )
Contig51724	86706	0.000	10.206	( 0 )
Contig63655	75427	0.000	10.206	( 0 )
Contig45253	19205	0.000	10.206	( 0 )
Contig63655	77517	0.000	10.206	( 0 )
Contig63655	75860	0.000	10.206	( 0 )
Contig47557	18418	0.000	10.206	( 0 )
Contig63655	75893	0.000	10.206	( 0 )
Contig51724	87058	0.000	10.206	( 0 )
Contig63655	74853	0.000	10.206	( 0 )
Contig63655	75263	0.000	10.206	( 0 )
Contig63655	75811	0.000	10.206	( 0 )
Contig63655	75737	0.000	10.206	( 0 )
Contig56662	7753	0.000	10.206	( 0 )
Contig51724	86732	0.000	10.206	( 0 )
Contig63655	75843	0.000	10.206	( 0 )
Contig63655	77556	0.000	10.206	( 0 )
Contig51724	86986	0.000	10.206	( 0 )
Contig63655	75768	0.000	10.206	( 0 )
Contig63655	74621	0.000	10.206	( 0 )
Contig63655	75648	0.000	10.206	( 0 )
Contig86430	35185	0.000	11.781	( 0 )
Contig8354	16621	0.000	13.356	( 0 )
Contig8769	26296	0.000	13.356	( 0 )
Contig8354	16544	0.000	13.356	( 0 )
Contig8354	16573	0.000	13.356	( 0 )
Contig8354	16569	0.000	13.356	( 0 )
Contig3868	83441	0.000	14.138	( 0 )
Contig50637	25617	0.000	14.138	( 0 )
Contig1736	69630	0.000	15.713	( 0 )
Contig1882	18210	0.000	15.713	( 0 )
Contig1736	69570	0.000	15.713	( 0 )
Contig190	14799	0.000	19.747	( 0 )
Contig190	9346	0.000	19.747	( 0 )
Contig190	14826	0.000	19.747	( 0 )
Contig47052	61133	0.000	22.128	( 0 )
Contig41901	78689	0.000	22.128	( 0 )
Contig82976	37091	0.000	22.128	( 0 )
Contig41901	78714	0.000	22.128	( 0 )
Contig82976	37299	0.000	22.128	( 0 )
Contig43094	33107	0.000	26.163	( 0 )
Contig43094	33030	0.000	26.163	( 0 )
Contig38975	13746	0.000	26.944	( 0 )
Contig38975	13420	0.000	26.944	( 0 )
Contig39066	23114	0.000	27.725	( 0 )
Contig7138	24786	0.000	27.725	( 0 )
Contig39066	23121	0.000	27.725	( 0 )
Contig7138	24684	0.000	27.725	( 0 )
Contig153320	16232	0.000	27.725	( 0 )
Contig153320	16226	0.000	27.725	( 0 )
Contig1439	929	0.000	27.725	( 0 )
Contig153320	16227	0.000	27.725	( 0 )
Contig153320	16406	0.000	27.725	( 0 )
Contig153320	16191	0.000	27.725	( 0 )
Contig178746	392	0.000	27.725	( 0 )
Contig7138	24774	0.000	27.725	( 0 )
Contig48088	42722	0.000	27.725	( 0 )
Contig1439	950	0.000	27.725	( 0 )
Contig518	116446	0.000	29.300	( 0 )
Contig518	116218	0.000	29.300	( 0 )
Contig6148	7665	0.000	30.875	( 0 )
Contig6148	7552	0.000	30.875	( 0 )
Contig10585	36807	0.000	30.875	( 0 )
Contig2570	23859	0.000	30.875	( 0 )
Contig6148	7546	0.000	30.875	( 0 )
Contig6148	7497	0.000	30.875	( 0 )
Contig10585	37495	0.000	30.875	( 0 )
Contig10585	37178	0.000	30.875	( 0 )
Contig5081	5812	0.000	34.910	( 0 )
Contig5081	5569	0.000	34.910	( 0 )
Contig5081	5855	0.000	34.910	( 0 )
Contig5081	6396	0.000	34.910	( 0 )
Contig5081	5757	0.000	34.910	( 0 )
Contig5081	6750	0.000	34.910	( 0 )
Contig4777	37172	0.000	34.910	( 0 )
Contig4777	36609	0.000	34.910	( 0 )
Contig5081	6047	0.000	34.910	( 0 )
Contig4777	37521	0.000	34.910	( 0 )
Contig5081	6025	0.000	34.910	( 0 )
Contig5081	6469	0.000	34.910	( 0 )
Contig5081	5969	0.000	34.910	( 0 )
Contig5081	5538	0.000	34.910	( 0 )
Contig5081	5962	0.000	34.910	( 0 )
Contig5081	5792	0.000	34.910	( 0 )
Contig5081	5906	0.000	34.910	( 0 )
Contig5081	5894	0.000	34.910	( 0 )
Contig4777	37224	0.000	34.910	( 0 )
Contig4777	66310	0.000	34.910	( 0 )
Contig4777	66264	0.000	34.910	( 0 )
Contig5081	6753	0.000	34.910	( 0 )
Contig4777	65766	0.000	34.910	( 0 )
Contig56789	56840	0.000	35.691	( 0 )
Contig56789	56970	0.000	35.691	( 0 )
Contig56789	56889	0.000	35.691	( 0 )
Contig6454	87801	0.000	35.691	( 0 )
Contig56789	57037	0.000	35.691	( 0 )
Contig56789	56816	0.000	35.691	( 0 )
Contig56789	57031	0.000	35.691	( 0 )
Contig48271	8393	0.000	37.266	( 0 )
Contig43552	12332	0.000	38.047	( 0 )
Contig2900	5258	0.000	38.828	( 0 )
Contig2900	5388	0.000	38.828	( 0 )
Contig2900	4304	0.000	38.828	( 0 )
Contig2900	5153	0.000	38.828	( 0 )
Contig2900	5679	0.000	38.828	( 0 )
Contig2900	5492	0.000	38.828	( 0 )
Contig2900	5556	0.000	38.828	( 0 )
Contig2900	4749	0.000	38.828	( 0 )
Contig2900	5433	0.000	38.828	( 0 )
Contig2900	4659	0.000	38.828	( 0 )
Contig2900	5602	0.000	38.828	( 0 )
Contig2900	4860	0.000	38.828	( 0 )
Contig2900	4349	0.000	38.828	( 0 )
Contig2900	5700	0.000	38.828	( 0 )
Contig2900	5479	0.000	38.828	( 0 )
Contig2900	4769	0.000	38.828	( 0 )
Contig2900	4792	0.000	38.828	( 0 )
Contig2900	4785	0.000	38.828	( 0 )
Contig2900	5389	0.000	38.828	( 0 )
Contig73485	24133	0.000	39.610	( 0 )
Contig708	102230	0.000	39.610	( 0 )
Contig575	41042	0.000	39.610	( 0 )
Contig39952	11766	0.000	39.610	( 0 )
Contig7214	20655	0.000	39.610	( 0 )
Contig1084	24639	0.000	39.610	( 0 )
Contig57232	7917	0.000	39.610	( 0 )
Contig1084	24604	0.000	39.610	( 0 )
Contig41974	22609	0.000	39.610	( 0 )
Contig62391	44215	0.000	39.610	( 0 )
Contig39952	11742	0.000	39.610	( 0 )
Contig38328	27352	0.000	39.610	( 0 )
Contig11349	29519	0.000	39.610	( 0 )
Contig41974	22431	0.000	39.610	( 0 )
Contig39405	83720	0.000	39.610	( 0 )
Contig50304	46478	0.000	39.610	( 0 )
Contig43885	40763	0.000	39.610	( 0 )
Contig62391	44406	0.000	39.610	( 0 )
Contig50165	66631	0.000	39.610	( 0 )
Contig64501	48687	0.000	39.610	( 0 )
Contig46464	36473	0.000	39.610	( 0 )
Contig40643	10698	0.000	39.610	( 0 )
Contig40305	180943	0.000	39.610	( 0 )
Contig7214	3503	0.000	39.610	( 0 )
Contig575	40950	0.000	39.610	( 0 )
Contig7214	20896	0.000	39.610	( 0 )
Contig39952	9557	0.000	39.610	( 0 )
Contig39952	11749	0.000	39.610	( 0 )
Contig1027	25375	0.000	39.610	( 0 )
Contig46464	36276	0.000	39.610	( 0 )
Contig39952	13113	0.000	39.610	( 0 )
Contig5509	35833	0.000	39.610	( 0 )
Contig40643	9899	0.000	39.610	( 0 )
Contig65781	1043	0.000	39.610	( 0 )
Contig41974	22572	0.000	39.610	( 0 )
Contig43885	40830	0.000	39.610	( 0 )
Contig5509	35865	0.000	39.610	( 0 )
Contig57232	8203	0.000	39.610	( 0 )
Contig43701	52245	0.000	39.610	( 0 )
Contig48118	5615	0.000	39.610	( 0 )
Contig41974	22604	0.000	39.610	( 0 )
Contig38275	18132	0.000	39.610	( 0 )
Contig5755	79153	0.000	39.610	( 0 )
Contig110558	18700	0.000	39.610	( 0 )
Contig6548	71394	0.000	39.610	( 0 )
Contig48335	90066	0.000	39.610	( 0 )
Contig42285	10004	0.000	39.610	( 0 )
Contig41974	22393	0.000	39.610	( 0 )
Contig50304	46497	0.000	39.610	( 0 )
Contig39952	11763	0.000	39.610	( 0 )
Contig39405	83625	0.000	39.610	( 0 )
Contig50304	46458	0.000	39.610	( 0 )
Contig42548	42111	0.000	39.610	( 0 )
Contig40643	10788	0.000	39.610	( 0 )
Contig42285	35447	0.000	39.610	( 0 )
Contig46464	36165	0.000	39.610	( 0 )
Contig39952	9203	0.000	39.610	( 0 )
Contig42671	20828	0.000	39.610	( 0 )
Contig40643	11033	0.000	39.610	( 0 )
Contig42285	10157	0.000	39.610	( 0 )
Contig40305	180915	0.000	39.610	( 0 )
Contig42285	35152	0.000	39.610	( 0 )
Contig1084	24704	0.000	39.610	( 0 )
Contig73485	24154	0.000	39.610	( 0 )
Contig11349	29604	0.000	39.610	( 0 )
Contig40643	10288	0.000	39.610	( 0 )
Contig39952	12163	0.000	39.610	( 0 )
Contig6548	71621	0.000	39.610	( 0 )
Contig38328	27361	0.000	39.610	( 0 )
Contig42285	35194	0.000	39.610	( 0 )
Contig2299	1511	0.000	39.610	( 0 )
Contig39952	12162	0.000	39.610	( 0 )
Contig708	102250	0.000	39.610	( 0 )
Contig43701	52406	0.000	39.610	( 0 )
Contig43701	52197	0.000	39.610	( 0 )
Contig50304	46513	0.000	39.610	( 0 )
Contig5509	35851	0.000	39.610	( 0 )
Contig38275	102778	0.000	39.610	( 0 )
Contig39952	9316	0.000	39.610	( 0 )
Contig39952	70274	0.000	39.610	( 0 )
Contig41974	22551	0.000	39.610	( 0 )
Contig40305	180914	0.000	39.610	( 0 )
Contig40305	180849	0.000	39.610	( 0 )
Contig50165	66664	0.000	40.391	( 0 )
Contig70835	62819	0.000	50.684	( 0 )
Contig70835	62800	0.000	50.684	( 0 )
Contig70835	62801	0.000	50.684	( 0 )
Contig39538	87926	0.000	56.428	( 0 )
Contig39538	87898	0.000	56.428	( 0 )
Contig39538	87851	0.000	56.428	( 0 )
Contig42435	42244	0.000	69.662	( 0 )
