#java OrderMarkers2 map=Litt_map_LOD18_JS.txt data=- chromosome=1 numThreads=10 outputPhasedData=0 families=fam92_2 informativeMask=2 randSeed=2707994634865461539
#*** LG = 1 likelihood = -607.1963
#marker_number	male_position	female_position	( 0.0 )[	phased data]
Contig65923	36874	0.000	2.501	( 0 )
Contig3852	14145	0.000	2.501	( 0 )
Contig4847	95296	0.000	2.501	( 0 )
Contig25335	12039	0.000	2.501	( 0 )
Contig56789	56865	0.000	2.501	( 0 )
Contig7138	24561	0.000	2.501	( 0 )
Contig50217	12992	0.000	2.501	( 0 )
Contig40229	99212	0.000	2.501	( 0 )
Contig73388	5638	0.000	2.501	( 0 )
Contig4501	2407	0.000	2.501	( 0 )
Contig3300	43638	0.000	2.501	( 0 )
Contig42085	4128	0.000	2.501	( 0 )
Contig5081	6459	0.000	2.501	( 0 )
Contig190	8884	0.000	2.501	( 0 )
Contig82546	9189	0.000	2.501	( 0 )
Contig41579	58146	0.000	2.501	( 0 )
Contig5899	89016	0.000	2.501	( 0 )
Contig51711	13148	0.000	2.501	( 0 )
Contig171892	7006	0.000	2.501	( 0 )
Contig6148	7665	0.000	2.501	( 0 )
Contig3852	13950	0.000	2.501	( 0 )
Contig65887	54373	0.000	2.501	( 0 )
Contig69252	4452	0.000	2.501	( 0 )
Contig2900	5482	0.000	2.501	( 0 )
Contig3300	42658	0.000	2.501	( 0 )
Contig41579	49036	0.000	2.501	( 0 )
Contig55639	59043	0.000	2.501	( 0 )
Contig69156	160143	0.000	2.501	( 0 )
Contig2900	5001	0.000	2.501	( 0 )
Contig82546	7114	0.000	2.501	( 0 )
Contig3868	83441	0.000	2.501	( 0 )
Contig4847	102094	0.000	2.501	( 0 )
Contig54868	2888	0.000	2.501	( 0 )
Contig1437	91384	0.000	2.501	( 0 )
Contig87216	4792	0.000	2.501	( 0 )
Contig65923	36905	0.000	2.501	( 0 )
Contig47949	205161	0.000	2.501	( 0 )
Contig38836	123804	0.000	2.501	( 0 )
Contig45386	25166	0.000	2.501	( 0 )
Contig42085	4269	0.000	2.501	( 0 )
Contig5081	6047	0.000	2.501	( 0 )
Contig42085	4166	0.000	2.501	( 0 )
Contig71852	2481	0.000	2.501	( 0 )
Contig82546	8179	0.000	2.501	( 0 )
Contig64133	7739	0.000	2.501	( 0 )
Contig73388	6607	0.000	2.501	( 0 )
Contig47515	115762	0.000	2.501	( 0 )
Contig100589	4955	0.000	2.501	( 0 )
Contig6485	1274	0.000	2.501	( 0 )
Contig8160	24224	0.000	2.501	( 0 )
Contig51815	25705	0.000	2.501	( 0 )
Contig2900	4860	0.000	2.501	( 0 )
Contig8136	22708	0.000	2.501	( 0 )
Contig121582	6916	0.000	2.501	( 0 )
Contig60614	13331	0.000	2.501	( 0 )
Contig100573	7420	0.000	2.501	( 0 )
Contig82546	8485	0.000	2.501	( 0 )
Contig5081	43386	0.000	2.501	( 0 )
Contig5155	50107	0.000	2.501	( 0 )
Contig8160	19146	0.000	2.501	( 0 )
Contig51355	180786	0.000	2.501	( 0 )
Contig39476	6909	0.000	2.501	( 0 )
Contig73388	5402	0.000	2.501	( 0 )
Contig63837	38695	0.000	2.501	( 0 )
Contig3300	42398	0.000	2.501	( 0 )
Contig82546	6807	0.000	2.501	( 0 )
Contig77521	71291	0.000	2.501	( 0 )
Contig56970	56744	0.000	2.501	( 0 )
Contig2430	12637	0.000	2.501	( 0 )
Contig56970	51479	0.000	2.501	( 0 )
Contig40216	60913	0.000	2.501	( 0 )
Contig49608	27766	0.000	2.501	( 0 )
Contig45284	66455	0.000	2.501	( 0 )
Contig57351	20119	0.000	2.501	( 0 )
Contig45253	19205	0.000	2.501	( 0 )
Contig1514	45347	0.000	2.501	( 0 )
Contig3300	44153	0.000	2.501	( 0 )
Contig135738	9550	0.000	2.501	( 0 )
Contig2900	5153	0.000	2.501	( 0 )
Contig7013	578	0.000	2.501	( 0 )
Contig55699	19675	0.000	2.501	( 0 )
Contig38975	13524	0.000	2.501	( 0 )
Contig82976	37269	0.000	2.501	( 0 )
Contig57351	20195	0.000	2.501	( 0 )
Contig55997	21872	0.000	2.501	( 0 )
Contig14610	36649	0.000	2.501	( 0 )
Contig59128	59743	0.000	2.501	( 0 )
Contig4777	37154	0.000	2.501	( 0 )
Contig63655	75263	0.000	2.501	( 0 )
Contig63837	38760	0.000	2.501	( 0 )
Contig1698	65512	0.000	2.501	( 0 )
Contig73388	5610	0.000	2.501	( 0 )
Contig1514	45276	0.000	2.501	( 0 )
Contig5081	6750	0.000	2.501	( 0 )
Contig73388	5066	0.000	2.501	( 0 )
Contig73388	6185	0.000	2.501	( 0 )
Contig73966	71300	0.000	2.501	( 0 )
Contig102	25382	0.000	2.501	( 0 )
Contig250330	2636	0.000	2.501	( 0 )
Contig82546	7301	0.000	2.501	( 0 )
Contig2900	4659	0.000	2.501	( 0 )
Contig4847	102041	0.000	2.501	( 0 )
Contig1201	40013	0.000	2.501	( 0 )
Contig41579	57829	0.000	2.501	( 0 )
Contig3300	44403	0.000	2.501	( 0 )
Contig40237	6982	0.000	2.501	( 0 )
Contig49608	27866	0.000	2.501	( 0 )
Contig45386	25223	0.000	2.501	( 0 )
Contig6134	61766	0.000	2.501	( 0 )
Contig73388	6224	0.000	2.501	( 0 )
Contig59460	3662	0.000	2.501	( 0 )
Contig3852	14028	0.000	2.501	( 0 )
Contig43726	22545	0.000	2.501	( 0 )
Contig57017	12666	0.000	2.501	( 0 )
Contig10303	9030	0.000	2.501	( 0 )
Contig41386	94298	0.000	2.501	( 0 )
Contig2900	4546	0.000	2.501	( 0 )
Contig1514	45476	0.000	2.501	( 0 )
Contig73388	6826	0.000	2.501	( 0 )
Contig3300	44406	0.000	2.501	( 0 )
Contig84357	38673	0.000	2.501	( 0 )
Contig82546	6759	0.000	2.501	( 0 )
Contig6897	6415	0.000	2.501	( 0 )
Contig3300	42963	0.000	2.501	( 0 )
Contig40229	87836	0.000	2.501	( 0 )
Contig87216	4894	0.000	2.501	( 0 )
Contig59460	3669	0.000	2.501	( 0 )
Contig49747	20158	0.000	2.501	( 0 )
Contig73388	6726	0.000	2.501	( 0 )
Contig8160	24231	0.000	2.501	( 0 )
Contig73388	7322	0.000	2.501	( 0 )
Contig63849	28452	0.000	2.501	( 0 )
Contig3300	44641	0.000	2.501	( 0 )
Contig2900	4237	0.000	2.501	( 0 )
Contig3617	35110	0.000	2.501	( 0 )
Contig82976	37155	0.000	2.501	( 0 )
Contig46643	95130	0.000	2.501	( 0 )
Contig51196	33583	0.000	2.501	( 0 )
Contig3300	44647	0.000	2.501	( 0 )
Contig60614	13327	0.000	2.501	( 0 )
Contig41623	89176	0.000	2.501	( 0 )
Contig77521	71242	0.000	2.501	( 0 )
Contig51815	25646	0.000	2.501	( 0 )
Contig56970	51609	0.000	2.501	( 0 )
Contig84357	38669	0.000	2.501	( 0 )
Contig43094	32923	0.000	2.501	( 0 )
Contig922	31512	0.000	2.501	( 0 )
Contig2900	5389	0.000	2.501	( 0 )
Contig46987	14705	0.000	2.501	( 0 )
Contig5081	6396	0.000	2.501	( 0 )
Contig2969	93983	0.000	2.501	( 0 )
Contig39066	22107	0.000	2.501	( 0 )
Contig3300	43808	0.000	2.501	( 0 )
Contig100589	4915	0.000	2.501	( 0 )
Contig82546	7029	0.000	2.501	( 0 )
Contig41386	94457	0.000	2.501	( 0 )
Contig51711	12863	0.000	2.501	( 0 )
Contig3617	35062	0.000	2.501	( 0 )
Contig61951	95140	0.000	2.501	( 0 )
Contig47052	82171	0.000	2.501	( 0 )
Contig232445	1323	0.000	2.501	( 0 )
Contig3300	44640	0.000	2.501	( 0 )
Contig1722	10625	0.000	2.501	( 0 )
Contig49576	74029	0.000	2.501	( 0 )
Contig46987	14652	0.000	2.501	( 0 )
Contig552	115425	0.000	2.501	( 0 )
Contig3300	42970	0.000	2.501	( 0 )
Contig82546	7040	0.000	2.501	( 0 )
Contig38243	13380	0.000	2.501	( 0 )
Contig73388	7351	0.000	2.501	( 0 )
Contig2900	5700	0.000	2.501	( 0 )
Contig3617	35020	0.000	2.501	( 0 )
Contig1186	46272	0.000	2.501	( 0 )
Contig73388	5690	0.000	2.501	( 0 )
Contig44644	31224	0.000	2.501	( 0 )
Contig40218	52903	0.000	2.501	( 0 )
Contig69611	13308	0.000	2.501	( 0 )
Contig5081	6025	0.000	2.501	( 0 )
Contig5081	6960	0.000	2.501	( 0 )
Contig56970	56961	0.000	2.501	( 0 )
Contig74069	19999	0.000	2.501	( 0 )
Contig2969	107856	0.000	2.501	( 0 )
Contig2900	5473	0.000	2.501	( 0 )
Contig647	64128	0.000	2.501	( 0 )
Contig73388	6702	0.000	2.501	( 0 )
Contig4777	66194	0.000	2.501	( 0 )
Contig3617	35112	0.000	2.501	( 0 )
Contig2900	4269	0.000	2.501	( 0 )
Contig111566	7016	0.000	2.501	( 0 )
Contig121582	6915	0.000	2.501	( 0 )
Contig2900	5388	0.000	2.501	( 0 )
Contig41579	49011	0.000	2.501	( 0 )
Contig86618	2515	0.000	2.501	( 0 )
Contig4777	66260	0.000	2.501	( 0 )
Contig5081	43205	0.000	2.501	( 0 )
Contig190	14826	0.000	2.501	( 0 )
Contig46987	128975	0.000	2.501	( 0 )
Contig25335	12088	0.000	2.501	( 0 )
Contig47007	79102	0.000	2.501	( 0 )
Contig62849	1041	0.000	2.501	( 0 )
Contig66299	15892	0.000	2.501	( 0 )
Contig48088	42707	0.000	2.501	( 0 )
Contig46134	10920	0.000	2.501	( 0 )
Contig7172	8698	0.000	2.501	( 0 )
Contig3852	13956	0.000	2.501	( 0 )
Contig101497	8480	0.000	2.501	( 0 )
Contig65875	51636	0.000	2.501	( 0 )
Contig46643	95184	0.000	2.501	( 0 )
Contig922	31587	0.000	2.501	( 0 )
Contig7172	8712	0.000	2.501	( 0 )
Contig10585	36785	0.000	2.501	( 0 )
Contig2620	39318	0.000	2.501	( 0 )
Contig2900	4236	0.000	2.501	( 0 )
Contig2570	23859	0.000	2.501	( 0 )
Contig7172	8927	0.000	2.501	( 0 )
Contig6897	6596	0.000	2.501	( 0 )
Contig2742	9383	0.000	2.501	( 0 )
Contig2900	5433	0.000	2.501	( 0 )
Contig8769	26296	0.000	2.501	( 0 )
Contig40053	21779	0.000	2.501	( 0 )
Contig100627	5649	0.000	2.501	( 0 )
Contig2900	4749	0.000	2.501	( 0 )
Contig73460	49775	0.000	2.501	( 0 )
Contig39476	7027	0.000	2.501	( 0 )
Contig48271	8296	0.000	2.501	( 0 )
Contig1186	46267	0.000	2.501	( 0 )
Contig2900	5461	0.000	2.501	( 0 )
Contig82546	8177	0.000	2.501	( 0 )
Contig1437	44334	0.000	2.501	( 0 )
Contig3300	43766	0.000	2.501	( 0 )
Contig43592	62177	0.000	2.501	( 0 )
Contig135738	9536	0.000	2.501	( 0 )
Contig40216	60869	0.000	2.501	( 0 )
Contig200935	218	0.000	2.501	( 0 )
Contig52327	138680	0.000	2.501	( 0 )
Contig6897	6575	0.000	2.501	( 0 )
Contig4777	66271	0.000	2.501	( 0 )
Contig55632	21306	0.000	2.501	( 0 )
Contig2900	4266	0.000	2.501	( 0 )
Contig86782	27897	0.000	2.501	( 0 )
Contig100573	7416	0.000	2.501	( 0 )
Contig518	116218	0.000	2.501	( 0 )
Contig44209	42819	0.000	2.501	( 0 )
Contig50637	25617	0.000	2.501	( 0 )
Contig49747	20113	0.000	2.501	( 0 )
Contig41463	20738	0.000	2.501	( 0 )
Contig73388	6707	0.000	2.501	( 0 )
Contig40218	52987	0.000	2.501	( 0 )
Contig58471	20991	0.000	2.501	( 0 )
Contig2900	4349	0.000	2.501	( 0 )
Contig3617	35107	0.000	2.501	( 0 )
Contig45347	7698	0.000	2.501	( 0 )
Contig44644	31179	0.000	2.501	( 0 )
Contig3300	44340	0.000	2.501	( 0 )
Contig65373	4341	0.000	2.501	( 0 )
Contig57599	45735	0.000	2.501	( 0 )
Contig121582	6887	0.000	2.501	( 0 )
Contig2900	4235	0.000	2.501	( 0 )
Contig38975	13746	0.000	2.501	( 0 )
Contig63655	75860	0.000	2.501	( 0 )
Contig38297	25733	0.000	2.501	( 0 )
Contig112312	15957	0.000	2.501	( 0 )
Contig1186	46179	0.000	2.501	( 0 )
Contig49576	73836	0.000	2.501	( 0 )
Contig6454	87751	0.000	2.501	( 0 )
Contig73388	5357	0.000	2.501	( 0 )
Contig51711	13012	0.000	2.501	( 0 )
Contig3300	42579	0.000	2.501	( 0 )
Contig62849	1287	0.000	2.501	( 0 )
Contig5081	6578	0.000	2.501	( 0 )
Contig4847	102120	0.000	2.501	( 0 )
Contig56970	51526	0.000	2.501	( 0 )
Contig121582	6896	0.000	2.501	( 0 )
Contig53469	42727	0.000	2.501	( 0 )
Contig39476	6908	0.000	2.501	( 0 )
Contig3300	43112	0.000	2.501	( 0 )
Contig60345	45200	0.000	2.501	( 0 )
Contig73388	5438	0.000	2.501	( 0 )
Contig82546	8193	0.000	2.501	( 0 )
Contig45396	77449	0.000	2.501	( 0 )
Contig86782	27885	0.000	2.501	( 0 )
Contig75515	10643	0.000	2.501	( 0 )
Contig100589	4911	0.000	2.501	( 0 )
Contig47557	18491	0.000	2.501	( 0 )
Contig3300	43301	0.000	2.501	( 0 )
Contig44845	4984	0.000	2.501	( 0 )
Contig114241	2508	0.000	2.501	( 0 )
Contig42423	40339	0.000	2.501	( 0 )
Contig59460	3666	0.000	2.501	( 0 )
Contig8769	26287	0.000	2.501	( 0 )
Contig58020	19054	0.000	2.501	( 0 )
Contig44525	7628	0.000	2.501	( 0 )
Contig42295	10813	0.000	2.501	( 0 )
Contig48271	8309	0.000	2.501	( 0 )
Contig39282	6800	0.000	2.501	( 0 )
Contig2900	5479	0.000	2.501	( 0 )
Contig40237	6969	0.000	2.501	( 0 )
Contig100627	5689	0.000	2.501	( 0 )
Contig647	63996	0.000	2.501	( 0 )
Contig44552	16274	0.000	2.501	( 0 )
Contig82546	6886	0.000	2.501	( 0 )
Contig5081	6469	0.000	2.501	( 0 )
Contig47106	169770	0.000	2.501	( 0 )
Contig82546	9097	0.000	2.501	( 0 )
Contig63655	77556	0.000	2.501	( 0 )
Contig56662	7753	0.000	2.501	( 0 )
Contig25335	10672	0.000	2.501	( 0 )
Contig4777	37172	0.000	2.501	( 0 )
Contig39222	85027	0.000	2.501	( 0 )
Contig7172	8807	0.000	2.501	( 0 )
Contig111566	6790	0.000	2.501	( 0 )
Contig69920	12488	0.000	2.501	( 0 )
Contig48638	8538	0.000	2.501	( 0 )
Contig54868	2914	0.000	2.501	( 0 )
Contig56096	33692	0.000	2.501	( 0 )
Contig8160	18751	0.000	2.501	( 0 )
Contig121582	6878	0.000	2.501	( 0 )
Contig1975	44113	0.000	2.501	( 0 )
Contig1736	69570	0.000	2.501	( 0 )
Contig10585	37178	0.000	2.501	( 0 )
Contig38297	25901	0.000	2.501	( 0 )
Contig41623	89050	0.000	2.501	( 0 )
Contig63655	77517	0.000	2.501	( 0 )
Contig46987	14681	0.000	2.501	( 0 )
Contig59685	3204	0.000	2.501	( 0 )
Contig62849	1133	0.000	2.501	( 0 )
Contig5081	43287	0.000	2.501	( 0 )
Contig9017	21594	0.000	2.501	( 0 )
Contig2900	4769	0.000	2.501	( 0 )
Contig41025	57538	0.000	2.501	( 0 )
Contig66299	16085	0.000	2.501	( 0 )
Contig60614	13330	0.000	2.501	( 0 )
Contig45396	77460	0.000	2.501	( 0 )
Contig8160	25239	0.000	2.501	( 0 )
Contig82546	7296	0.000	2.501	( 0 )
Contig82546	6764	0.000	2.501	( 0 )
Contig647	63943	0.000	2.501	( 0 )
Contig111566	6970	0.000	2.501	( 0 )
Contig63655	75648	0.000	2.501	( 0 )
Contig4777	66249	0.000	2.501	( 0 )
Contig41579	57921	0.000	2.501	( 0 )
Contig58471	21042	0.000	2.501	( 0 )
Contig75515	10516	0.000	2.501	( 0 )
Contig7013	735	0.000	2.501	( 0 )
Contig5081	5757	0.000	2.501	( 0 )
Contig73388	6130	0.000	2.501	( 0 )
Contig16127	17555	0.000	2.501	( 0 )
Contig46134	10911	0.000	2.501	( 0 )
Contig2900	5492	0.000	2.501	( 0 )
Contig3617	35118	0.000	2.501	( 0 )
Contig73388	5558	0.000	2.501	( 0 )
Contig8160	24745	0.000	2.501	( 0 )
Contig73388	4955	0.000	2.501	( 0 )
Contig63837	38671	0.000	2.501	( 0 )
Contig38549	32467	0.000	2.501	( 0 )
Contig47949	205118	0.000	2.501	( 0 )
Contig41463	36420	0.000	2.501	( 0 )
Contig103420	59139	0.000	2.501	( 0 )
Contig50637	25453	0.000	2.501	( 0 )
Contig133413	2245	0.000	2.501	( 0 )
Contig2900	5313	0.000	2.501	( 0 )
Contig84294	1162	0.000	2.501	( 0 )
Contig1975	44030	0.000	2.501	( 0 )
Contig5081	6554	0.000	2.501	( 0 )
Contig2570	77512	0.000	2.501	( 0 )
Contig39282	6802	0.000	2.501	( 0 )
Contig1079	47627	0.000	2.501	( 0 )
Contig2620	39255	0.000	2.501	( 0 )
Contig5081	5906	0.000	2.501	( 0 )
Contig49999	70248	0.000	2.501	( 0 )
Contig3300	43946	0.000	2.501	( 0 )
Contig59460	3526	0.000	2.501	( 0 )
Contig69920	12379	0.000	2.501	( 0 )
Contig73388	6058	0.000	2.501	( 0 )
Contig69920	12380	0.000	2.501	( 0 )
Contig45253	19077	0.000	2.501	( 0 )
Contig82546	7054	0.000	2.501	( 0 )
Contig56789	57037	0.000	2.501	( 0 )
Contig56970	51601	0.000	2.501	( 0 )
Contig73388	5781	0.000	2.501	( 0 )
Contig2900	5471	0.000	2.501	( 0 )
Contig47106	169429	0.000	2.501	( 0 )
Contig7172	8796	0.000	2.501	( 0 )
Contig146	91118	0.000	2.501	( 0 )
Contig3300	43090	0.000	2.501	( 0 )
Contig3300	43129	0.000	2.501	( 0 )
Contig43094	33107	0.000	2.501	( 0 )
Contig3300	43163	0.000	2.501	( 0 )
Contig130	16983	0.000	2.501	( 0 )
Contig5899	88910	0.000	2.501	( 0 )
Contig42085	12883	0.000	2.501	( 0 )
Contig56789	56840	0.000	2.501	( 0 )
Contig62282	77012	0.000	2.501	( 0 )
Contig6897	6588	0.000	2.501	( 0 )
Contig45654	43919	0.000	2.501	( 0 )
Contig3300	44402	0.000	2.501	( 0 )
Contig41579	49107	0.000	2.501	( 0 )
Contig65373	4361	0.000	2.501	( 0 )
Contig7172	8503	0.000	2.501	( 0 )
Contig52327	138701	0.000	2.501	( 0 )
Contig52327	138910	0.000	2.501	( 0 )
Contig82546	8894	0.000	2.501	( 0 )
Contig38297	25545	0.000	2.501	( 0 )
Contig7138	24714	0.000	2.501	( 0 )
Contig135738	9397	0.000	2.501	( 0 )
Contig5081	5962	0.000	2.501	( 0 )
Contig7013	611	0.000	2.501	( 0 )
Contig16127	17610	0.000	2.501	( 0 )
Contig8354	16544	0.000	2.501	( 0 )
Contig2620	39272	0.000	2.501	( 0 )
Contig40216	60878	0.000	2.501	( 0 )
Contig3617	35052	0.000	2.501	( 0 )
Contig59460	3551	0.000	2.501	( 0 )
Contig71852	2415	0.000	2.501	( 0 )
Contig6897	6459	0.000	2.501	( 0 )
Contig50637	25717	0.000	2.501	( 0 )
Contig4501	2585	0.000	2.501	( 0 )
Contig46643	5726	0.000	2.501	( 0 )
Contig6134	61883	0.000	2.501	( 0 )
Contig3300	43333	0.000	2.501	( 0 )
Contig46464	36473	0.000	2.501	( 0 )
Contig41463	36556	0.000	2.501	( 0 )
Contig73388	6164	0.000	2.501	( 0 )
Contig74069	20151	0.000	2.501	( 0 )
Contig82546	9104	0.000	2.501	( 0 )
Contig65875	51630	0.000	2.501	( 0 )
Contig73388	6940	0.000	2.501	( 0 )
Contig7138	24755	0.000	2.501	( 0 )
Contig82546	7168	0.000	2.501	( 0 )
Contig7172	8431	0.000	2.501	( 0 )
Contig74069	20175	0.000	2.501	( 0 )
Contig14973	7544	0.000	2.501	( 0 )
Contig3300	44234	0.000	2.501	( 0 )
Contig200935	162	0.000	2.501	( 0 )
Contig58471	21118	0.000	2.501	( 0 )
Contig3300	44646	0.000	2.501	( 0 )
Contig647	64146	0.000	2.501	( 0 )
Contig5081	43009	0.000	2.501	( 0 )
Contig48271	8393	0.000	2.501	( 0 )
Contig10585	38376	0.000	2.501	( 0 )
Contig51549	54358	0.000	2.501	( 0 )
Contig44845	4923	0.000	2.501	( 0 )
Contig56789	57031	0.000	2.501	( 0 )
Contig65373	4379	0.000	2.501	( 0 )
Contig82546	7234	0.000	2.501	( 0 )
Contig1882	18918	0.000	2.501	( 0 )
Contig47007	78966	0.000	2.501	( 0 )
Contig39066	22188	0.000	2.501	( 0 )
Contig25335	10908	0.000	2.501	( 0 )
Contig82546	7231	0.000	2.501	( 0 )
Contig66299	15812	0.000	2.501	( 0 )
Contig61295	10053	0.000	2.501	( 0 )
Contig44209	42614	0.000	2.501	( 0 )
Contig39326	22465	0.000	2.501	( 0 )
Contig82976	37299	0.000	2.501	( 0 )
Contig56662	7773	0.000	2.501	( 0 )
Contig53942	29370	0.000	2.501	( 0 )
Contig86782	27787	0.000	2.501	( 0 )
Contig1439	86369	0.000	2.501	( 0 )
Contig1722	10721	0.000	2.501	( 0 )
Contig7172	8507	0.000	2.501	( 0 )
Contig2900	5476	0.000	2.501	( 0 )
Contig53469	42767	0.000	2.501	( 0 )
Contig63655	75843	0.000	2.501	( 0 )
Contig3300	44158	0.000	2.501	( 0 )
Contig41463	36525	0.000	2.501	( 0 )
Contig25335	11949	0.000	2.501	( 0 )
Contig73388	6642	0.000	2.501	( 0 )
Contig5081	42978	0.000	2.501	( 0 )
Contig2620	39314	0.000	2.501	( 0 )
Contig7172	8762	0.000	2.501	( 0 )
Contig5081	5812	0.000	2.501	( 0 )
Contig10585	36807	0.000	2.501	( 0 )
Contig47106	169483	0.000	2.501	( 0 )
Contig60345	45376	0.000	2.501	( 0 )
Contig2765	6646	0.000	2.501	( 0 )
Contig135738	9495	0.000	2.501	( 0 )
Contig3300	43624	0.000	2.501	( 0 )
Contig49747	19880	0.000	2.501	( 0 )
Contig65373	4317	0.000	2.501	( 0 )
Contig82546	8112	0.000	2.501	( 0 )
Contig52793	85137	0.000	2.501	( 0 )
Contig190	14799	0.000	2.501	( 0 )
Contig121582	6918	0.000	2.501	( 0 )
Contig73388	6032	0.000	2.501	( 0 )
Contig4847	102126	0.000	2.501	( 0 )
Contig6897	6663	0.000	2.501	( 0 )
Contig55699	19676	0.000	2.501	( 0 )
Contig190	14727	0.000	2.501	( 0 )
Contig46134	10921	0.000	2.501	( 0 )
Contig5081	5776	0.000	2.501	( 0 )
Contig50637	25454	0.000	2.501	( 0 )
Contig47563	3805	0.000	2.501	( 0 )
Contig42295	10805	0.000	2.501	( 0 )
Contig1882	18210	0.000	2.501	( 0 )
Contig41383	19336	0.000	2.501	( 0 )
Contig1186	46242	0.000	2.501	( 0 )
Contig59460	3490	0.000	2.501	( 0 )
Contig3852	14020	0.000	2.501	( 0 )
Contig1882	18157	0.000	2.501	( 0 )
Contig82546	7356	0.000	2.501	( 0 )
Contig73110	21465	0.000	2.501	( 0 )
Contig7172	8928	0.000	2.501	( 0 )
Contig66299	15849	0.000	2.501	( 0 )
Contig63849	28379	0.000	2.501	( 0 )
Contig50464	40267	0.000	2.501	( 0 )
Contig60345	45256	0.000	2.501	( 0 )
Contig1186	46256	0.000	2.501	( 0 )
Contig6897	6606	0.000	2.501	( 0 )
Contig10585	37812	0.000	2.501	( 0 )
Contig49629	13117	0.000	2.501	( 0 )
Contig518	116446	0.000	2.501	( 0 )
Contig2900	5258	0.000	2.501	( 0 )
Contig1201	40018	0.000	2.501	( 0 )
Contig55699	19694	0.000	2.501	( 0 )
Contig63655	75737	0.000	2.501	( 0 )
Contig94691	72038	0.000	2.501	( 0 )
Contig2765	6618	0.000	2.501	( 0 )
Contig51196	33588	0.000	2.501	( 0 )
Contig1818	26437	0.000	2.501	( 0 )
Contig2969	107921	0.000	2.501	( 0 )
Contig2900	4243	0.000	2.501	( 0 )
Contig38975	13708	0.000	2.501	( 0 )
Contig1736	69568	0.000	2.501	( 0 )
Contig3868	83408	0.000	2.501	( 0 )
Contig6897	6411	0.000	2.501	( 0 )
Contig40229	32965	0.000	2.501	( 0 )
Contig58145	38041	0.000	2.501	( 0 )
Contig2900	4792	0.000	2.501	( 0 )
Contig94691	71999	0.000	2.501	( 0 )
Contig146	91132	0.000	2.501	( 0 )
Contig5081	5894	0.000	2.501	( 0 )
Contig49608	27809	0.000	2.501	( 0 )
Contig5081	43223	0.000	2.501	( 0 )
Contig51724	87058	0.000	2.501	( 0 )
Contig5899	89033	0.000	2.501	( 0 )
Contig41579	49192	0.000	2.501	( 0 )
Contig3300	42620	0.000	2.501	( 0 )
Contig84294	1336	0.000	2.501	( 0 )
Contig111566	6791	0.000	2.501	( 0 )
Contig43552	12332	0.000	2.501	( 0 )
Contig46987	14666	0.000	2.501	( 0 )
Contig10303	9087	0.000	2.501	( 0 )
Contig42295	10802	0.000	2.501	( 0 )
Contig73966	71277	0.000	2.501	( 0 )
Contig51502	147297	0.000	2.501	( 0 )
Contig3300	42857	0.000	5.001	( 0 )
Contig40053	21643	0.000	5.001	( 0 )
Contig3300	42855	0.000	5.001	( 0 )
Contig40053	21596	0.000	5.001	( 0 )
Contig11035	40788	0.000	7.502	( 0 )
Contig11035	40786	0.000	7.502	( 0 )
Contig40643	9899	0.000	10.002	( 0 )
